,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.93000,7.92160,-1.14450,85.91480,66.18710,66.18710,69.47860,61.77280,47.28750,0.82200,,,-43.13150,-38.29060,38.87160,298.53780,-14.83570,0.5011,0.7198
2021-12-31,1.18130,3.40000,-1.41670,85.54530,65.29080,65.29080,68.89880,58.91840,59.11420,0.66920,,,-62.26100,-53.82720,39.56040,149.42880,-11.40720,0.8613,0.7653
2020-12-31,1.23190,4.47650,-1.28760,85.75610,65.14900,65.14900,68.81670,59.29970,64.41390,0.71600,,,-58.61760,-51.32500,46.12010,203.78360,-12.25170,-0.0039,-0.0415
2019-12-31,1.32470,6.00930,-1.19960,85.34770,65.45040,65.45040,69.21200,61.60590,49.71330,0.66430,,,-41.09110,-36.28170,33.02570,205.83900,-12.76700,0.6483,0.6112
2018-12-31,1.38990,4.46740,-1.28840,84.18610,63.16150,63.16150,65.63950,60.04400,47.94270,0.63460,,,-42.04260,-36.79650,30.42510,145.77790,-11.54210,0.0294,0.1263
2017-12-31,1.56750,3.41310,-1.91240,83.40690,60.74370,60.74370,63.74930,51.41320,39.24560,0.39610,,,-36.28170,-31.36570,15.54640,87.55210,-12.91380,0.2801,0.0878
2016-12-31,1.21050,33.80850,-1.55500,82.64330,60.11130,60.11130,65.89430,50.88340,38.57970,0.48920,,,-36.70230,-31.51690,18.87480,1204.14600,-11.64600,0.3431,0.4424
2015-12-31,1.30930,7.49120,-1.74660,81.80160,57.19890,57.19890,63.98980,46.03230,35.42080,0.44930,83.82390,4.35440,-35.05410,-33.35510,15.91510,227.54400,-9.72500,0.7708,0.7443
2014-12-31,1.03320,-5.16550,-1.54030,81.34620,55.87740,55.87740,63.25950,47.84700,35.17020,0.53130,75.11280,4.85940,-40.21200,-37.95540,18.68660,-247.92900,-7.45840,0.546,0.688
2013-12-31,0.88860,2.29750,-3.24410,80.62220,54.73410,54.73410,62.02910,47.32950,56.41460,0.36270,70.80090,5.15530,-128.54210,-114.35990,20.46210,166.78310,-3.16740,0.4391,0.3415
2012-12-31,2.36460,1.01350,-74.82720,80.81480,52.35020,52.35020,58.62530,47.24120,36.63400,0.42360,76.11680,4.79530,-3351.56700,-505.23040,15.15100,45.40010,-0.06080,1.2674,2.0983
2011-12-31,2.19720,1.14640,-7.83240,78.59450,42.66820,42.66820,49.88420,25.07680,18.50970,0.41590,51.55460,7.07990,-157.25800,-97.60560,7.46460,23.01680,-0.55270,0.8102,0.1058
2010-12-31,3.33680,0.46230,0.85980,76.97900,34.13030,34.13030,44.07110,14.01070,122.09720,0.27850,45.75620,7.97710,10.35320,11.27210,2.86550,5.56670,3.91600,-0.8496,-0.7242
2009-12-31,1.92790,0.48960,0.95940,72.93520,25.96940,25.96940,39.97490,20.22120,39.86590,0.24940,9.75630,37.41160,15.30360,32.00440,3.70900,7.81020,3.26610,2.0521,1.4767
