,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.39780,1.28840,-4.47650,82.01810,60.23740,60.23740,66.80270,46.42190,38.71630,0.44990,3.39030,107.65870,-86.37280,-22.93330,17.42010,24.90690,-12.60540,2.2741,2.0089
2021-12-31,1.71340,1.04090,-25.45730,82.44790,59.73050,59.73050,66.53470,41.99250,35.52570,0.37110,3.07530,118.68920,-444.11630,-24.25450,13.18360,18.15890,-1.98290,1.6162,1.5869
2020-12-31,1.88460,1.15160,-7.59590,82.79430,58.94760,58.94760,65.74480,40.47590,35.49760,0.40380,3.03520,120.25410,-135.77960,-26.81910,14.33370,20.58540,-5.36780,1.302,1.3275
2019-12-31,2.31110,1.02560,-40.04390,81.06550,48.51090,48.51090,55.31350,38.72900,36.18240,0.37050,3.12020,116.98120,-734.73940,-29.64900,13.40600,18.81830,-0.90470,1.4638,1.381
2018-12-31,1.77390,1.06910,-15.46900,79.96250,47.90140,47.90140,54.12530,43.92630,35.41780,0.42330,3.02890,120.50560,-305.04750,-25.48270,14.99090,21.08270,-1.97800,2.4341,2.4194
2017-12-31,2.08520,0.83820,5.18210,78.52090,45.50170,45.50170,52.04580,36.64330,23.85640,0.38900,3.88950,93.84360,75.80120,-20.51860,9.27970,12.26140,4.45050,-0.1851,-0.2746
2016-12-31,1.96740,0.86730,6.53390,78.09040,42.41920,42.41920,49.75580,33.54030,22.66990,0.37330,5.19480,70.26260,82.13190,-16.44850,8.46220,10.90160,3.47950,1.6598,1.6648
2015-12-31,2.13460,0.63660,1.75200,75.09840,37.57150,37.57150,45.00710,32.51630,20.80420,0.34160,5.16240,70.70360,25.51760,-21.79170,7.30980,9.27240,8.92450,0.3032,0.2924
2014-12-31,1.62710,0.35490,0.55020,72.24560,33.82890,33.82890,42.30840,30.93650,28.50590,0.34580,5.57690,65.44900,13.88450,-35.16750,6.90160,8.95650,12.78490,-0.0336,-0.11
2013-12-31,1.24100,0.33500,0.51640,73.64720,37.26130,37.26130,46.55870,34.25010,24.36670,0.29120,5.38890,67.73190,12.77910,-23.67130,6.37440,8.49830,13.24790,-0.1643,-0.1622
2012-12-31,1.00960,0.36280,0.59970,72.15420,38.48110,38.48110,51.22230,31.53620,22.27810,0.27390,5.38560,67.77390,11.56240,-16.49140,5.45730,7.36710,11.86560,0.7317,0.5592
2011-12-31,1.49720,0.44960,0.82490,69.23810,35.74020,35.74020,45.95810,29.23750,19.25250,0.29130,4.98950,73.15310,13.28710,-16.55040,5.60800,7.31260,10.76980,2.0854,1.8964
2010-12-31,,,,,,,,,,,,,,,,,,-1.6175,-1.5013
2010-11-30,1.14850,0.52790,1.16910,70.03690,31.09410,31.09410,41.41830,23.15440,13.79210,0.21930,4.48930,81.30420,8.53330,-6.86400,3.04880,4.02840,9.03700,0.3192,0.336
2009-11-30,2.05980,0.39970,0.74890,73.21020,34.08800,34.08800,42.91700,29.73740,18.18610,0.36900,5.73920,63.59820,16.13250,-149.39190,6.81520,9.68430,4.83920,1.2983,1.1653
