,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-07-31,0.77230,,17.50860,68.75940,-3.43180,-3.43180,9.65190,-3.76620,-4.85320,0.44900,2.56780,142.14530,-127.14290,9.13700,-2.17900,-127.14290,0.70280,1.5193,1.268
2021-07-31,0.90830,0.72440,5.08430,70.04540,-7.14500,-7.14500,10.68580,-10.92550,-11.72200,0.41560,3.43120,106.37580,-78.62890,19.38080,-4.87130,-21.66680,2.17370,1.6343,1.9708
2020-07-31,1.90560,0.73680,2.79910,70.67540,-5.25170,-5.25170,11.63600,-6.80080,-7.83360,0.37600,3.28650,111.06130,-24.23310,24.96960,-2.94530,-6.37860,3.81380,-0.1607,-0.4355
2019-07-31,1.78480,0.47410,0.90150,72.12030,-1.86580,-1.86580,12.97420,-2.57280,-2.82450,0.43990,4.97870,73.31220,-5.16300,175.75210,-1.24240,-2.71520,5.46250,-0.05,-0.1057
2018-07-31,1.96910,0.54140,1.65480,71.62650,-4.58300,-4.58300,7.53430,-4.63140,-5.37470,0.38220,4.86850,74.97140,-10.53180,-24.60240,-2.05420,-4.83000,4.13210,0.577,0.7711
2017-07-31,1.64510,0.40850,0.69080,72.85630,-9.44680,-9.44680,1.62950,-10.26150,-11.56630,0.51050,4.06180,89.86180,-26.72460,-43.45960,-5.90410,-15.80630,2.76720,0.676,0.3523
2016-07-31,2.09490,0.35850,0.55890,73.15920,-11.41100,-11.41100,-6.39100,-12.49910,-13.97900,0.48230,3.95330,92.32900,-21.53310,-28.03320,-6.74200,-13.81260,3.29610,1.0793,0.9399
2015-07-31,1.04050,,0.99840,72.90160,-10.75310,-10.75310,-4.89170,-13.13440,-14.14720,0.47230,4.36960,83.53200,-26.91130,-48.32540,-6.68130,-26.91130,1.91780,1.0446,1.0685
2014-07-31,2.75250,0.49910,0.99640,73.32000,-35.99130,-35.99130,-32.19660,-37.14480,-37.86360,0.40460,4.41420,82.68820,-48.33720,-85.28020,-15.31990,-24.21270,1.96420,-0.1592,-0.2123
2013-07-31,2.57010,,,72.29130,-4.70100,-4.70100,-1.71320,-4.70980,-7.38340,0.67640,4.52900,80.59250,-10.73560,-10.78940,-4.99410,-10.73560,1.26800,-0.7621,-0.6229
2012-07-31,3.12820,,,72.34710,1.52510,1.52510,3.92920,1.09710,,0.62560,5.59000,65.29540,0.32170,0.32170,0.18070,0.32170,1.12530,0.5644,0.6214
2011-07-31,1.14510,,,72.78770,-8.77260,-8.77260,-6.92680,-10.16220,-10.56350,1.30080,3.99630,91.33540,17.53300,17.53300,-13.74110,17.53300,-1.20590,0.8286,0.5707
2010-07-31,,,,67.95130,-42.34550,-42.34550,-40.04350,-43.20650,-43.32130,,,,,,,,,-0.0751,-0.1223
