,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.99500,0.24690,0.32790,100.00000,35.72430,35.72430,38.06300,35.19280,28.97110,0.15190,5.47580,66.65700,13.18510,117.97780,4.24560,9.92940,252.91810,0.499,-0.7899
2021-12-31,3.01560,0.27760,0.38430,100.00000,38.45360,38.45360,40.59570,42.18540,30.45840,0.12690,5.11320,71.38360,16.41270,155.04750,4.06490,11.85680,249.24180,7.8411,6.8858
2020-12-31,3.45870,0.40220,0.67280,100.00000,35.14350,35.14350,37.35270,40.25920,30.43510,0.09160,4.58420,79.62200,14.96010,209.76190,2.98670,8.94340,231.64820,5.8638,6.2237
2019-12-31,2.48390,0.37790,0.60750,100.00000,38.18010,38.18010,40.21600,39.80330,30.78620,0.08620,4.57350,79.80850,13.46500,663.63640,2.68410,8.37620,217.73490,-0.6717,-1.0251
2018-12-31,2.78810,0.44150,0.79040,100.00000,38.43500,38.43500,39.98450,37.87860,30.32120,0.08900,5.34360,68.30580,13.26430,402.80900,2.69590,7.40870,205.85390,-5.0371,-5.354
2017-12-31,1.16920,0.43170,0.91700,100.00000,38.63240,38.63240,40.39710,38.66910,36.41180,0.06180,5.03890,72.43640,15.66500,402.66340,2.26520,8.90290,199.07850,10.3795,10.1511
2016-12-31,3.00360,0.53040,1.12940,100.00000,37.23190,37.23190,39.37690,36.33470,25.83800,0.05570,5.79720,62.96180,10.86110,-237.86630,1.43790,5.10040,180.45740,-4.126,-3.533
2015-12-31,2.78640,0.55930,1.26890,100.00000,40.90870,40.90870,43.49620,40.36490,29.33950,0.05060,5.09660,71.61700,11.72850,-175.03920,1.48810,5.16920,174.84290,-0.2697,-1.1914
2014-12-31,2.80030,0.60420,1.52680,100.00000,40.37540,40.37540,43.38960,39.66250,29.72660,0.04620,5.22690,69.83130,11.87560,-115.74470,1.36120,4.69980,166.79110,-2.9108,-2.7558
2013-12-31,2.40130,0.52230,1.09320,100.00000,37.88800,37.88800,41.25740,39.02750,28.80160,0.04630,4.53050,80.56530,11.08730,-76.35190,1.34210,5.29690,159.77040,8.3686,8.6705
2012-12-31,2.64730,0.54870,1.21990,100.00000,37.74230,37.74230,41.49080,37.16400,26.32540,0.04660,4.14980,87.95650,9.53680,-51.61840,1.21730,4.30370,151.50260,-2.5199,-2.0425
2011-12-31,2.27350,0.51820,1.07960,100.00000,35.77800,35.77800,39.96260,34.52260,25.73510,0.05050,4.63320,78.77990,9.25600,-47.95000,1.30020,4.45930,182.50360,2.1911,1.5509
2010-12-31,2.02370,0.45720,0.84610,95.26240,34.81190,34.81190,39.59590,35.07900,23.95500,0.04830,4.11070,88.79180,7.78670,-51.39130,1.14870,4.22650,200.64470,2.8818,2.668
2009-12-31,1.26970,0.48120,1.01830,89.85110,27.19150,27.19150,34.40430,27.06380,18.61700,0.02640,2.73570,133.41910,3.65350,-15.48420,0.50360,1.89550,396.68150,10.03,9.564
