,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.77400,0.40090,0.70750,24.56090,8.77180,8.77180,9.82070,8.12650,6.20680,1.31930,10.64570,34.28610,25.33950,-78.46630,8.39990,15.17990,87.20560,4.214,3.8314
2021-12-31,0.78880,0.36090,0.61300,24.21860,8.33460,8.33460,9.41350,7.75740,6.01010,1.35530,10.24130,35.63990,23.62850,-164.27640,8.35600,15.10030,79.75030,0.2974,-0.1353
2020-12-31,0.74180,0.36130,0.63620,26.05570,8.71310,8.71310,9.83740,8.06640,5.99010,1.30340,10.12210,36.05980,23.07840,-113.73240,7.99280,14.74070,72.22830,3.9611,3.9708
2019-12-31,0.69010,0.37850,0.67310,23.78560,8.12910,8.12910,9.25230,7.42540,5.71490,1.39260,11.28300,32.34970,23.56050,-91.43980,8.18860,14.64260,63.75110,3.1281,3.0828
2018-12-31,0.72720,0.38900,0.67300,23.79970,7.66600,7.66600,8.73910,7.04720,5.29780,1.48630,12.39710,29.44240,22.79500,-88.97670,8.13420,13.92800,56.58230,2.1816,2.1369
2017-12-31,0.73490,0.36650,0.63600,23.37010,7.56070,7.56070,8.67670,6.97110,5.24860,1.44660,12.70750,28.72330,21.71850,-81.91800,7.78310,13.75780,51.42730,3.6843,3.3918
2016-12-31,0.68790,0.40310,0.86360,23.47220,6.99520,6.99520,8.10700,6.41800,3.79630,1.50510,11.81010,30.90570,18.52690,-39.40830,5.75930,11.05950,40.10190,0.0464,-0.1059
2015-12-31,0.73750,0.42890,0.94780,23.56740,7.01500,7.01500,8.09260,6.51210,3.70000,1.41210,11.79130,30.95510,17.39960,-30.69200,5.27440,9.93630,35.38830,1.9071,1.8446
2014-12-31,0.76920,0.33030,0.53630,25.30390,7.87440,7.87440,9.00720,7.40070,4.30660,1.51040,13.38200,27.27560,17.31370,-135.23460,6.50480,11.59490,34.01890,1.3315,1.0625
2013-12-31,0.73100,0.31660,0.52440,24.44220,7.85620,7.85620,8.97880,7.27820,4.59220,1.49590,17.37430,21.00800,17.64600,-171.96120,6.92830,12.06000,32.53950,-0.0065,-0.2612
2012-12-31,0.77640,0.31050,0.53740,25.19390,8.36570,8.36570,9.54910,7.79440,4.99560,1.36760,19.76030,18.47140,17.72400,-115.36530,6.83190,12.22050,30.59670,0.43,0.3436
2011-12-31,0.85070,0.27360,0.41140,24.68540,8.30930,8.30930,9.41270,7.81350,5.04800,1.50040,22.39220,16.30030,18.17480,337.84490,7.57410,13.20220,27.23000,0.8639,0.7037
2010-12-31,0.77610,0.25120,0.43140,24.63810,8.35220,8.35220,9.48220,7.84130,4.92170,1.49300,25.41980,14.35890,17.94390,2725.88200,7.34820,13.43700,23.77990,0.7754,0.6259
2009-12-31,0.82120,0.27620,0.47330,23.04850,7.29760,7.29760,8.43490,6.66530,4.38610,1.47580,22.97940,15.88380,16.19080,767.46990,6.47300,11.71850,20.58060,4.771,4.1442
