,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.38490,0.36260,1.03470,100.00000,49.91810,49.91810,62.55180,45.21720,31.95740,0.03760,0.31180,1170.68300,26.70060,45.26720,1.30180,12.50610,19.75440,-0.0304,-0.0602
2021-12-31,0.40890,0.25160,0.42250,100.00000,47.86180,47.86180,66.81430,41.64690,28.94170,0.02780,0.20450,1784.89300,12.64390,16.76210,0.87750,7.78850,29.71690,-3.6584,-3.7016
2020-12-31,0.37340,0.19560,0.24320,100.00000,41.98100,41.98100,60.71340,36.78040,26.02860,0.02130,0.18140,2011.85500,6.82640,9.66970,0.60090,4.73370,29.80950,-2.2895,-2.1928
2019-12-31,0.33910,0.25470,0.34170,100.00000,48.79210,48.79210,56.20740,45.21970,32.88870,0.03650,0.49250,741.06470,19.54410,18.16580,1.25980,12.69580,14.82560,-2.0877,-2.2053
2018-12-31,0.29660,0.24970,0.33280,100.00000,49.98030,49.98030,56.45480,45.02570,32.85630,0.03420,0.46800,779.96590,19.61740,18.03730,1.18290,12.73050,15.51310,9.7722,9.649
2017-12-31,1.08420,0.20420,1.06630,100.00000,47.54000,47.54000,54.62980,42.35320,25.29590,0.03540,0.40600,898.94700,14.96310,13.60850,0.96760,10.11260,13.76980,-3.321,-3.3572
2016-12-31,0.32700,0.14900,0.17510,100.00000,45.09230,45.09230,51.77860,40.02410,23.34850,0.03350,0.41820,872.86640,13.85100,12.55150,0.84560,9.78910,12.32110,1.7619,1.703
2015-12-31,0.38430,0.17670,0.21470,100.00000,41.08150,41.08150,47.13170,35.72100,21.37930,0.03470,0.35650,1023.77300,12.11590,12.06440,0.78770,8.88880,10.15040,-0.8466,-0.7429
2014-12-31,0.44130,0.13860,0.16090,100.00000,40.04620,40.04620,45.39450,34.91250,20.81550,0.03920,0.37540,972.32920,12.08490,12.76450,0.85420,9.64090,9.00500,0.5049,0.3932
2013-12-31,0.44670,0.15490,0.18330,100.00000,36.89050,36.89050,43.58790,31.37070,18.58330,0.03780,0.37590,971.09480,11.25950,12.05000,0.74560,8.71870,8.00460,0.2878,0.2113
2012-12-31,0.54150,0.14540,0.17020,100.00000,35.30620,35.30620,43.86650,29.69490,18.08320,0.03650,0.35410,1030.86500,10.63730,11.53940,0.69440,8.27020,7.50590,-1.012,-0.9815
2011-12-31,0.57150,0.20600,0.25940,100.00000,35.40820,35.40820,41.61160,29.67390,18.41830,0.04320,0.41510,879.39250,11.20040,13.87510,0.79590,8.89350,6.06840,2.0124,1.974
2010-12-31,0.57600,0.24370,0.32220,100.00000,24.97650,24.97650,29.23730,18.33800,10.68740,0.04590,0.36460,1001.00000,7.29200,8.19350,0.49050,5.51510,5.17810,-1.2463,-1.2337
2009-12-31,0.64160,0.22960,0.29800,100.00000,35.77390,35.77390,39.13670,30.43170,18.76940,0.05560,0.45640,799.72690,15.51350,17.31570,1.04330,11.95140,4.36530,1.2388,1.1181
