,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.31830,0.47600,0.90820,36.78640,16.37240,16.37240,24.01490,15.66850,12.22880,0.52300,9.82530,5.28460,69.06900,16.52450,-59.77530,6.47930,8.65960,58.51680,-2.7158,-4.5971
2021-12-31,1.23320,0.51200,1.04910,37.69990,16.66200,16.66200,24.16280,13.57880,11.04420,0.50400,11.07490,5.50670,66.28280,15.70850,-32.31830,5.67800,7.66620,50.29680,3.9948,2.8372
2020-12-31,1.43030,0.47670,0.93470,36.71570,14.79960,14.79960,22.83410,15.29150,12.45940,0.53250,9.96470,4.73330,77.11360,17.24630,150.38930,6.65300,9.02490,42.56170,1.1214,0.658
2019-12-31,1.43810,0.53040,1.15290,36.55970,13.39650,13.39650,20.95380,11.60080,9.61450,0.55860,10.35050,5.09930,71.57800,15.51210,1185.91400,5.41390,7.28490,33.46880,0.6785,0.7081
2018-12-31,1.60840,0.55360,1.26390,37.07110,14.62350,14.62350,21.76260,12.43020,9.98960,0.58770,11.15030,4.79850,76.06500,17.21640,-76191.98000,5.89280,7.68570,27.37620,2.45,1.2902
2017-12-31,1.78340,0.51540,1.09330,37.73240,15.51910,15.51910,22.57970,15.98590,6.64060,0.63400,10.06200,4.31980,84.49380,11.99020,71.91540,4.28630,5.81010,22.09630,-0.0582,-0.6028
2016-12-31,1.52900,0.59000,1.47180,38.29820,14.12800,14.12800,21.66070,13.25780,9.20440,0.62000,10.82580,4.61870,79.02680,18.60100,-688.11750,5.75580,7.62580,17.71690,0.1663,0.3414
2015-12-31,1.79380,0.53420,1.17010,38.95630,15.14330,15.14330,22.10300,14.33490,10.95230,0.65910,8.87830,5.04800,72.30590,20.61360,65.73240,7.35010,9.60100,15.79420,1.1399,1.009
2014-12-31,1.96570,0.52280,1.14280,36.42400,13.69160,13.69160,21.25670,13.68580,9.76360,0.69370,9.26520,5.02990,72.56640,19.22160,38.51020,6.94570,9.17230,14.28210,0.9904,0.6009
2013-12-31,2.23670,0.49930,1.03060,33.88180,12.98990,12.98990,22.10140,11.86820,8.82240,0.71380,8.62040,5.28270,69.09310,16.36700,32.05700,6.45630,8.19450,13.54410,0.0141,0.1886
2012-12-31,1.41780,0.46640,1.10500,34.71190,14.67560,14.67560,23.43120,11.48670,8.61380,0.71200,8.33560,5.56420,65.59840,16.92940,32.97650,6.43730,9.03430,12.50930,0.2665,0.2421
2011-12-31,1.96420,0.57140,1.36140,35.20260,15.25460,15.25460,24.46480,11.61010,9.58880,0.73330,7.96400,6.18280,59.03460,21.90560,48.87440,7.41320,9.38780,10.78980,1.3414,1.0689
2010-12-31,2.12830,0.49320,1.01760,33.94690,-26.33740,-26.33740,10.57990,-29.47570,-29.70390,0.65390,7.46440,5.87350,62.14380,-48.51050,-90.53040,-19.27490,-24.58470,12.20260,-0.5952,-0.0637
2009-12-31,2.38460,0.24980,0.35870,36.10250,14.47650,14.47650,23.33250,12.93540,9.76760,0.53160,7.28800,6.16330,59.22190,8.09440,15.61820,5.04530,6.07250,20.85440,3.2844,2.0678
