,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,2.39610,1.29770,-4.36720,70.98360,-25.66370,-25.66370,18.82870,-25.79690,-27.05600,0.97390,9.80000,37.24500,126.86300,56.89000,-26.34910,-37.77280,-4.37630,0.9503,0.8621
2021-12-31,2.17920,0.79150,3.79900,71.89870,19.99610,19.99610,23.18470,20.25040,21.18860,0.60780,9.41160,38.78180,78.50650,-36.56650,12.87920,16.37210,4.94890,-0.5352,-0.682
2020-12-31,4.16740,0.59860,1.50290,73.06800,24.57130,24.57130,27.94340,21.19280,20.23880,0.71770,10.18600,35.83340,47.04130,84.32530,14.52480,18.88120,5.89990,3.3312,3.4099
2019-12-31,4.88540,0.67350,2.08300,66.88140,10.84600,10.84600,16.96010,9.85440,11.71760,0.53060,12.55720,29.06700,23.58240,139.65070,6.21740,7.70000,3.43610,0.0806,0.3845
2018-12-31,6.07060,0.45790,0.85420,68.40080,12.38810,12.38810,17.01510,9.12350,12.83620,0.66940,18.12020,20.14330,19.32940,23.56590,8.59240,10.47930,3.34720,1.0001,0.6666
2017-12-31,4.28650,0.13920,0.17630,65.78070,2.69610,2.69610,8.96490,7.31250,18.53900,0.72860,5.63260,64.80120,20.61000,23.09080,13.50760,17.74180,3.25940,0.1428,0.4557
2016-12-31,4.41660,0.15380,0.20150,66.20850,4.81610,4.81610,15.73240,-0.78800,-8.19280,0.62800,6.48910,56.24810,-8.67310,-9.91440,-5.14480,-7.33920,2.97270,0.0585,-0.1333
2015-12-31,4.48130,0.15230,0.19660,64.54140,-0.68890,-0.68890,12.41870,-10.23550,-19.76720,0.49450,6.91750,52.76440,-16.35800,-18.02850,-9.77520,-13.86680,2.93610,0.0636,0.073
2014-12-31,3.06520,0.26630,0.37490,62.35360,-3.19600,-3.19600,5.64440,-5.24560,-7.79330,0.79440,7.52940,48.47670,-22.72090,-13.72510,-6.19120,-7.59230,3.33400,-0.2061,0.0784
2013-12-31,3.99530,0.00050,0.00970,61.78350,0.58630,0.58630,10.49500,0.04640,-0.63670,1.17770,7.62700,47.85620,-19.88510,-1.01560,-0.74980,-0.94480,2.54560,0.1866,0.1245
2012-12-31,,,,67.16840,-1.81630,-1.81630,8.83220,-3.39130,-3.54010,,,,,,,,,0.3198,-0.1407
