,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-06-30,1.07810,1.17520,-7.52830,3.60880,-0.32860,-0.32860,0.05290,-0.42400,-0.51440,4.13340,11.18050,17.17300,21.25430,132.01130,11.18180,-2.12410,-23.13230,-2.58610,2.9281,3.0126
2021-06-30,1.12400,0.74940,3.47600,4.17190,0.29050,0.29050,0.77250,0.19880,0.37610,3.65480,10.66800,17.84760,20.45090,34.11370,-7.37350,1.37670,8.54870,6.16490,1.5725,1.485
2020-06-30,1.09850,0.79060,3.78070,4.49120,-2.67980,-2.67980,-2.08280,-2.46660,-2.41690,3.75120,11.06640,18.50460,19.72480,-206.08260,38.94340,-9.05900,-43.15770,6.11600,-2.3538,-2.5371
2019-06-30,1.06790,0.54490,1.26870,4.69580,1.41550,1.41550,2.10260,1.20320,0.93660,3.55280,10.81740,17.22700,21.18760,21.56400,-24.91790,3.33230,9.81380,21.17060,0.2559,0.3852
2018-06-30,1.07250,0.56940,1.48750,5.24890,0.09210,0.09210,0.84640,-0.16670,0.18710,3.42440,10.53200,17.53960,20.81000,4.27460,-4.19770,0.64830,1.84070,19.60840,5.0873,5.0777
2017-06-30,1.33570,0.57050,1.52240,5.03480,1.63110,1.63110,2.18270,1.48030,0.99100,3.24030,10.92220,16.15010,22.60050,18.95140,-54.39260,3.22600,8.14040,21.60760,-5.303,-5.1033
2016-06-30,1.11450,0.42970,0.84290,5.38310,2.02310,2.02310,2.55050,1.87250,1.17400,3.56210,10.83400,16.41410,22.23710,21.77750,-50.12260,4.19380,12.41860,20.40680,1.4209,0.7491
2015-06-30,1.26150,0.45440,0.87790,5.57100,2.10770,2.10770,2.54750,1.91840,1.18500,3.40160,10.51120,15.71840,23.22120,19.37340,509.24370,4.02100,10.56950,19.07320,0.2662,0.2506
2014-06-30,1.18680,0.33130,0.62050,5.66620,2.06950,2.06950,2.57340,1.97400,1.28010,3.49880,10.39480,16.93010,21.55920,18.16900,219.02070,4.46740,12.15000,18.99410,2.2956,2.1407
2013-06-30,1.21800,0.38150,0.64500,4.86780,0.98520,0.98520,1.37790,0.87840,0.33040,3.91550,11.48600,16.03630,22.76080,5.60670,83.54120,1.29750,3.46760,17.62540,1.6507,1.8289
2012-06-30,1.23540,0.27920,0.46350,4.22210,1.66620,1.66620,1.96840,1.57880,0.99390,4.43330,13.09910,16.92400,21.56700,17.13650,57.77540,4.41060,12.35280,18.20410,-0.5822,-0.5114
2011-06-30,1.22030,0.27110,0.42780,4.05480,1.47500,1.47500,1.77990,1.47890,0.93430,4.49290,13.42810,16.67380,21.89060,16.51560,60.75470,4.22830,12.03890,16.61650,-1.9596,-2.0551
2010-06-30,1.29310,0.26440,0.40360,3.83850,1.32690,1.32690,1.58470,1.23040,0.65180,4.92760,14.90300,19.05060,19.15950,11.12560,19.41840,2.93640,8.18440,14.80390,1.9725,2.4174
2009-06-30,1.70930,0.27270,0.41700,3.90400,1.34120,1.34120,1.57640,1.20820,1.19970,3.82150,13.50020,18.40720,19.82920,8.69030,11.74080,3.01850,6.32030,24.23530,3.9389,2.7737
