,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.13540,0.29700,34.08080,24.68780,0.03820,8.54520,11.98460,0.99220,6.80150,149.57080,6.8067,6.6581
2021-12-31,0.16300,0.19730,40.46880,29.29030,0.03910,11.50680,13.96890,1.19840,8.69030,139.12150,14.9451,15.1253
2020-12-31,0.21300,0.27440,34.32790,24.81330,0.03610,9.05890,11.68520,0.94890,6.57840,126.15270,-11.4014,-11.4159
2019-12-31,0.30770,0.44850,42.34180,30.74350,0.05020,13.33520,17.38830,1.60930,8.49740,120.37230,3.0355,2.389
2018-12-31,0.35330,0.83070,43.27310,31.67590,0.04830,13.48040,17.72720,1.59710,8.02370,111.61790,-3.7384,-3.8984
2017-12-31,0.33380,0.51180,42.52900,24.29460,0.04610,9.37660,12.15510,1.18750,5.77360,108.27820,10.713,10.88
2016-12-31,0.36540,0.58580,40.31420,23.96180,0.04140,8.62080,11.14900,1.06530,5.06190,105.56100,-5.1459,-5.2348
2015-12-31,0.39710,0.79060,37.23500,21.96020,0.03660,7.22580,9.43770,0.87930,4.02450,101.35930,4.3331,4.2923
2014-12-31,0.42200,0.74580,37.91210,22.58990,0.04480,9.60200,12.14920,1.10280,4.99580,93.23340,1.1422,1.587
2013-12-31,0.31120,0.47490,40.55580,24.40440,0.05110,10.92170,14.76230,1.33680,6.93590,86.62180,3.2383,2.9626
2012-12-31,0.31110,0.55690,38.22270,23.47220,0.04890,11.03420,15.68830,1.24020,6.95120,79.59770,-10.4439,-10.5991
2011-12-31,0.41900,0.80550,33.07350,21.11300,0.04750,10.22380,15.43000,1.10300,5.38610,73.76660,0.2996,0.3237
2010-12-31,0.48400,1.05140,36.33390,22.47040,0.04420,9.66470,15.63920,1.08230,4.54480,69.82030,3.737,3.6579
2009-12-31,0.56910,1.63590,20.77290,13.28100,0.03630,5.40950,9.38960,0.55150,2.11130,65.57870,10.3627,9.8489
