,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,0.30440,0.43770,18.14170,20.64850,29.54840,23.24180,17.97840,0.08730,14.50160,14.39950,1.66460,10.01570,84.17380,6.0658,6.0658
2020-12-31,0.35840,0.55860,2.84430,6.17570,15.59590,-16.67510,-13.65690,0.07460,-8.74330,-8.68020,-0.99460,-5.56940,77.99710,3.2256,3.2256
2019-12-31,0.34390,0.52430,10.84310,13.69160,23.75470,10.62800,6.68600,0.09470,6.15610,6.11180,0.78490,4.00970,77.50240,-1.5986,-1.5986
2018-12-31,0.37610,0.60270,0.47690,3.23910,14.55400,0.54230,-0.01270,0.09630,0.17970,0.17970,0.02090,0.11210,66.13020,7.9685,7.9685
2017-12-31,0.32500,0.48150,2.81300,5.17160,12.99480,2.96040,-12.28590,0.09940,-9.22260,-9.22260,-1.21610,-6.22510,73.08640,-11.611,-11.611
2016-12-31,0.28680,0.40220,-1.04070,1.36540,9.17560,-0.14130,-1.62130,0.10510,-0.33700,-0.33700,-0.05200,-0.24030,77.21820,1.0537,1.0537
2015-12-31,0.24480,0.32420,6.94020,9.13640,17.07270,5.62520,3.76500,0.11740,2.46310,2.46310,0.44720,1.86010,75.55800,-1.303,-1.303
2014-12-31,0.22540,0.29100,16.43640,19.10380,26.01000,16.30440,11.68990,0.12490,7.06060,7.06060,1.46900,5.46900,77.96340,-0.5007,-0.5007
2013-12-31,0.29200,0.41250,14.61660,17.72660,24.56950,13.60170,13.19080,0.12720,8.91170,8.91170,1.66410,6.30930,69.04140,1.7809,1.7809
2012-12-31,0.32960,0.49150,13.56330,16.81970,27.13930,4.05960,4.82770,0.12980,3.74890,3.74890,0.67420,2.51340,66.83430,2.2237,2.2237
2011-12-31,0.42360,0.73490,8.23440,11.98830,23.38530,-1.38390,30.42780,0.11770,18.42220,18.42220,3.41070,10.61830,53.98140,-121.5022,-121.5022
2010-12-31,0.43010,0.75480,5.79990,15.05720,29.06260,27.80070,2.80930,0.10660,32.12620,11.70450,1.93930,6.66990,806.18380,-15.8715,-15.8715
2009-12-31,0.53600,1.15520,-11.71950,7.31110,36.80070,-18.96300,-16.22860,0.08900,-45.30610,-13.95070,-1.51230,-6.06410,726.10700,137.3287,137.3287
