,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.87890,,,42.74650,12.28140,12.28140,13.35890,12.39210,9.08960,2.44160,7.10820,51.34950,41.94420,49.63810,22.19330,41.94420,14.56440,0.8644,0.6323
2021-12-31,1.66970,,,41.72490,12.43660,12.43660,13.71300,12.43960,9.26460,2.18860,6.56190,55.62410,43.34570,51.83530,20.27620,43.34570,12.47720,0.1345,0.1013
2020-12-31,1.76060,,0.00020,39.39340,8.23130,8.23130,9.83440,8.25760,5.99480,1.99770,7.15380,51.02160,25.41100,31.36020,11.97600,25.41100,10.65420,0.8005,1.0168
2019-12-31,1.73150,0.00020,0.00040,41.56980,10.21310,10.21310,11.35320,10.29750,7.48110,2.62800,7.29400,50.04100,39.73420,48.78160,19.66040,39.72590,9.93470,-0.2428,-0.4042
2018-12-31,1.79810,0.00040,0.00060,41.56720,10.12400,10.12400,11.26100,10.19960,7.48740,3.04780,7.30100,49.99300,40.84730,51.08720,22.82010,40.82980,8.92860,1.0794,1.0563
2017-12-31,1.91450,0.00060,0.00080,41.08410,9.79190,9.79190,11.03540,9.82600,5.51730,2.82030,7.19110,50.75730,26.29090,32.67070,15.56040,26.27530,8.89470,0.1939,0.5118
2016-12-31,1.88890,0.00080,0.00090,41.15260,10.53680,10.53680,11.76170,10.55370,6.54020,2.95300,7.46610,48.88740,31.60220,39.32830,19.31350,31.57780,8.50250,0.1365,0.0569
2015-12-31,1.82750,0.00100,0.00120,41.50150,11.39330,11.39330,12.44270,11.40410,7.02260,3.04900,7.23050,50.48030,35.64480,45.25090,21.41150,35.60910,7.65330,0.7831,0.682
2014-12-31,2.12280,0.00120,0.00130,40.95660,10.57770,10.57770,11.63590,10.59310,6.51600,2.85020,7.13880,51.12910,31.22170,39.20290,18.57190,31.18480,7.25100,0.2662,0.1932
2013-12-31,2.18820,0.00140,0.00160,40.58250,9.34020,9.34020,10.48890,9.36380,5.93970,2.84910,7.69320,47.44470,27.42310,35.11220,16.92280,27.38440,6.69000,0.1731,0.1417
2012-12-31,2.12240,0.00170,0.00180,40.11130,8.34420,8.34420,9.52940,8.37330,5.08030,2.97640,8.01640,45.53180,24.93340,32.88480,15.19920,24.89120,6.03860,0.2666,0.3062
2011-12-31,2.12830,0.00190,0.00210,39.43900,6.59960,6.59960,7.96090,6.62480,3.91220,2.87920,7.65610,47.67420,18.72840,24.53590,11.42840,18.69240,5.63390,0.5865,0.4314
2010-12-31,2.37930,0.00200,0.00210,37.60620,3.60900,3.60900,5.37140,3.62720,2.00720,2.49230,7.50300,48.64700,7.91840,10.25340,5.18600,7.90270,5.70770,-0.4168,-0.3791
2009-12-31,2.51420,0.00200,0.00210,36.34650,2.15110,2.15110,4.30050,2.19860,1.15480,2.36580,8.37920,43.56040,4.14120,5.24770,2.90320,4.13300,6.05340,1.638,1.3567
