,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.86430,0.82030,4.74340,100.00000,29.85370,29.85370,32.49270,22.95490,17.89350,0.67390,7.66710,47.60590,109.92090,-164.94070,12.05790,19.75710,73.47540,95.4588,93.6204
2021-12-31,2.10450,0.61240,1.90210,100.00000,22.77790,22.77790,26.61980,13.36920,10.63150,0.46350,8.06920,45.23360,18.85720,94.40840,4.92790,7.30870,150.44080,66.1134,65.7122
2020-12-31,3.56380,0.70950,2.64400,100.00000,-9.28490,-9.28490,13.08120,8.34310,0.86820,0.31070,12.84690,28.41160,1.20580,4.97470,0.26970,0.35030,119.45800,-109.7508,-108.2413
2019-12-31,1.83250,0.59350,1.62630,100.00000,35.47720,35.47720,38.97520,39.54600,32.29130,0.70400,8.96790,40.70090,81.99900,456.37900,22.73150,33.33560,143.25040,0.6469,1.394
2018-12-31,2.36480,0.52770,1.11720,100.00000,36.76600,36.76600,40.10460,33.28290,27.52120,0.64030,9.53840,38.26630,45.50940,106.61330,17.62240,21.49460,192.51840,17.8431,14.4033
2017-12-31,2.58290,0.47190,0.95680,98.09160,35.78580,35.78580,39.27140,34.68970,18.46070,0.49830,10.41130,35.05800,20.78860,36.88940,9.19810,10.97770,232.31970,13.7462,12.3753
2016-12-31,1.88950,0.38700,0.72980,96.13700,27.05020,27.05020,39.40240,25.25370,19.87340,0.54150,12.49020,29.22290,21.74100,39.32330,10.76170,13.32780,199.64510,17.4875,16.464
2015-12-31,2.46870,0.41180,0.70020,93.14630,35.33080,35.33080,39.09010,33.91510,27.66010,0.52950,14.29700,25.52980,29.00770,78.43260,14.64570,17.06150,177.28510,7.1274,6.2367
2014-12-31,3.70900,0.30860,0.45070,89.83840,36.40520,36.40520,39.57720,35.41170,28.68710,0.57150,13.11080,27.83960,28.26940,83.35190,16.39540,19.54460,164.95670,11.0552,10.1861
2013-12-31,5.41410,0.20210,0.27530,84.14000,35.51160,35.51160,38.18470,33.80590,27.86070,0.65040,12.67500,28.79690,27.39320,45.92130,18.12250,21.85600,132.85900,9.1173,8.5808
2012-12-31,3.88740,0.19380,0.37390,77.62240,34.78060,34.78060,36.87480,33.48950,26.98300,0.80080,14.31510,25.49760,36.54210,44.97640,21.67570,29.46110,78.14110,8.5907,8.4306
2011-12-31,2.77340,0.02920,0.22340,70.71070,32.11770,32.11770,33.89930,31.40300,24.25310,1.09690,16.47030,22.16120,41.14260,56.65740,26.67390,39.94230,51.69370,10.9569,10.4855
2010-12-31,4.15450,0.20800,0.26270,61.88100,25.50470,25.50470,27.90050,24.19140,17.10070,1.06160,18.99270,19.21790,29.12540,49.34010,18.17450,23.06700,36.89690,4.953,4.8149
2009-12-31,2.50250,0.02650,0.14820,53.92000,20.13650,20.13650,22.69670,18.91630,20.93360,1.27480,19.70530,18.52290,37.03550,61.26680,26.68550,36.05380,28.99520,10.2917,9.9867
