,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,1.11370,0.61350,1.61000,42.91360,27.76160,27.76160,46.91630,24.06800,18.08110,0.48140,28.64660,5.80940,62.82940,29.80740,360.44520,8.70450,11.52100,101.82100,11.7991,3.9552
2021-12-31,0.82640,0.59440,1.61660,39.65620,23.43560,23.43560,43.97900,18.99960,14.26510,0.47880,35.75000,5.79370,62.99970,23.13470,-911.84200,6.83030,9.38390,82.72460,14.2149,-12.4602
2020-12-31,1.06720,0.66390,2.13030,37.31540,21.10200,21.10200,44.57210,13.35290,10.43380,0.47740,42.77600,6.48670,56.26910,19.58200,-70.02360,4.98100,6.58140,62.95280,-2.4675,13.0657
2019-12-31,0.83800,0.73140,2.98380,39.24710,23.01360,23.01360,44.96850,16.19080,12.55480,0.49290,47.34170,6.11180,59.72090,30.65270,-52.90670,6.18870,8.23220,51.50480,4.7585,4.8903
2018-12-31,0.83220,0.76110,3.45200,41.80440,24.24510,24.24510,45.15970,18.34220,13.62000,0.44380,42.96330,5.20840,70.07890,32.20690,-40.01460,6.04420,7.69280,42.60510,8.3379,4.5976
2017-12-31,1.06240,0.73730,3.03930,41.69550,22.69240,22.69240,43.65310,15.78080,20.26800,0.44180,51.62670,5.38610,67.76770,43.33550,-72.71750,8.95540,11.38460,36.77310,3.7041,-2.3137
2016-12-31,1.14950,0.81360,4.72690,41.70430,24.55750,24.55750,46.32070,15.77580,9.82300,0.48060,49.39710,6.26300,58.27840,34.34470,-24.04420,4.72140,6.40200,19.56730,1.4139,3.1854
2015-12-31,1.04950,0.83660,5.52980,42.63370,26.09590,26.09590,47.65340,16.55490,10.05670,0.48140,48.36230,6.25480,58.35480,39.63420,-21.89370,4.84150,6.47770,16.08260,3.5399,4.1764
2014-12-31,0.87820,0.80330,4.42830,42.77920,24.46790,24.46790,45.76960,14.95160,9.49870,0.46870,41.70510,6.04790,60.35180,30.03340,-20.93020,4.45210,5.90680,18.36980,2.5676,1.7037
2013-12-31,1.05910,0.78040,3.88150,40.10090,21.75580,21.75580,44.33910,12.20990,7.81030,0.44120,42.40000,6.16290,59.22500,20.94160,-18.22890,3.44580,4.59780,19.80940,6.9904,5.9017
2012-12-31,0.99410,0.81050,4.67850,38.54750,14.35510,14.35510,36.70150,2.13750,1.82170,0.37340,37.20590,5.19170,70.30480,4.76490,-2.88910,0.68020,0.90270,16.92760,-0.7421,-2.612
2011-12-31,0.83680,0.96250,29.53400,34.39300,15.16660,15.16660,34.39300,6.28110,3.86830,0.63020,38.93180,5.62720,64.86400,98.05830,-37.54650,2.43780,3.67270,1.63810,0.8671,-3.4743
2010-12-31,1.27420,1.00750,-146.45000,29.41440,8.80640,8.80640,29.90610,-2.81630,-1.16230,0.60570,40.48720,5.93370,61.51320,110.00000,8.90690,-0.59570,-0.82090,-0.32990,0.1887,-2.3519
2009-12-31,1.52930,1.00650,-161.84210,25.86940,4.83460,4.83460,25.65730,-4.53770,-2.62930,0.61100,39.72730,6.99700,52.16500,315.78950,24.00000,-1.55480,-2.04710,-0.31580,7.2879,6.1398
