,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-08-31,1.23330,0.00200,0.00240,31.98600,15.20790,15.20790,18.59810,14.93020,11.16530,1.30320,5.23020,69.78770,30.72460,72.69720,14.78730,30.66280,36.01110,0.9468,0.7281
2021-08-31,1.25190,0.00270,0.00330,32.38280,15.08220,15.08220,18.82470,15.35840,11.68890,1.17040,5.19450,70.26640,29.80800,66.77490,13.87480,29.72890,31.76910,1.2137,1.2404
2020-08-31,1.40170,0.00310,0.00350,31.52960,14.69450,14.69450,18.69460,15.28260,11.52310,1.19550,5.64900,64.61330,29.63180,52.96890,13.98470,29.54050,27.57110,2.4896,2.486
2019-08-31,1.39670,0.00110,0.00150,30.81030,14.59000,14.59000,16.65590,14.46670,11.05890,1.45070,5.33840,68.37210,32.68370,56.20690,16.26810,32.64790,23.29990,0.9952,1.0188
2018-08-31,1.33820,0.00180,0.00230,30.47720,14.38990,14.38990,16.65070,14.16870,9.90400,1.67660,5.46830,66.74810,39.29840,78.90160,17.23830,39.22650,16.76530,1.6673,1.5035
2017-08-31,1.23140,0.00230,0.00260,30.60380,14.35010,14.35010,16.56640,12.75960,9.52310,1.59440,5.25420,69.46760,37.43420,77.21010,16.02010,37.34890,15.26550,0.5401,0.4963
2016-08-31,1.34880,0.00300,0.00330,29.53480,13.82400,13.82400,15.91920,16.10330,11.81660,1.68850,5.59230,65.26810,53.11280,94.97070,21.10540,52.95460,12.74430,0.8368,0.673
2015-08-31,1.26020,0.00380,0.00410,29.80230,13.47700,13.47700,15.43940,13.40000,9.27730,1.80820,5.74880,63.49130,49.24790,88.05860,17.98520,49.05910,10.22650,1.1178,1.0012
2014-08-31,1.45920,0.00420,0.00430,30.38300,13.49190,13.49190,15.43940,13.48310,9.22830,1.77770,5.62830,64.85140,50.52970,81.65590,17.71270,50.31830,9.57320,0.4044,0.4413
2013-08-31,1.45130,0.00470,0.00470,30.87480,14.27470,14.27470,16.22580,14.27670,10.79770,1.80200,6.27130,58.20170,65.48700,98.48380,21.07380,65.17950,8.14560,-1.2218,-1.2124
2012-08-31,1.55230,0.00000,0.00000,30.18240,13.00140,13.00140,14.99460,13.11090,8.57520,1.78680,6.64580,54.92180,61.08720,82.86590,16.95090,61.08690,6.83330,1.2214,1.2523
2011-08-31,1.45080,,0.00100,30.66120,12.68770,12.68770,14.56410,12.83970,8.32700,1.73870,5.91820,61.67370,58.68340,79.32070,16.23010,58.68340,6.29830,0.6002,0.3717
2010-08-31,1.45620,0.00040,0.00050,31.39660,12.62160,12.62160,14.67710,12.61960,7.71040,1.79930,6.30570,57.88430,62.92010,84.67100,16.05310,62.89240,4.74580,0.0146,0.0125
2009-08-31,1.44100,0.00010,0.00030,29.52450,11.41030,11.41030,13.56200,11.55640,6.86190,1.89060,6.89250,52.95640,57.23650,75.67770,15.81420,57.23040,4.75010,4.0161,3.7126
