,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,ebitda-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-12-31,0.78270,0.54620,1.22490,37.01900,11.56330,11.56330,22.94550,7.64570,4.42240,0.47200,9.58230,38.09100,6.03350,-7.51450,1.91430,2.73810,19.34230,-0.3003,-0.5925
2021-12-31,0.84530,0.50100,1.02600,36.35860,17.88630,17.88630,29.74700,16.40500,12.16570,0.42180,9.69230,37.65880,14.19020,-21.07430,5.01400,7.08060,21.50560,0.9129,1.041
2020-12-31,0.92860,0.53560,1.18740,36.04920,16.89100,16.89100,29.54020,13.58100,10.17150,0.37820,9.03230,40.41070,11.66470,-14.52260,3.90730,5.41770,20.02730,-0.2245,-0.1324
2019-12-31,0.83820,0.55100,1.28030,38.27270,19.39110,19.39110,31.28090,15.60100,11.98530,0.41360,9.64770,37.83280,15.88450,-16.58250,5.05780,7.13200,18.42160,0.3378,0.1423
2018-12-31,0.79150,0.59690,1.54120,38.85530,20.11390,20.11390,31.41040,16.12790,12.41280,0.37550,8.51110,42.88530,16.36090,-12.98170,4.71310,6.59560,16.01910,0.7941,0.686
2017-12-31,0.74310,0.46110,0.92940,40.25100,21.19040,21.19040,32.58420,18.05620,26.73790,0.45360,9.62520,37.92130,33.00080,-51.14460,12.22750,17.78540,14.95510,0.4031,0.2718
2016-12-31,0.75970,0.49730,1.08670,40.31410,20.84700,20.84700,32.52210,17.74430,10.74860,0.44730,10.14910,35.96380,16.07150,-15.99460,5.00170,8.07950,11.82210,0.1693,-0.0736
2015-12-31,0.67680,0.47580,0.97490,41.11530,21.47090,21.47090,33.12040,17.94660,10.95560,0.44730,10.80480,33.78120,15.58600,-15.21970,5.05060,8.17020,11.05020,0.6361,0.3371
2014-12-31,0.77720,0.45250,0.90600,40.74740,21.67070,21.67070,33.33040,18.12430,12.18470,0.43200,10.88040,33.54660,16.19060,-16.98290,5.39750,8.86390,10.44210,0.5771,0.7476
2013-12-31,0.74420,0.46610,0.93710,40.84940,20.97690,20.97690,33.15030,17.19070,10.54180,0.40710,10.14070,35.99360,13.97430,-13.53040,4.49270,7.46140,9.79420,-0.0768,-0.6201
2012-12-31,1.19610,0.43340,0.81250,39.64840,19.46460,19.46460,31.92740,18.55360,9.91370,0.37930,11.33310,32.20660,15.79440,-14.45960,4.76750,8.94990,9.43290,0.1516,0.0553
2011-12-31,0.64750,0.44330,0.82490,40.47130,19.19880,19.19880,45.02700,14.69680,7.44960,0.35380,12.00390,30.40690,10.82150,-9.08560,3.26770,6.02470,8.80570,0.5998,0.5242
2010-12-31,1.07920,0.39990,0.70700,44.82430,21.03490,21.03490,38.96720,16.08980,9.58170,0.32010,20.45120,17.84740,8.25490,-10.98300,3.09450,4.95350,8.00180,0.2003,0.2075
2009-12-31,0.44460,0.39490,0.67960,38.35440,20.17560,20.17560,39.33050,14.28010,10.17450,0.31720,20.89770,17.46600,8.47450,-10.16850,3.21820,5.12780,7.54360,1.7818,0.895
