Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.413,0.715,39.5813,29.7468,0.0091,3.0097,4.244,0.2831,1.6129,46.68,6.036,5.866
2022-06-30,0.3725,0.7482,26.8088,18.6203,0.0079,1.6313,2.2404,0.1606,0.9389,49.083,-4.3121,-4.3055
2022-03-31,0.2107,0.2681,32.6431,24.1169,0.0085,2.0937,2.8298,0.2186,1.5017,52.1805,3.6593,3.5392
2021-12-31,0.2284,0.2991,39.1977,28.5387,0.0093,2.4759,3.2635,0.2813,1.7462,55.4796,2.5877,2.4355
2021-09-30,0.2287,0.2969,40.2482,29.7872,0.009,2.4756,3.24,0.2834,1.7451,54.9578,2.992,2.9289
2021-06-30,0.2307,0.3026,45.6092,33.809,0.0098,3.0588,4.0126,0.3501,2.1488,54.4471,1.3553,1.3039
2021-03-31,0.2685,0.3702,43.413,32.6848,0.0096,2.9534,3.9159,0.3264,1.9729,53.1848,-1.6126,-1.636
2020-12-31,0.2691,0.3788,36.0708,26.7846,0.0086,2.202,2.9188,0.2487,1.4701,53.0723,2.0234,1.7454
2020-09-30,0.2885,0.4166,27.5128,21.2032,0.0076,1.5314,2.0364,0.1752,0.9944,52.6116,1.5406,1.667
2020-06-30,0.291,0.4218,23.8725,17.4961,0.0071,1.237,1.6463,0.1407,0.8001,52.5227,-0.2143,-0.301
2020-03-31,0.4282,0.7971,4.2573,1.1353,0.006,0.1668,0.2282,0.0192,0.0886,51.4549,-3.0904,-3.1277
2019-12-31,0.3875,0.6451,35.4289,27.9633,0.0092,2.1812,2.9689,0.2715,1.2414,51.2582,1.5916,1.4861
2019-09-30,0.3695,0.6353,36.6949,28.1067,0.0094,2.1672,3.0324,0.2732,1.2956,49.2236,0.9132,0.8298
2019-06-30,0.3439,0.5895,37.8837,28.4128,0.0094,2.1691,3.0246,0.2783,1.35,48.0821,0.2357,0.1816
2019-03-31,0.3526,0.5761,37.658,28.2103,0.0093,2.1521,3.0295,0.2721,1.3201,46.6931,1.0205,1.0529
2018-12-31,0.4334,0.8283,36.9363,29.8409,0.0094,2.3277,3.3468,0.2897,1.2656,44.6709,1.1507,0.9965
2018-09-30,0.4354,0.8887,38.7618,29.3405,0.0094,2.245,3.3233,0.2793,1.2335,42.7655,-0.3835,-0.5188
2018-06-30,0.3999,0.7557,38.5534,29.8455,0.0092,2.1331,3.1296,0.2734,1.246,42.2824,1.4718,1.3438
2018-03-31,0.402,0.7625,36.1994,27.5289,0.009,1.9584,2.9456,0.2528,1.1567,41.1424,1.4389,1.3735
2017-12-31,0.3673,0.7122,35.9029,47.5375,0.0092,3.3262,4.9765,0.4372,2.079,41.2988,0.8509,0.5777
2017-09-30,0.3999,0.7637,37.4179,24.8724,0.0091,1.7521,2.632,0.2299,1.0385,40.2579,1.8292,1.7263
2017-06-30,0.396,0.7769,34.8416,23.9819,0.0088,1.6047,2.4133,0.21,0.9573,39.6616,-0.6098,-0.7086
2017-03-31,0.3725,0.7878,33.6957,24.3012,0.0086,1.6327,2.467,0.2129,1.0118,38.9527,1.6681,1.6408
2016-12-31,0.3931,0.8684,32.8311,22.3632,0.0084,1.4462,2.191,0.1886,0.8667,38.5718,0.545,0.366
2016-09-30,0.371,0.7588,32.9985,22.4111,0.0088,1.4899,2.2322,0.202,0.9257,38.9483,0.9715,0.9286
2016-06-30,0.3686,0.7563,30.3872,20.4546,0.0082,1.2163,1.8202,0.1674,0.7585,38.2275,0.6223,0.596
2016-03-31,0.3345,0.7037,29.0464,18.8976,0.0082,1.1309,1.7037,0.1592,0.7433,37.7457,0.7051,0.6956
2015-12-31,0.3348,0.6779,29.0096,19.369,0.0083,1.1392,1.7306,0.1599,0.7483,37.2243,0.7255,0.6073
2015-09-30,0.1748,0.5769,29.5675,18.7997,0.0084,1.1368,1.729,0.1624,0.9262,37.1468,0.604,0.5772
2015-06-30,0.1657,0.7371,25.1113,16.919,0.0082,0.9825,1.4949,0.1384,0.8093,36.4628,0.7757,0.7365
2015-03-31,0.1664,0.7835,28.0,18.5778,0.0082,1.0683,1.6472,0.1531,0.8906,35.7339,0.1782,0.1655
2014-12-31,0.1941,0.7874,25.5646,17.7959,0.0083,1.0224,1.5897,0.1483,0.8239,35.2969,0.3379,0.1243
2014-09-30,0.0962,0.7203,25.2768,17.4354,0.0083,0.9751,1.5112,0.1439,0.8813,34.6126,0.3312,0.3116
2014-06-30,0.0812,0.8287,33.427,21.9803,0.0109,1.5972,2.4605,0.2403,1.4675,34.9948,0.5732,0.5714
2014-03-31,,,22.488,15.8852,,,,,,,1.25,1.2375
2013-12-31,,,,,,,,,,,-2.9214,-2.7107
2013-09-30,,,21.8254,14.2857,,,,,,,2.9214,2.7107
2013-06-30,,,,,,,,,,,0.0,0.0
2012-12-31,,,,,,,,,,,0.0,0.0
2011-12-31,,,,,,,,,,,0.0,0.0
