Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.6952,0.5391,1.2167,39.2731,17.7015,17.7015,28.3681,13.5553,11.01,0.4651,8.0559,45.3086,15.357,-29.1007,5.1203,7.0783,30.6447,1.3351,0.9134
2021-12-31,0.7082,0.5153,1.064,40.3479,18.3816,18.3816,29.6096,13.9451,11.4245,0.4526,8.8839,41.0855,14.3914,-31.475,5.1785,6.9756,28.3093,0.9962,0.5775
2020-12-31,0.6669,0.508,1.0525,39.9179,16.8325,16.8325,28.2452,11.2541,9.5257,0.4333,9.3041,39.2299,11.4221,-25.9898,4.1376,5.6193,26.6274,0.4239,0.4639
2019-12-31,0.524,0.4886,1.0699,38.8469,17.3525,17.3525,28.2502,12.5813,10.421,0.454,9.1477,39.9007,13.2227,-29.4482,4.7338,6.7622,25.4733,0.4752,-0.0387
2018-12-31,0.5754,0.4909,1.0515,38.7505,17.2873,17.2873,28.3829,13.1552,10.3268,0.4645,9.1057,40.0846,13.0853,-29.0067,4.7999,6.6614,24.5876,1.1932,0.9275
2017-12-31,0.5453,0.4844,1.0284,38.1108,16.616,16.616,27.7309,12.768,12.7312,0.4748,9.0799,40.1985,16.0656,-36.5909,6.0481,8.2827,24.0009,0.271,0.0347
2016-12-31,0.7089,0.4987,0.9955,38.6005,16.3778,16.3778,27.7778,10.289,6.5256,0.4551,9.4368,38.6785,7.9702,-16.7917,2.9724,3.9956,22.6685,0.5853,0.5504
2015-12-31,0.6705,0.4919,0.9687,39.4558,17.1015,17.1015,28.621,13.1201,8.2271,0.4439,9.4662,38.5583,9.6495,-20.7562,3.6541,4.9033,22.5017,0.5081,0.1863
2014-12-31,0.7618,0.4765,0.9114,35.8979,14.0073,14.0073,25.1951,10.0565,6.2204,0.4381,9.4618,38.576,7.0717,-16.2005,2.7267,3.7024,21.9671,0.0118,0.0609
2013-12-31,0.8281,0.4697,0.8877,37.8095,14.3789,14.3789,25.7128,10.1126,6.9964,0.4219,9.4501,38.624,7.4512,-18.7983,2.953,3.9514,21.937,0.1465,0.1658
2012-12-31,0.7264,0.4778,0.9176,38.3405,16.267,16.267,27.6844,10.1487,7.0433,0.4138,9.7039,37.6137,7.4244,-17.1134,2.9164,3.8769,21.3395,-0.5651,-0.5538
2011-12-31,0.667,0.4727,0.9009,40.6181,18.9518,18.9518,30.2005,11.062,7.1916,0.419,9.9212,36.79,7.6646,-17.4582,3.012,4.0418,20.7716,0.9559,0.5338
2010-12-31,0.4656,0.4277,0.8592,41.2232,18.9858,18.9858,30.263,10.8184,6.248,0.4165,9.7799,37.3213,6.4659,-15.5785,2.6077,3.7006,20.4558,0.0574,0.1763
2009-12-31,0.4963,0.459,0.9201,40.9179,19.3899,19.3899,31.0802,10.5499,6.0372,0.4196,9.4776,38.5117,6.5613,-13.7917,2.5409,3.5498,19.1233,3.6654,1.5801
