Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-06-30,1.1915,0.7486,2.978,83.3847,-3.7981,-3.7981,-0.4459,-20.1426,-21.9105,0.8339,9.0806,40.1957,-182.9912,123.3421,-18.2709,-46.001,1.3168,0.1182,-0.0343
2021-06-30,0.7045,,1.1827,83.9158,4.8649,4.8649,9.3092,-30.3793,-33.3304,0.7093,11.8832,30.7155,-236.1079,125.3641,-23.6412,-236.1078,1.1719,1.0244,1.044
2020-06-30,0.8758,,1.5456,83.3471,0.8726,0.8726,6.9066,-21.4481,-21.7235,0.4145,14.2183,25.6712,-60.9509,175.7452,-9.0048,-60.9509,2.325,0.3908,0.4146
2019-06-30,0.8766,,1.5095,82.6229,-5.236,-5.236,0.569,-50.0407,-52.6904,0.4065,14.5392,25.1045,-112.7601,327.9692,-21.4164,-112.7601,2.3367,0.6072,0.5562
2018-06-30,4.0955,0.4746,0.9034,80.3979,-5.2266,-5.2266,3.7901,-6.5985,-12.8757,0.3638,14.9921,24.3462,-12.5019,-21.3298,-4.6837,-6.5683,3.8558,0.45,0.3979
2017-06-30,1.8738,,,80.7785,-10.1762,-10.1762,-0.2484,-9.6223,-6.8562,0.4829,15.7937,23.1104,-4.7541,-9.2128,-3.3106,-4.7541,3.934,0.2277,0.338
2016-06-30,3.2919,,,83.4194,-1.2865,-1.2865,3.5107,-1.0736,0.9568,0.4612,21.5127,16.9668,0.5977,0.6151,0.4413,0.5977,3.3842,-0.0056,0.036
2015-06-30,1.2683,,,83.434,0.5364,0.5364,5.3909,-0.2344,2.1204,0.8045,25.1869,14.4917,3.5648,4.1872,1.7059,3.5648,1.0295,0.1509,-0.0111
2014-06-30,1.3531,,,82.3411,10.5533,10.5533,16.7436,10.3334,8.8244,0.8209,34.909,10.4558,15.1457,18.1436,7.244,15.1457,,0.1432,0.1377
2013-06-30,,,,77.7587,8.8336,8.8336,16.9542,7.6782,7.2459,,,,,,,,,0.381,0.3301
