Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.6766,0.4619,0.9308,100.0,0.7257,0.7257,5.028,0.819,0.6013,0.68,32.5878,11.2005,1.5199,3.2621,0.4089,0.8178,29.9214,2.9623,-7.7839
2021-12-31,0.9822,0.4759,1.0045,100.0,11.0913,11.0913,17.4709,10.1846,7.7396,0.4427,11.3114,32.2685,12.5756,27.2055,3.4263,6.5904,30.1892,10.0201,7.2709
2020-12-31,0.9331,0.441,1.1697,100.0,-49.7757,-49.7757,-37.9978,-51.5984,-37.1284,0.2539,7.4292,49.1307,-44.3106,-236.8515,-9.4262,-24.7708,24.0545,-15.7503,-9.914
2019-12-31,0.6364,0.2259,0.3461,100.0,12.1057,12.1057,16.9229,11.5704,8.7575,0.6758,27.1858,13.4262,17.7557,33.9365,5.9186,13.7444,35.2114,4.2158,6.4556
2018-12-31,0.6074,0.3012,0.5607,100.0,7.7807,7.7807,12.5968,7.0789,5.288,0.7573,22.5792,16.1653,11.6502,25.9964,4.0048,8.1408,30.4479,-3.1987,-3.1589
2017-12-31,0.8012,0.3953,0.7425,100.0,15.3028,15.3028,20.0152,14.682,12.1611,0.7346,23.1496,15.767,27.7457,69.3642,8.9336,16.7774,28.1161,1.6952,-0.5485
2016-12-31,0.8087,0.4744,1.0113,100.0,22.0422,22.0422,28.1688,22.211,13.4515,0.5948,19.6192,18.6042,27.1921,93.3255,8.0004,14.2934,23.7659,-1.1013,-0.4981
2015-12-31,0.9213,0.1909,0.2833,100.0,23.1869,23.1869,28.9032,23.4369,15.1483,0.8573,26.4057,13.8228,35.1721,35.1721,12.9862,28.4564,19.261,4.7146,3.774
2014-12-31,0.9808,0.2439,0.3775,100.0,17.921,17.921,23.3979,18.1632,11.2705,0.8852,20.7259,17.6108,28.4438,28.4438,9.9769,21.5073,16.1772,0.6148,-0.4478
2013-12-31,1.1152,0.2709,0.4293,100.0,16.2529,16.2529,21.4895,15.8262,9.8526,0.8832,33.9211,10.7603,25.037,25.037,8.7016,18.2537,14.7572,1.6695,1.1904
2012-12-31,1.1572,0.38,0.7262,100.0,11.4237,11.4237,17.0926,11.0372,6.7855,0.846,35.8231,10.189,22.2379,22.2379,5.7402,13.7871,10.0956,0.5051,-0.5338
2011-12-31,1.057,0.4835,1.1133,100.0,10.3983,10.3983,16.1186,9.1246,5.6739,0.8357,31.75,11.4961,20.8688,20.8688,4.7416,10.7787,8.2734,0.9815,-0.3216
2010-12-31,1.1666,0.5429,1.3879,100.0,12.2912,12.2912,18.2933,10.595,6.5501,0.7639,31.9067,11.4396,22.7067,22.7067,5.0034,10.3788,7.6926,1.7357,3.5875
2009-12-31,1.2874,0.6608,2.1273,100.0,7.8652,7.8652,14.3126,5.968,3.5767,0.6805,30.4097,12.0028,13.9434,13.9434,2.4339,4.7291,6.1258,2.0226,-1.0186
