Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.3686,1.2034,45.1874,34.6505,0.0116,7.3115,6.7555,0.4098,4.2657,39.5596,4.4864,4.3093
2022-09-30,0.373,0.6952,47.5444,35.8412,0.0114,7.508,6.9244,0.4171,4.3414,38.718,2.9773,2.8485
2022-06-30,0.2901,0.4087,41.1477,31.1355,0.0094,4.3205,4.0559,0.3004,2.8792,49.2059,2.6716,2.4889
2022-03-31,0.276,0.3812,33.474,25.5978,0.008,2.8455,2.6862,0.212,1.9448,53.8213,-5.3383,-5.4662
2021-12-31,0.2615,0.3541,37.2903,28.5161,0.0082,3.0388,2.8872,0.241,2.1322,60.4264,3.0978,2.9601
2021-09-30,0.2666,0.3636,41.6562,31.995,0.0084,3.5362,3.3577,0.2772,2.4624,59.5622,1.5082,1.3886
2021-06-30,0.2646,0.3599,47.6244,36.3122,0.01,4.3519,4.1357,0.3712,3.0413,59.2233,-1.106,-1.2319
2021-03-31,0.2592,0.3499,50.0559,38.324,0.0104,4.5115,4.2934,0.4056,3.1807,58.4017,1.1277,1.0
2020-12-31,0.4157,0.7116,38.0826,28.6285,0.0085,2.8866,2.7453,0.2508,1.604,57.8442,1.4857,1.2857
2020-09-30,0.4222,0.732,37.8723,29.6454,0.0084,2.9011,2.7559,0.2595,1.5923,56.6194,-0.2096,-0.3653
2020-06-30,0.4553,0.9322,25.1724,20.1724,0.0069,1.5931,1.5124,0.1398,0.8238,56.1134,0.3951,0.2928
2020-03-31,0.5011,1.3101,-23.0089,-17.4041,0.0044,-0.7971,-0.7971,-0.0773,-0.3977,53.2376,4.9574,4.8511
2019-12-31,0.498,1.0018,44.5137,33.7905,0.0109,3.7259,3.7259,0.3719,1.8704,51.5637,1.3469,1.1963
2019-09-30,0.5038,1.0225,46.0967,35.9356,0.0111,4.0556,4.0556,0.4008,2.0123,49.9528,3.0938,2.8645
2019-06-30,0.4724,1.1322,47.5896,36.712,0.0112,4.0694,4.0694,0.4108,2.1468,48.8862,2.5278,2.4382
2019-03-31,0.4803,1.0505,49.4749,39.3232,0.0121,4.5755,4.5755,0.4796,2.3778,47.6714,0.25,0.15
2018-12-31,0.4626,0.8668,47.1698,36.3208,0.012,4.1295,4.1295,0.4377,2.219,46.8941,3.7621,3.6181
2018-09-30,0.4518,0.8351,45.7383,37.9352,0.0117,4.0843,4.0843,0.4451,2.2388,46.9203,2.1595,2.0128
2018-06-30,0.4087,0.6982,48.3276,37.3702,0.012,4.0352,4.0352,0.4529,2.3862,47.2705,1.483,1.3617
2018-03-31,0.4115,0.7053,42.8937,35.7234,0.0108,3.5125,3.5125,0.3885,2.0671,46.3838,2.0457,1.9314
2017-12-31,0.3673,0.5817,40.5904,13.7761,0.0114,1.4065,1.4065,0.1565,0.8899,46.0667,1.2932,1.1486
2017-09-30,0.366,0.6405,41.9072,28.1054,0.0111,2.813,2.813,0.3138,1.7836,46.0929,1.171,1.0789
2017-06-30,0.3918,0.7118,39.7892,26.614,0.0106,2.9661,2.5423,0.2841,1.5463,45.3918,1.3869,1.3026
2017-03-31,0.3939,0.655,36.9655,27.5862,0.0099,2.5473,2.5473,0.2768,1.544,44.6932,2.2444,2.1778
2016-12-31,0.3983,0.6651,32.8967,23.7264,0.0094,2.1036,2.1036,0.2247,1.2658,44.4688,0.4617,0.3283
2016-09-30,0.4325,0.7638,30.17,20.9632,0.0095,1.9283,1.9283,0.201,1.0942,44.9067,0.9056,0.8073
2016-06-30,0.4349,0.7711,21.988,15.5121,0.0093,1.3517,1.3517,0.1459,0.7639,44.2395,-0.0306,-0.1823
2016-03-31,0.2891,0.474,15.6538,10.8656,0.0079,0.7849,0.7849,0.0869,0.558,43.6605,1.4091,1.2557
2015-12-31,0.288,0.4075,24.6082,18.0251,0.0089,1.5344,1.5344,0.1614,1.0925,43.0259,1.116,0.8895
2015-09-30,0.2891,0.421,30.3354,20.4268,0.0092,1.7843,1.7843,0.1915,1.2684,43.0247,1.4982,1.3639
2015-06-30,0.2741,0.3851,31.4873,21.2025,0.009,1.7945,1.7945,0.193,1.3026,42.1785,0.3077,0.1483
2015-03-31,0.2637,0.3688,29.9539,20.2765,0.0094,1.7867,1.7867,0.1933,1.3155,42.123,1.8571,1.7198
2014-12-31,0.2655,0.3771,34.9282,23.6045,0.0091,2.013,2.013,0.2154,1.4786,41.3476,0.4,0.2271
2014-09-30,0.2642,0.3863,36.3782,24.359,0.0091,2.0718,2.0718,0.2236,1.5245,41.255,1.1939,1.1551
2014-06-30,0.2623,0.3794,35.36,23.84,0.0096,2.0491,2.0491,0.2312,1.5117,40.7195,0.7158,0.6347
2014-03-31,0.3267,0.5072,33.3333,22.4959,0.0093,1.9086,1.9086,0.2116,1.285,40.0887,1.1444,1.0588
2013-12-31,0.3313,0.5309,26.0938,17.9688,0.0098,1.6364,1.6364,0.1794,1.0942,39.2202,2.2781,2.1069
2013-09-30,0.3384,0.544,34.019,22.943,0.0098,2.1093,2.1093,0.2273,1.3955,37.9408,0.8235,0.6738
2013-06-30,0.3426,0.54,33.2263,22.6324,0.0099,2.0692,2.0692,0.2272,1.3604,37.3233,-0.016,-0.139
2013-03-31,0.4021,0.6807,32.137,21.5334,0.0094,1.9176,1.9176,0.2065,1.1466,37.4084,1.385,1.2834
2012-12-31,0.4047,0.6958,35.8434,19.4277,0.0102,1.8871,1.8871,0.2013,1.1233,36.8716,-0.2963,-0.687
2012-09-30,0.4009,0.678,25.4153,19.2691,0.0095,1.6516,1.6516,0.1848,0.9895,37.0163,1.6015,1.6015
2012-06-30,0.4029,0.6865,30.7815,22.488,0.01,2.0347,2.0347,0.2283,1.215,36.1755,1.498,1.498
2012-03-31,0.4132,0.716,28.4345,20.607,0.01,1.8611,1.8611,0.2077,1.0921,35.4331,0.801,0.801
2011-12-31,0.4186,0.7301,21.1129,15.5483,0.01,1.3978,1.3978,0.1574,0.8127,34.8039,0.3421,-0.3085
2011-09-30,0.4188,0.7442,21.3922,16.4686,0.0097,1.4099,1.4099,0.161,0.8194,34.9426,1.342,1.342
2011-06-30,0.463,0.8733,25.0,17.3358,0.0101,1.5899,1.5899,0.1773,0.8538,34.1543,1.7528,1.7528
2011-03-31,0.51,1.051,24.9548,18.4449,0.0101,1.7526,1.7526,0.1872,0.8588,33.2458,0.8427,0.8427
2010-12-31,0.5145,1.082,22.3009,16.9912,0.0105,1.6572,1.6572,0.1789,0.8046,32.8148,1.8436,2.2088
2010-09-30,0.5528,1.2687,14.1026,12.6068,0.0085,1.0073,1.0073,0.1073,0.4505,33.1873,1.4326,1.2696
