Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.1866,0.2953,21.1939,21.1939,21.6309,21.1939,16.0277,1.0968,29.3616,29.8158,17.6887,23.8815,39.4709,-1.0322,-1.2292
2021-12-31,0.2132,0.3545,18.463,18.463,18.9652,18.0216,13.858,1.043,25.9873,26.5073,14.5763,20.4476,30.0391,-2.7603,-2.8238
2020-12-31,0.2952,0.4816,15.664,15.664,16.4457,15.664,12.6348,0.9042,21.4131,21.9593,11.5263,15.0911,24.6562,2.7145,2.7091
2019-12-31,0.3362,0.5664,13.1647,13.1647,13.6934,13.1164,9.8535,0.9531,18.6271,19.0637,9.488,12.3638,20.1979,-1.1756,-1.1794
2018-12-31,0.3859,0.7008,13.2263,13.2263,13.7115,13.2263,9.9215,1.0015,21.2136,21.7888,10.0465,13.0263,17.3858,2.9229,2.8201
2017-12-31,0.4199,0.8293,10.945,10.945,11.5395,10.945,5.1605,0.8855,10.766,11.1442,4.6169,6.2452,14.4865,1.9617,1.972
2016-12-31,0.4018,0.7428,12.165,12.165,12.8685,12.165,7.7897,0.7542,12.9353,13.3798,5.9215,7.7382,14.602,1.1378,1.1493
2015-12-31,0.3036,0.4922,13.6414,13.6414,14.4141,13.6414,8.2061,0.651,10.3815,10.6276,5.3767,7.2301,13.6313,-1.7613,-1.7572
2014-12-31,0.2746,0.4077,11.8467,11.8467,12.5314,11.8467,8.1468,0.6794,9.8719,10.1315,5.5352,7.1614,13.0054,-1.4546,-1.5103
2013-12-31,0.3069,0.4654,9.2933,9.2933,9.8495,9.2933,45.7869,0.6503,56.3593,58.0596,29.9986,39.0647,12.1924,0.301,0.2428
2012-12-31,0.534,1.2095,3.639,3.639,4.262,3.8082,4.2769,0.7157,9.4147,10.1033,3.0611,4.3868,5.6637,1.9311,1.9427
2011-12-31,0.6144,1.5931,-7.6713,-7.6713,-1.0805,-7.5012,-5.0859,0.6008,-10.8525,-11.8444,-3.0555,-4.1852,5.0668,-1.5185,-1.5113
2010-12-31,0.6137,1.5885,-27.2309,-27.2309,-11.8684,-27.0183,-24.0022,0.5935,-51.365,-63.7938,-14.2444,-19.8437,5.589,-0.8657,-0.7771
2009-12-31,0.5727,1.3461,-47.3112,-47.3112,-32.1991,-48.3578,-28.9533,0.4064,-37.0195,-56.0465,-11.7654,-15.8182,8.3912,2.4297,2.3058
