Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.5239,1.1006,46.425,34.8439,0.0197,5.7257,6.465,0.6977,2.572,28.3545,3.8104,3.8104
2022-06-30,0.4758,0.9077,49.6045,36.9009,0.0226,6.3512,7.1979,0.8445,3.1468,27.4547,3.7998,3.7998
2022-03-31,0.4989,0.9957,54.2694,40.581,0.0238,7.3478,8.3483,0.9783,3.4805,26.5061,2.6872,2.6872
2021-12-31,0.5151,1.0624,48.2711,37.0217,0.0227,6.2921,7.1429,0.8491,2.8869,25.9192,3.4616,3.4616
2021-09-30,0.478,0.9156,60.9508,45.9163,0.0268,8.6426,9.7181,1.2411,4.274,25.4659,3.3695,3.3695
2021-06-30,0.4866,0.9479,63.3835,47.5859,0.0281,9.2253,10.3552,1.3498,4.4912,24.7586,2.5084,2.5084
2021-03-31,0.5301,1.1281,58.5225,45.1268,0.0234,8.0677,9.1797,1.0693,3.584,23.1256,3.1302,3.1302
2020-12-31,0.554,1.242,48.5597,37.4486,0.0203,6.167,7.0299,0.7692,2.5917,21.7479,3.4371,3.4371
2020-09-30,0.5659,1.3035,27.8567,20.4868,0.0155,2.7541,3.1521,0.3272,1.1231,20.7258,2.5313,2.5313
2020-06-30,0.5745,1.3505,5.6459,3.5407,0.0108,0.4299,0.4972,0.0497,0.1716,20.385,4.1738,4.1738
2020-03-31,0.5903,1.4409,27.6012,19.8699,0.0141,2.5454,2.9533,0.2917,0.9788,20.5235,2.5305,2.5305
2019-12-31,0.5683,1.3167,46.05,36.55,0.0191,5.0927,5.7356,0.6973,2.0913,24.4965,3.2923,3.2923
2019-09-30,0.5739,1.3468,56.3756,43.2964,0.023,6.9841,8.2083,0.9968,2.9761,23.1314,3.8578,3.8578
2019-06-30,0.5905,1.4418,51.5996,38.9854,0.0206,5.7893,6.8564,0.8018,2.3709,22.027,2.9692,2.9692
2019-03-31,0.5981,1.4883,58.3633,44.1916,0.0238,7.526,8.9462,1.0504,3.0246,21.3534,3.2289,3.2289
2018-12-31,0.6205,1.6348,48.4211,37.4641,0.0196,5.3345,6.2555,0.7332,2.0246,20.4213,3.3496,3.3496
2018-09-30,0.6291,1.6963,45.8654,34.4633,0.0186,4.7942,5.6543,0.6418,1.7781,19.4738,3.7763,3.7763
2018-06-30,,1.5024,47.7772,37.2791,0.0188,4.8139,5.5366,0.7022,4.8139,19.3652,2.8958,2.8958
2018-03-31,0.5941,1.4638,46.158,34.8774,0.0192,4.4581,5.0854,0.6697,1.8094,18.8825,2.486,2.486
2017-12-31,0.5937,1.4612,47.4255,20.8672,0.0193,2.7048,3.0815,0.4018,1.099,18.473,3.0025,3.0025
2017-09-30,0.5801,1.3817,47.8498,30.2123,0.0198,3.8536,4.3912,0.5997,1.618,18.4031,3.752,3.752
2017-06-30,0.591,1.4449,46.3802,29.1936,0.0186,3.4608,3.9509,0.5442,1.4155,18.0203,2.157,2.157
2017-03-31,0.5844,1.406,46.2722,29.5266,0.019,3.4742,3.9777,0.5604,1.444,17.7145,1.8113,1.8113
2016-12-31,0.5866,1.4192,49.7262,31.5444,0.0202,4.0575,4.5951,0.6385,1.6772,17.3683,2.0671,2.0671
2016-09-30,0.5906,1.4425,52.854,33.1504,0.0209,4.3201,4.911,0.693,1.7688,16.9371,2.2091,2.2091
2016-06-30,0.5845,1.4069,47.8882,30.3727,0.0195,3.5654,4.0541,0.5936,1.4814,16.4464,1.7589,1.7589
2016-03-31,0.608,1.5507,53.7037,33.6806,0.0212,4.4078,5.0377,0.7127,1.728,15.8354,1.7953,1.7953
2015-12-31,0.6583,1.9263,49.9425,31.473,0.0207,4.3399,4.9936,0.6513,1.4831,15.1158,2.264,2.264
2015-09-30,0.6626,1.9642,52.1566,32.5766,0.0222,4.7212,5.4341,0.7225,1.5927,14.581,1.5711,1.5711
2015-06-30,0.6717,2.0463,51.6807,32.473,0.022,4.6727,5.3809,0.7142,1.5339,13.8864,1.5725,1.5725
2015-03-31,0.6855,2.1801,54.205,33.8858,0.0224,5.0018,5.7922,0.7591,1.5728,13.2363,1.994,1.994
2014-12-31,0.7238,2.6207,51.8541,32.2796,0.0217,5.0678,5.8935,0.7014,1.3997,12.5671,1.5576,1.5576
2014-09-30,0.624,2.7748,54.6982,34.1008,0.0219,5.5125,6.4146,0.7459,2.0729,11.923,1.2371,1.2371
2014-06-30,0.7823,3.5935,48.943,30.237,0.0247,7.3831,9.476,0.7471,1.6073,,1.7404,1.7404
2014-03-31,0.7898,3.7577,59.3333,37.2,0.0253,9.2354,12.0544,0.9419,1.9411,,2.5135,2.5135
2013-12-31,0.8032,4.0807,22.5114,14.4112,0.052,7.4329,9.4035,0.7498,1.463,,1.6207,1.6207
2013-09-30,,,63.9724,40.1629,,,,,,,2.5036,2.5036
2013-06-30,,,60.3242,37.7731,,,,,,,3.9276,3.9276
2013-03-31,,,35.9023,22.4937,,,,,,,0.0,
2012-12-31,,,,,,,,,,,0.0,0.0
2011-12-31,,,,,,,,,,,0.0,0.0
