Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.5893,2.1384,28.9053,21.8942,0.0086,3.5969,3.7142,0.2076,1.2026,14.4151,1.6967,1.6625
2022-09-30,0.5787,2.0359,37.5141,29.0961,0.0093,5.0046,5.1764,0.2841,1.7117,14.2453,2.2311,2.2129
2022-06-30,0.5353,1.5707,38.046,29.1379,0.0093,4.2309,4.586,0.2834,1.7073,15.4689,-0.0818,-0.1033
2022-03-31,0.414,0.8907,33.4163,26.1979,0.0089,3.3338,3.5771,0.2467,1.7112,16.4179,0.9436,0.9318
2021-12-31,0.4087,0.7348,39.6285,31.1146,0.0104,4.0392,4.2945,0.3365,2.1279,18.7576,-0.0167,-0.0489
2021-09-30,0.4292,0.8087,42.0833,32.1875,0.0103,4.1192,4.3762,0.3438,2.0962,18.817,0.9646,0.9651
2021-06-30,0.4241,0.7884,45.9025,35.3444,0.011,4.5134,4.7918,0.3997,2.3241,18.6832,0.4668,0.446
2021-03-31,0.4148,0.7669,41.6667,32.4074,0.0104,3.9278,4.1791,0.3507,2.0509,18.131,-0.2104,-0.2227
2020-12-31,0.4326,0.8169,37.9197,30.5999,0.0107,3.5756,3.8006,0.3376,1.8145,18.4274,0.9698,0.9514
2020-09-30,0.4172,0.774,31.8212,26.3642,0.0089,2.6798,2.8543,0.2486,1.3944,18.154,0.6384,0.62
2020-06-30,0.4391,0.896,17.5081,13.1108,0.0072,1.1827,1.2619,0.1081,0.5915,17.9743,0.2852,0.2697
2020-03-31,0.4409,1.1936,15.2866,10.828,0.007,0.9348,0.9992,0.0928,0.4656,17.8516,-0.1772,-0.1895
2019-12-31,0.4222,0.7947,35.5687,29.0598,0.0105,3.0783,3.3001,0.3214,1.5804,17.4357,0.9833,0.9575
2019-09-30,0.4581,0.8969,33.9662,27.1449,0.0097,2.7142,2.9126,0.2815,1.3075,17.3145,1.192,1.1876
2019-06-30,0.4575,0.8952,33.3551,26.4879,0.0106,2.8067,3.0195,0.2926,1.3522,16.9183,0.1733,0.1445
2019-03-31,0.4708,0.949,33.632,26.6713,0.0103,2.8046,3.0969,0.2869,1.3491,15.7187,0.5509,0.543
2018-12-31,0.4682,0.9358,36.1917,29.0668,0.0114,3.4073,3.7762,0.3452,1.6435,15.2977,1.6199,1.5965
2018-09-30,0.4766,1.0369,37.1168,30.5284,0.011,3.5029,3.9009,0.3472,1.6587,14.7058,0.3734,0.3376
2018-06-30,0.4784,1.07,36.9524,29.6508,0.0114,3.4027,3.9182,0.3476,1.6543,14.2614,0.5797,0.5637
2018-03-31,0.4791,1.0369,32.2102,27.2237,0.0108,2.9883,3.4606,0.3035,1.4497,14.0346,-0.1969,-0.2137
2017-12-31,0.4882,1.0212,28.932,11.7799,0.0112,1.4,1.6237,0.1423,0.6676,14.0541,0.6763,0.6249
2017-09-30,0.4975,1.055,33.3781,23.5057,0.0109,2.5518,2.939,0.2655,1.196,14.133,1.5299,1.5003
2017-06-30,0.465,1.0465,36.218,25.5128,0.0115,2.8602,3.2939,0.2997,1.4273,13.9603,-0.1662,-0.1862
2017-03-31,0.4514,0.9153,29.2598,20.6704,0.0106,2.3292,2.6663,0.2417,1.1904,13.6476,-0.3727,-0.3746
2016-12-31,0.4483,0.9642,18.1208,14.0269,0.0109,1.709,1.8695,0.17,0.8398,14.1201,0.935,0.8599
2016-09-30,0.457,0.9357,14.8032,13.0709,0.0094,1.2434,1.4224,0.1267,0.6227,13.8607,0.0011,-0.0425
2016-06-30,0.5015,1.0987,26.2279,19.2534,0.0101,1.7954,1.9397,0.1957,0.872,13.4306,0.4168,0.3906
2016-03-31,0.4929,1.0612,25.6871,19.3446,0.0096,1.7345,1.8786,0.19,0.8566,13.1439,0.4467,0.4371
2015-12-31,0.4863,1.0307,29.3666,21.1132,0.011,2.2256,2.4185,0.2449,1.1125,12.8735,1.0425,1.0013
2015-09-30,0.4903,1.063,28.7402,20.9646,0.0106,2.1099,2.2957,0.2306,1.0464,12.8304,0.2271,0.2007
2015-06-30,0.4919,1.06,31.0378,22.5994,0.0109,2.2888,2.4945,0.2495,1.131,12.5663,1.3554,1.3388
2015-03-31,0.4508,0.9268,31.2436,23.3299,0.0103,2.228,2.4303,0.2442,1.1902,12.4724,-1.2857,-1.2892
2014-12-31,0.4276,0.8417,32.9524,23.6191,0.0112,2.4583,2.6854,0.2686,1.3683,12.2667,0.9711,0.9213
2014-09-30,0.4058,0.8402,27.4409,18.4995,0.0108,1.9879,2.1767,0.2261,1.1485,12.0936,0.2405,0.2131
2014-06-30,0.4384,0.9454,32.3819,21.063,0.0111,2.4731,2.6818,0.2756,1.3505,11.999,0.1166,0.0957
2014-03-31,0.4253,0.9207,33.1992,23.7425,0.0109,2.3499,2.5528,0.2621,1.3127,11.7746,0.1749,0.1637
2013-12-31,0.4257,0.9232,30.228,22.2002,0.0109,2.3432,2.5505,0.2529,1.3077,11.5861,0.7395,0.696
2013-09-30,0.3755,0.7889,29.0387,26.3627,0.0111,2.3529,2.5658,0.258,1.4277,11.4009,-0.0512,-0.0802
2013-06-30,0.3938,0.8392,27.5967,20.1629,0.0108,1.996,2.1789,0.2196,1.1756,11.2402,0.7575,0.7335
2013-03-31,0.4286,0.9744,28.5415,20.8814,0.0107,2.0024,2.1859,0.2265,1.1121,11.25,0.2494,0.2451
2012-12-31,0.3991,0.8481,25.3306,19.532,0.011,1.9565,2.14,0.2196,1.1425,11.1356,0.6883,0.6218
2012-09-30,0.3732,0.8029,27.421,22.3242,0.0113,2.1826,2.3909,0.2507,1.3294,10.9796,0.2954,0.1247
2012-06-30,0.425,0.9433,28.8501,23.7166,0.0113,2.2964,2.4556,0.2624,1.2827,10.7629,1.537,1.6287
2012-03-31,0.468,1.0941,28.7513,20.3568,0.0109,2.0458,2.1886,0.2299,1.0571,10.5805,-1.1436,-1.1709
2011-12-31,0.4897,1.1659,30.0115,22.2222,0.0098,2.0559,2.2029,0.223,1.0184,10.4113,-0.0563,-0.1413
2011-09-30,0.5194,1.3071,32.2896,20.7436,0.0114,2.4411,2.6161,0.2633,1.1388,10.4092,0.4452,0.4166
2011-06-30,0.5304,1.3532,33.7232,22.807,0.0116,2.6678,2.8633,0.2838,1.2154,10.2084,1.0631,1.0191
2011-03-31,0.5326,1.4401,35.9232,15.8135,0.0121,2.9981,3.2192,0.3118,1.3594,10.1654,0.464,0.4303
2010-12-31,0.4822,1.2122,40.5751,22.2844,0.0136,3.8902,3.2196,0.3658,1.5296,12.9161,0.8503,0.7915
2010-09-30,0.5012,1.3102,28.6822,17.2481,0.011,2.4379,2.0226,0.2244,0.9242,12.9361,0.4762,0.4213
2010-06-30,0.4856,1.274,12.7128,3.2917,0.0094,1.2106,0.9987,0.1073,0.4693,12.5745,0.8114,0.7737
2010-03-31,0.5058,1.2406,-18.5801,-14.5015,0.0069,-0.5002,-0.4117,-0.043,-0.1855,12.4248,0.9641,0.9412
2009-12-31,0.5139,1.2476,-153.9359,-77.2595,0.0037,-2.2041,-1.8162,-0.194,-0.8048,12.4446,1.5812,1.4126
2009-09-30,0.5349,1.3407,-273.8589,-181.7427,0.0025,-4.5567,-3.778,-0.398,-1.6048,12.7345,0.2316,0.2177
2009-06-30,0.549,1.5101,-89.1593,-86.2832,0.0046,-2.7195,-2.2612,-0.2321,-0.9257,13.8728,1.653,1.5949
2009-03-31,0.5955,1.8506,-321.3636,-243.6364,0.0022,-6.6075,-5.1274,-0.4794,-1.8647,20.4062,-0.138,-0.2029
