Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.1866,0.2953,22.505,22.5049,22.5049,16.8945,0.3495,9.897,10.0501,5.9624,8.0498,39.4709,4.1388,4.0432
2022-09-30,0.2003,0.331,20.5709,20.5709,20.5709,15.8271,0.2775,7.6914,7.8242,4.4183,6.1506,35.7706,-1.739,-1.8571
2022-06-30,0.2077,0.3193,22.0207,22.0207,22.0207,16.5185,0.2866,8.4237,8.5803,4.7622,6.6743,33.3027,-0.4105,-0.5495
2022-03-31,0.215,0.3273,18.8195,18.8195,18.8195,14.2653,0.2421,6.1339,6.2555,3.4542,4.8153,30.9373,0.8412,0.7169
2021-12-31,0.2132,0.3545,19.6377,19.6376,19.6376,15.0233,0.3264,8.8559,9.0331,4.9673,6.9681,30.0391,1.7452,1.6665
2021-09-30,0.2239,0.3552,17.8325,17.8325,17.8325,13.5585,0.2767,6.6587,6.8014,3.7826,5.1681,28.0106,0.4731,0.3918
2021-06-30,0.2272,0.3448,19.0349,19.0349,19.0349,14.8646,0.2781,7.2343,7.3975,4.1665,5.5903,26.7564,0.98,0.9154
2021-03-31,0.2331,0.3445,16.687,16.687,14.4352,11.1403,0.2385,4.5489,4.6593,2.6569,3.4886,25.3579,0.6644,0.609
2020-12-31,0.2952,0.4816,16.4063,16.4063,16.4063,13.5862,0.2616,6.6684,6.8385,3.5894,4.6996,24.6562,1.9137,1.8716
2020-09-30,0.3081,0.4853,16.3849,16.3849,16.3849,13.9769,0.26,6.673,6.8582,3.6639,4.6169,23.2681,1.7063,1.6685
2020-06-30,0.3213,0.5173,17.6194,17.6194,17.6194,13.3301,0.2367,5.9576,6.1397,3.1813,4.0432,21.8201,2.2486,2.1862
2020-03-31,0.3326,0.6737,11.4933,11.4933,11.4933,8.7975,0.2009,3.6835,3.8064,1.7833,2.4584,20.6243,0.7544,0.6802
2019-12-31,0.3362,0.5664,14.6135,14.6135,14.4502,11.0128,0.2815,6.1522,6.2964,3.1337,4.0835,20.1979,1.7787,1.7253
2019-09-30,0.3462,0.5777,13.5091,13.5091,13.5091,9.9763,0.2641,5.2707,5.4048,2.6607,3.4458,19.1223,1.0285,0.9773
2019-06-30,0.3509,0.5867,12.8878,12.8878,12.8878,9.5881,0.2465,4.7544,4.8817,2.3876,3.0863,18.4373,0.531,0.4822
2019-03-31,0.3801,0.6581,10.8531,10.8531,10.8531,8.2656,0.1956,3.3801,3.4671,1.6337,2.0955,17.7938,0.5703,0.5126
2018-12-31,0.3859,0.7008,10.9861,10.9862,10.9862,7.7752,0.2948,4.9327,5.0665,2.3361,3.029,17.3858,1.5187,1.4748
2018-09-30,0.3886,0.6886,14.52,14.52,14.52,10.8096,0.2635,6.1227,6.2967,2.8795,3.7435,16.7651,1.6551,1.6071
2018-06-30,0.399,0.7223,15.9227,15.9227,15.9227,12.4724,0.2618,7.1595,7.378,3.3018,4.3026,15.9381,1.3235,1.2617
2018-03-31,0.4194,0.7801,11.3797,11.3797,11.3797,8.6672,0.203,3.9945,4.1273,1.7592,2.3192,14.9527,0.5868,0.5332
2017-12-31,0.4199,0.8293,14.6255,14.6255,14.6255,2.747,0.2885,1.8636,1.9291,0.7992,1.0811,14.4865,1.3202,1.2942
2017-09-30,0.4172,0.7914,12.5876,12.5876,12.5876,8.24,0.2137,4.086,4.2265,1.7805,2.3815,14.7824,0.2792,0.2546
2017-06-30,0.4117,0.7344,6.0611,6.0611,6.0611,4.93,0.206,2.2671,2.3451,1.0267,1.3337,14.6329,0.4374,0.4148
2017-03-31,0.4003,0.6975,8.5445,8.5445,8.5445,5.5584,0.1643,1.9638,2.0298,0.9225,1.1778,14.7458,0.1244,0.0931
2016-12-31,0.4018,0.7428,16.5414,16.5414,16.5414,10.8492,0.2457,5.8629,6.0644,2.6839,3.5073,14.602,1.0946,1.069
2016-09-30,0.3996,0.6997,10.9288,10.9288,10.9287,6.5536,0.1968,2.7498,2.8462,1.3014,1.6508,14.0591,0.0247,-0.004
