Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.4249,0.739,20.7062,20.7062,53.8691,44.3843,43.8326,0.1268,10.0985,10.0985,5.555,5.8072,80.4302,1.547,1.7776
2021-12-31,0.4257,0.7412,16.1783,16.1783,50.7882,44.0155,43.7632,0.1153,9.1864,9.1864,5.0465,5.2759,78.2321,-0.0731,-2.723
2020-12-31,0.413,0.7035,20.6236,20.6236,52.7046,35.8264,35.9642,0.1199,7.698,7.698,4.3112,4.5189,77.0616,-0.7858,5.1783
2019-12-31,0.399,0.6639,27.0031,27.0031,56.9493,34.3757,33.8108,0.1216,7.1528,7.1528,4.1112,4.2988,78.142,0.0618,-3.541
2018-12-31,0.3984,0.6621,25.5931,25.5931,54.5318,42.6352,42.6575,0.1243,9.1621,9.1621,5.3001,5.5123,76.7653,0.3097,2.7152
2017-12-31,0.4137,0.7056,26.4342,26.4342,54.4062,40.6184,40.5099,0.1172,8.4391,8.4391,4.7606,4.948,75.2245,0.6582,1.5726
2016-12-31,0.4087,0.6912,28.3715,28.3715,54.5448,50.5567,50.5561,0.1145,10.1629,10.1629,5.7855,6.0091,74.065,0.4561,2.1816
2015-12-31,0.3962,0.6562,28.9534,28.9534,54.5917,40.0434,39.9799,0.1096,7.5375,7.5375,4.3808,4.5512,71.8276,1.2286,-0.7934
2014-12-31,0.4177,0.7174,25.7756,25.7756,51.1771,39.6731,40.5663,0.1044,7.2863,7.2863,4.0838,4.2427,68.5074,1.0647,2.7896
2013-12-31,0.4163,0.7133,4.6989,4.6989,42.4609,3.9528,24.1394,0.0954,0.6724,0.6724,0.3773,0.3925,66.4497,0.1741,0.0581
2012-12-31,0.3602,0.563,21.6356,21.6356,47.5008,25.0274,42.3603,0.0897,3.6608,3.6608,2.244,2.3423,59.7956,0.7874,-4.0746
2011-12-31,0.4498,0.8176,15.3761,15.3761,42.0186,15.5779,49.0644,0.1061,3.1853,3.1853,1.653,1.7524,46.25,0.8057,-0.9079
2010-12-31,0.5451,1.1983,10.8319,10.8319,38.6224,10.9223,20.7438,0.1078,2.7764,2.7764,1.177,1.263,38.5987,-0.7481,1.01
2009-12-31,0.5658,1.3032,11.7576,11.7576,38.1116,9.9645,18.7544,0.1113,2.7113,2.7113,1.1089,1.1772,37.4116,4.6722,-0.0757
