Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,1.0585,0.4259,0.7452,11.5229,0.9118,0.9118,1.9862,1.3573,0.8316,1.8804,10.8911,33.5135,4.9708,-77.9507,1.5637,2.8538,43.9053,3.6361,3.4521
2021-12-31,1.106,0.4081,0.6993,11.2707,1.4161,1.4161,2.5877,1.4391,1.0692,1.6074,10.2943,35.4564,4.9592,-203.9695,1.7046,2.9356,46.2506,-2.3812,-2.4217
2020-12-31,1.0838,0.3919,0.6482,13.6939,2.7737,2.7737,3.9068,2.4956,1.6271,1.6169,11.4599,31.8502,6.9307,-155.3247,2.6106,4.2145,44.5158,5.9746,6.2105
2019-12-31,1.5715,0.5186,1.0843,11.8477,2.3862,2.3862,3.2476,2.3875,1.7699,1.8207,11.948,30.5491,10.3405,35.0656,3.1932,4.9778,30.5001,0.4309,0.3884
2018-12-31,1.0023,0.3764,0.6071,14.0079,2.4253,2.4253,3.2487,2.2756,1.4971,1.9454,11.673,31.2687,8.1177,50.8243,2.8931,5.062,26.6996,-1.1167,-1.6165
2017-12-31,0.9326,0.4062,0.6846,11.99,2.4782,2.4782,3.2243,2.3438,1.7114,2.2138,14.1758,25.7481,11.7716,112.6918,3.6971,6.9902,19.7882,-1.4308,-1.6919
2016-12-31,0.9701,0.4404,0.7878,13.6528,3.1103,3.1103,3.7949,2.8567,1.384,2.0105,12.6305,28.8983,9.494,-161.2069,2.7776,5.3125,17.1854,2.9707,2.6472
2015-12-31,0.9934,0.3593,0.5632,12.065,3.0975,3.0975,3.7522,3.0624,1.5598,3.1012,17.7952,20.5112,16.5129,36.0161,4.878,10.5792,9.0076,-2.4072,-2.5888
2014-12-31,1.0176,0.334,0.5043,11.4976,2.8019,2.8019,3.3394,2.7597,1.6365,2.8434,18.1579,20.1015,14.9742,30.0345,4.4815,9.9733,7.3586,3.3827,3.2571
2013-12-31,1.1546,0.3489,0.5382,11.1203,2.5499,2.5499,3.1667,2.4763,1.5189,3.0782,25.3217,14.4145,13.033,19.1489,4.5905,8.4861,5.6174,0.3994,0.4787
2012-12-31,1.1436,0.3596,0.565,10.0247,1.3317,1.3317,2.1455,1.5166,0.0247,2.9237,32.25,11.3178,7.9684,11.2225,2.7398,5.1032,4.5566,0.0517,0.0213
2011-12-31,1.1222,0.2711,0.3754,14.9996,3.9107,3.9107,5.0299,3.6141,2.1341,2.3793,33.0993,11.0274,12.5652,18.7658,5.3719,9.1583,4.6025,0.4096,0.646
2010-12-31,0.8583,0.2914,0.4148,14.2713,3.531,3.531,4.7,3.4683,2.1319,2.2884,32.6499,11.1792,11.8413,19.2658,4.8553,8.3904,4.016,-0.5629,-0.6817
2009-12-31,0.8606,0.3314,0.4968,14.2841,3.3668,3.3668,4.4393,3.3515,2.0393,2.4101,39.6581,9.2037,14.3144,23.8121,5.2085,9.57,3.5864,1.4001,0.9313
