Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.3732,0.7253,27.4324,21.9327,0.0402,11.9492,17.1743,0.9202,6.9027,72.1756,51.0436,51.326
2021-12-31,0.33,0.5547,26.2935,21.3267,0.0383,10.6078,15.0229,0.8559,6.5943,74.7658,-28.6356,-29.3331
2020-12-31,0.3451,0.8094,24.9591,19.4318,0.0369,10.1985,14.4997,0.769,6.0492,74.1882,-5.3369,-4.9514
2019-12-31,0.3386,0.5915,23.0887,17.1037,0.0478,10.443,15.1027,0.9128,6.0693,68.3597,-11.7995,-12.1354
2018-12-31,0.3096,0.6172,25.5943,19.8415,0.0495,12.3201,17.377,1.0601,7.237,65.1065,8.7741,8.8317
2017-12-31,0.3424,0.6993,26.5891,17.5071,0.0472,11.2756,14.6847,0.9043,6.3529,60.7018,12.4714,12.3437
2016-12-31,0.3501,0.8207,20.7904,19.2998,0.042,11.8904,15.6939,0.883,6.5638,55.556,9.1734,9.3253
2015-12-31,0.3523,0.8398,22.2072,17.8585,0.0422,10.7422,14.4568,0.8077,6.0677,52.8835,-2.0933,-2.8044
2014-12-31,0.3201,1.0957,23.7432,19.0764,0.0374,10.4404,15.0033,0.7376,6.4456,51.3686,3.1482,3.0123
2013-12-31,0.3225,1.0527,27.044,20.4504,0.0405,10.3082,17.109,0.8426,6.8158,46.94,-8.4644,-8.5791
2012-12-31,0.2625,0.9745,28.6573,20.9179,0.0434,10.1129,16.6842,0.926,7.2832,45.4997,-2.7838,-2.9209
2011-12-31,0.2954,1.1406,26.4332,19.6164,0.0442,10.1598,17.0002,0.8855,6.9745,39.797,5.1485,5.074
2010-12-31,0.3246,1.7484,23.3647,17.2491,0.0556,8.748,16.2134,0.9694,5.908,35.4574,10.579,10.7385
2009-12-31,0.3788,3.0441,29.7374,-24.0726,0.0538,12.4422,22.1744,1.1415,7.7286,29.2787,-8.9261,-9.6118
