Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.255,1.4374,29.898,21.5813,0.011,3.8914,3.814,0.247,2.6665,52.9249,-4.2877,-4.4002
2022-06-30,0.2844,0.8224,30.6428,22.1914,0.0112,3.8901,3.8171,0.2511,2.5612,53.1209,-7.7129,-7.8153
2022-03-31,0.2339,0.6429,29.7548,21.553,0.0099,3.6988,3.6357,0.2256,2.6138,54.7548,3.577,3.4534
2021-12-31,0.233,0.6464,30.3604,23.384,0.0091,3.6508,3.5931,0.221,2.5938,57.8393,9.7742,9.6281
2021-09-30,0.25,0.8536,31.461,23.0447,0.0097,3.5927,3.5352,0.234,2.4942,57.2992,2.3004,2.1763
2021-06-30,0.2748,0.8584,30.2682,22.6094,0.0093,3.3653,3.3122,0.2137,2.258,56.7336,-5.9103,-6.0461
2021-03-31,0.2791,0.8692,30.7363,22.0156,0.0098,3.5477,3.488,0.2288,2.3602,55.049,0.3269,0.2757
2020-12-31,0.2819,0.7615,24.4949,14.9567,0.009,2.2299,2.1938,0.1417,1.4799,56.1158,7.0603,6.9022
2020-09-30,0.307,1.1551,26.263,18.7458,0.0098,2.7538,2.7065,0.1936,1.7626,55.6364,-0.3746,-0.4991
2020-06-30,0.3113,1.175,27.9981,21.4221,0.0095,2.9846,2.9303,0.2069,1.8956,54.6977,15.1879,14.9999
2020-03-31,0.2757,1.333,30.2024,21.3664,0.0094,3.6079,3.5386,0.223,2.4005,52.2932,-12.7983,-12.9775
2019-12-31,0.265,1.0627,30.7613,22.4963,0.0113,3.7799,3.5703,0.2712,2.4593,52.8876,7.5611,7.0608
2019-09-30,0.2718,1.1378,32.9212,23.7685,0.0124,3.8734,3.7989,0.3093,2.5906,51.0251,2.7182,2.6133
2019-06-30,0.2697,1.1337,33.5008,25.3453,0.012,3.924,3.8465,0.3077,2.6317,50.2836,0.4035,0.3174
2019-03-31,0.2441,1.118,30.5355,22.2702,0.0122,3.5658,3.4943,0.2848,2.4716,48.7704,1.3394,1.2979
2018-12-31,0.2445,1.3385,32.2258,26.794,0.0114,4.2581,4.1661,0.31,2.9469,47.9805,2.0288,1.7682
2018-09-30,0.2454,1.3224,32.4277,24.0814,0.0112,3.9494,3.8641,0.2829,2.7267,46.8145,6.4896,6.4187
2018-06-30,0.2352,1.4505,33.71,25.555,0.0111,4.1201,4.0314,0.289,2.8826,46.388,1.4595,1.3826
2018-03-31,0.2382,1.1123,32.7045,24.6315,0.0114,4.0839,3.969,0.2943,2.8428,45.4507,-2.1044,-2.1308
2017-12-31,0.2399,1.2133,30.3026,23.4017,0.0104,3.8204,3.7105,0.2573,2.6532,45.179,3.6987,3.5776
2017-09-30,0.2527,1.1959,30.8091,20.7884,0.0103,3.2144,3.0959,0.2271,2.1936,44.6977,2.4372,2.3333
2017-06-30,0.255,0.8066,29.4233,19.726,0.0106,2.9164,2.8068,0.2133,1.9824,44.0635,-2.047,-2.1589
2017-03-31,0.2368,0.7994,30.4108,19.5192,0.0106,3.0355,2.9191,0.2273,2.1119,43.4595,3.4024,3.3404
2016-12-31,0.2412,0.9102,30.8295,19.4792,0.0102,2.9983,2.8808,0.215,2.0699,42.7392,3.645,3.4137
2016-09-30,0.2489,0.8202,30.7142,20.6871,0.0101,2.9617,2.8447,0.2145,2.0197,42.3078,5.1566,5.0418
2016-06-30,0.2629,1.1285,29.9083,19.4893,0.0109,3.0714,3.1221,0.2164,2.1657,39.5051,-0.9262,-1.0136
2016-03-31,0.2647,0.9012,30.2357,19.8148,0.0101,2.9061,2.9534,0.2083,2.0429,38.7125,-1.2859,-1.3381
2015-12-31,0.2654,0.9303,29.8162,18.55,0.0101,2.8771,2.9256,0.205,2.0191,37.9683,5.7658,5.5814
2015-09-30,0.2651,0.9195,30.3046,19.6311,0.0097,2.7942,2.842,0.1955,1.9626,37.992,-4.4262,-4.4813
2015-06-30,0.2639,0.7819,32.4986,20.8073,0.0106,3.2198,3.2769,0.2244,2.2648,37.5744,4.4064,4.3336
2015-03-31,0.2694,0.8215,30.7287,19.7366,0.0106,2.8069,2.8551,0.2157,1.9582,36.8841,2.0859,1.9776
2014-12-31,0.2863,0.8158,30.6805,19.6256,0.0103,3.0271,3.0825,0.2219,2.0611,36.2006,-1.4194,-1.5493
2014-09-30,0.2831,0.7942,28.1954,18.9545,0.0097,2.5079,2.5548,0.184,1.7163,36.2735,-1.1205,-1.1988
2014-06-30,0.2988,0.6798,25.0254,16.8161,0.0102,2.2617,2.426,0.172,1.5859,34.1388,4.2246,4.1448
2014-03-31,0.3351,0.8062,25.9759,17.4843,0.01,2.2822,2.4491,0.1747,1.5175,33.6107,2.2527,2.1962
2013-12-31,0.3348,0.9383,23.6205,15.4778,0.0101,2.1448,2.3022,0.1648,1.4267,33.3387,-0.4927,-0.854
2013-09-30,0.2948,0.8436,28.9292,19.8139,0.0109,2.6416,2.8368,0.2152,1.863,32.7097,9.2991,9.4099
2013-06-30,0.3213,1.1219,28.1438,18.5032,0.0104,2.4739,2.6563,0.1965,1.6791,32.1673,-6.6185,-6.7004
2013-03-31,0.3375,0.9358,24.964,16.8829,0.0104,2.1545,2.3155,0.176,1.4274,31.8178,1.3011,1.2515
2012-12-31,0.3529,0.7907,23.1367,17.1349,0.0099,2.228,2.3994,0.1721,1.4418,31.5049,0.0938,-0.0946
2012-09-30,0.3643,0.7587,27.6468,18.2857,0.0103,2.3738,2.5564,0.191,1.5091,31.4105,1.0528,1.0069
2012-06-30,0.3544,0.9891,27.0666,17.9868,0.0104,2.4302,2.6192,0.1901,1.569,30.7267,-0.902,-0.931
2012-03-31,0.3669,1.0447,24.6564,16.566,0.0105,2.2317,2.4108,0.176,1.413,29.9531,3.1363,3.0953
2011-12-31,0.3893,1.0513,18.1722,13.6344,0.0094,1.8293,1.9771,0.1299,1.1172,29.5313,5.7551,5.5829
2011-09-30,0.3887,0.9007,26.499,17.652,0.0099,2.3823,2.5745,0.1773,1.4563,29.68,-2.8961,-3.0209
2011-06-30,0.3956,1.3469,24.5507,16.0676,0.0096,2.1636,2.3064,0.1561,1.3077,29.152,2.0281,1.961
2011-03-31,0.4045,1.7326,26.0505,16.9102,0.0095,2.1795,2.3151,0.1629,1.2979,28.6523,0.3,0.2634
2010-12-31,0.4178,1.4489,25.0438,17.6965,0.0102,2.3,2.4435,0.1874,1.339,28.193,-0.5382,-0.6694
2010-09-30,0.3965,1.7924,27.6207,18.1036,0.0106,2.2988,2.4431,0.1928,1.3873,27.9474,0.6334,0.5163
2010-06-30,0.4306,1.8252,32.7937,21.8333,0.0114,3.0153,3.2056,0.2493,1.717,27.3434,3.0198,2.9749
2010-03-31,0.4055,1.5282,27.7655,18.3238,0.0112,2.4383,2.597,0.206,1.4496,26.6574,0.1435,0.0635
2009-12-31,0.425,2.2864,30.9973,22.2457,0.011,3.1733,3.3889,0.2438,1.8245,26.1176,1.4379,1.3163
2009-09-30,0.4324,2.1012,30.1387,21.9074,0.011,3.0193,3.2275,0.2412,1.7137,25.7688,1.402,1.3321
2009-06-30,0.4475,1.9658,48.4516,23.185,0.013,5.1267,5.4897,0.4187,2.8324,25.3878,-0.539,-0.6847
2009-03-31,0.4066,2.3648,29.2273,16.5514,0.0107,3.223,2.6363,0.2062,1.4716,29.1712,1.9911,1.7674
