Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-06-30,1.0114,0.664,1.9764,27.8888,13.3103,13.3103,21.4377,11.7742,9.4428,0.6989,6.0293,60.5382,28.0898,-20.3973,6.5995,9.4379,16.3606,-1.6912,-1.606
2021-06-30,0.9793,0.6824,2.1489,28.4939,13.5891,13.5891,20.2916,13.9416,10.9638,0.615,6.0877,59.9574,30.262,-16.4124,6.7428,9.6108,15.5823,0.321,0.4625
2020-06-30,0.9903,0.5075,1.3275,27.9068,13.7977,13.7977,20.4063,12.7953,10.212,0.9262,6.3672,57.3249,34.3458,-50.7294,9.4585,16.916,11.6985,-0.0808,-0.3133
2019-06-30,1.2987,0.566,1.3041,28.2037,14.9649,14.9649,20.9252,13.9219,11.0518,1.1241,6.5696,55.5591,42.7545,-51.9113,12.423,18.5573,9.8644,-0.5672,-0.3652
2018-06-30,1.2751,0.4905,0.9626,26.8482,13.8109,13.8109,18.7071,12.9564,9.8824,1.3102,7.0405,51.843,39.0991,-65.3582,12.9482,19.9236,9.4093,1.4901,1.6182
2017-06-30,1.3285,0.5233,1.0979,24.9771,12.8905,12.8905,17.2887,11.7825,7.8888,1.3152,7.0273,51.9402,32.553,-50.9114,10.3753,15.5183,8.6163,0.6712,0.3509
2016-06-30,1.8604,0.46,0.9713,31.795,17.2661,17.2661,21.4429,16.1857,10.6144,1.0085,6.3895,57.125,29.4118,-187.2715,10.7042,15.8816,8.8377,0.1205,0.0318
2015-06-30,1.6927,0.4263,0.743,32.1431,17.3298,17.3298,21.2011,16.2906,10.6562,1.1377,6.0612,60.2192,30.9442,-120.4279,12.1236,17.7529,7.8494,0.3549,0.1474
2014-06-30,1.8179,0.3527,0.545,31.1415,16.3487,16.3487,20.1564,15.4613,10.2815,1.1669,6.0217,60.6145,27.3474,-1077.873,11.9976,17.7009,8.0477,0.9638,0.9437
2013-06-30,1.7189,0.3913,0.6428,27.275,13.296,13.296,17.1384,13.296,8.7255,1.2044,5.4946,66.4292,25.9927,-255.5422,10.5094,15.8225,6.8571,-0.1189,-0.1584
2012-06-30,1.8947,0.3814,0.6166,25.5437,8.7215,8.7215,12.7154,8.7215,5.3657,1.1589,6.2139,58.7391,14.6972,-171.7033,6.289,9.0916,6.8149,0.7913,0.7538
2011-06-30,0.96,0.1349,0.6576,25.3727,12.4464,12.4464,15.7829,12.4464,7.8269,1.1381,5.3293,68.4891,21.5477,-200.9358,9.0231,18.6415,6.4454,-1.1009,-1.0215
2010-06-30,2.0403,0.2865,0.4016,26.8332,15.4852,15.4852,18.0654,15.4852,8.6004,1.2312,6.2354,58.5368,27.89,89.503,12.5446,19.8992,6.2469,0.6312,0.5134
2009-06-30,1.4349,0.2628,0.3565,27.1539,16.6908,16.6908,19.2812,16.6908,10.7718,0.7471,5.4409,67.0839,24.5435,56.0835,8.0405,18.0926,6.5255,1.9576,1.7684
