Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.4418,1.0811,39.5929,29.8259,0.0377,16.0805,23.3019,1.1791,7.8799,25.3546,5.4476,5.1397
2021-12-31,0.3474,0.589,42.5529,32.1718,0.0391,13.7852,16.8707,1.3121,8.1396,32.5289,3.2865,3.3697
2020-12-31,0.3932,0.7124,27.5825,20.307,0.0318,6.7969,7.9023,0.6972,3.747,32.4247,-2.0176,-2.172
2019-12-31,0.4138,0.766,40.7276,30.7683,0.0464,12.9265,15.9421,1.4832,6.9444,29.909,-1.6333,-1.8181
2018-12-31,0.4703,1.0415,41.1275,31.5038,0.046,14.6994,17.1409,1.5013,7.1489,25.1303,2.1683,2.3137
2017-12-31,0.4789,1.1769,44.0615,31.1345,0.0476,14.6417,16.9123,1.5343,7.0042,23.3783,-0.737,-0.694
2016-12-31,0.4699,1.1123,36.9973,24.6649,0.042,10.355,11.812,1.0853,5.0392,21.6289,-0.2587,-0.2971
2015-12-31,0.4991,1.1007,38.5179,26.4169,0.0435,11.734,13.4787,1.2095,5.3851,20.2145,0.5311,0.5747
2014-12-31,0.4886,1.064,35.3495,24.4379,0.0414,10.346,11.9829,1.0692,4.8413,19.0098,-2.6729,-2.4793
2013-12-31,0.3971,0.7724,39.6097,27.428,0.0503,13.4344,16.2745,1.3998,7.5271,17.1003,2.4314,2.4341
2012-12-31,0.3398,1.0365,35.1296,24.4953,0.0516,11.7762,14.8155,1.2913,7.5495,15.6028,0.2125,0.0714
2011-12-31,0.4222,1.0012,32.7608,19.5742,0.0478,10.0988,12.835,1.1097,5.66,14.4063,-1.6447,-1.7118
2010-12-31,0.4043,0.8104,19.6038,10.4275,0.0432,7.2223,6.9858,0.6783,3.1855,17.6824,-1.0895,-1.0695
2009-12-31,0.4377,0.8968,16.6993,11.1256,0.0405,7.4535,7.1734,0.65,3.0703,16.9759,5.2259,4.9118
