Date,current-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,4.397,67.436,25.3463,25.3463,31.6528,25.8237,21.2513,0.4796,2.2685,6.6046,55.2645,12.098,13.3718,10.3623,12.098,31.7503,-1.5937,-2.1363
2021-12-31,5.0834,69.3245,31.8909,31.8909,37.7086,33.1045,29.8524,0.4213,2.9835,7.2954,50.0316,14.4593,15.7462,12.7488,14.4593,33.4121,1.5989,1.6168
2020-12-31,6.8648,65.6479,24.0868,24.0868,30.8164,27.6937,24.3346,0.3902,2.4891,6.752,54.0583,10.9313,11.9613,9.5515,10.9313,27.6383,-0.3463,-0.1048
2019-12-31,4.5259,69.4474,30.6911,30.6911,35.5164,33.5425,30.7983,0.4601,2.2977,6.9413,52.5841,16.6789,18.3357,14.1968,16.6789,23.8066,1.1776,0.5159
2018-12-31,5.2805,69.9237,32.2056,32.2056,35.7876,34.3564,30.2857,0.4746,2.7386,5.4583,66.8706,16.8224,18.1865,14.3372,16.8224,19.4687,0.0031,0.0239
2017-12-31,4.2379,70.1676,33.8697,33.8697,37.3749,35.2049,21.3785,0.5432,3.8814,6.1788,59.0732,14.0344,15.3051,11.6137,14.0344,14.1894,0.2054,-0.1888
2016-12-31,5.4491,69.939,35.0896,35.0896,38.8657,36.405,27.2788,0.4172,4.463,6.2913,58.017,12.7782,13.239,11.3814,12.7782,16.5458,0.7097,0.7947
2015-12-31,4.4633,66.176,31.0351,31.0351,35.8958,31.8109,24.6938,0.4859,4.8035,6.0472,60.3588,13.6312,14.7362,11.9985,13.6312,12.8327,0.4033,0.4771
2014-12-31,3.6151,66.3227,25.5571,25.5571,30.6375,25.7541,19.6463,0.5384,3.951,6.7652,53.953,12.3927,13.7082,10.5774,12.3927,10.2593,-0.4781,-0.4995
2013-12-31,5.0732,70.381,37.6363,37.6363,42.2321,38.4486,29.6234,0.5734,3.7355,7.5153,48.5678,19.1638,20.5205,16.9861,19.1638,10.1844,0.2372,0.2561
2012-12-31,4.7131,72.0718,40.302,40.302,42.9548,41.0272,30.1359,0.5368,5.0082,5.8839,62.0339,18.3403,19.6669,16.1756,18.3403,9.8952,0.3282,0.2487
2011-12-31,4.5736,72.4862,39.5379,39.5379,43.4701,40.3858,28.1739,0.5737,4.3131,5.899,61.8753,18.7141,20.1449,16.1634,18.7141,7.4798,0.3681,0.4036
2010-12-31,4.6596,72.8946,39.2923,39.2923,43.4112,40.5025,27.0205,0.5911,4.4124,5.7253,63.7523,18.7396,20.5889,15.9722,18.7396,5.8195,0.3931,0.2798
2009-12-31,4.177,71.3838,35.8677,35.8677,39.1561,37.6449,22.1061,0.5814,5.2274,5.1227,71.2517,15.1304,16.9732,12.853,15.1304,4.4367,1.1117,0.9603
