Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.3758,0.7339,1.8815,1.8815,1.8815,1.4863,0.0343,1.5792,2.4502,0.0615,0.9857,32.1716,5.478,5.478
2022-06-30,0.2784,0.4756,-0.0129,-0.0129,-0.0129,0.6621,0.0235,0.3693,0.4891,0.0208,0.2665,46.8504,5.495,5.495
2022-03-31,0.2121,0.3334,4.538,4.538,4.538,3.8462,0.0218,1.2427,1.5069,0.0931,0.9791,66.5643,2.3528,2.3528
2021-12-31,0.1783,0.2686,6.5011,6.5011,6.5011,5.854,0.0264,1.7875,2.0803,0.1594,1.4688,82.0663,6.0627,6.0627
2021-09-30,0.1761,0.2642,12.0793,12.0793,12.0793,8.9973,0.0222,2.2918,2.6619,0.2086,1.8883,82.0964,4.1627,4.1627
2021-06-30,0.1809,0.272,24.2226,24.2226,24.2226,18.171,0.024,4.9148,5.7196,0.4413,4.0255,80.6253,2.5859,2.5859
2021-03-31,0.1883,0.2842,1.8699,1.8699,1.8699,1.8635,0.0202,0.5489,0.646,0.0472,0.4455,75.3001,1.6769,1.6769
2020-12-31,0.1711,0.2539,0.8446,0.8446,0.8446,0.6386,0.0244,0.2112,0.2442,0.0199,0.175,83.79,5.6467,5.6467
2020-09-30,0.1737,0.2578,5.7633,5.7633,5.7633,3.9525,0.0205,0.9637,1.1042,0.0908,0.7963,81.2404,4.1493,4.1493
2020-06-30,0.1693,0.2493,1.3973,1.3973,1.3973,0.4823,0.0184,0.1975,0.2249,0.0195,0.1641,83.6693,0.9417,0.9417
2020-03-31,0.1708,0.2549,30.8192,30.8192,30.8192,23.8449,0.0248,6.2458,7.179,0.5966,5.1793,77.6393,2.0076,2.0076
2019-12-31,0.1789,0.2688,-0.2158,-0.2158,-0.2158,3.1266,0.0232,0.8858,1.0302,0.0794,0.7274,72.5218,5.4082,5.4082
2019-09-30,0.174,0.2586,14.9427,14.9427,14.9427,11.5216,0.0251,3.1915,3.6905,0.2948,2.6362,74.6182,4.51,4.51
2019-06-30,0.1833,0.276,13.128,13.128,13.128,9.6245,0.0239,2.7262,3.1956,0.2385,2.2265,68.4309,2.5285,2.5285
2019-03-31,0.1913,0.2951,10.6981,10.6981,10.6981,8.2751,0.0229,2.3579,2.8082,0.1942,1.9068,61.8177,2.1509,2.1509
2018-12-31,0.2078,0.3267,15.777,15.777,15.777,12.8336,0.0228,3.8937,4.7363,0.2999,3.0847,55.2444,1.1474,1.1474
2018-09-30,0.2184,0.3458,6.6241,6.6241,6.6241,5.4024,0.0233,1.7661,2.1596,0.131,1.3803,52.5103,3.6862,3.6862
2018-06-30,0.2249,0.3575,5.1971,5.1971,5.1971,3.9887,0.03,1.6607,2.0166,0.1266,1.2872,53.8237,5.5026,5.5026
2018-03-31,0.2293,0.3625,11.1854,11.1854,11.1854,8.4228,0.0208,2.2245,2.6873,0.1764,1.7143,55.1773,1.2409,1.2409
2017-12-31,0.2221,0.347,6.0669,6.0669,6.0669,14.3434,0.022,3.9324,4.6976,0.3216,3.0591,56.4112,1.8388,1.8388
2017-09-30,0.2392,0.3735,2.9992,2.9992,2.9992,-0.5998,0.0224,1.5506,1.8633,0.1226,1.1797,54.0119,4.4684,4.4684
2017-06-30,0.2294,0.3466,6.6393,6.6393,6.6393,5.6414,0.0166,1.2287,1.4199,0.0925,0.9468,65.5113,3.1723,3.1723
2017-03-31,0.232,0.3524,7.1639,7.1639,7.1639,5.7939,0.0164,1.3978,1.6202,0.1041,1.0735,62.9859,1.9095,1.9095
2016-12-31,0.2074,0.312,2.6603,2.6603,2.6603,-18.4712,0.0125,0.3648,0.4224,0.0275,0.2892,61.799,5.0966,5.0966
2016-09-30,0.2082,0.3059,7.3202,7.3202,7.3202,3.6064,0.0166,1.305,1.4868,0.1075,1.0333,71.3985,2.6376,2.6376
2016-06-30,0.2068,0.302,-0.656,-0.656,-0.656,0.4198,0.0162,0.1436,0.164,0.0121,0.1139,72.2365,3.8681,3.8681
2016-03-31,0.2249,0.3332,15.852,15.852,15.852,11.908,0.0201,2.9,3.326,0.2401,2.2478,69.1517,1.7256,1.7256
2015-12-31,0.2447,0.3721,-8.1081,-8.1081,-8.1081,10.0522,0.0096,-0.6124,-0.7109,-0.0477,-0.4626,62.3107,4.0227,4.0227
2015-09-30,0.2275,0.3409,11.996,11.996,11.996,6.6386,0.0204,1.6876,1.9498,0.1358,1.3037,63.6798,2.3271,2.3271
2015-06-30,0.2305,0.3466,6.8848,6.8848,6.8848,6.4456,0.018,1.6009,1.8572,0.1246,1.232,62.5894,3.7394,3.7394
2015-03-31,0.2277,0.3391,16.3495,16.3495,16.3495,11.3736,0.0203,2.9107,3.3485,0.2352,2.2479,66.6883,2.3649,2.3649
2014-12-31,0.2201,0.3277,10.8583,10.8583,10.8583,7.7933,0.0212,2.1045,2.4359,0.1692,1.6412,64.103,4.737,4.737
