Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.3389,0.935,35.6316,27.3651,0.0102,3.0238,6.1825,0.2985,1.7797,45.834,2.8252,2.8252
2022-06-30,0.3249,0.6993,34.7192,26.5135,0.0101,2.7199,5.1584,0.281,1.6417,47.4965,2.9611,2.9611
2022-03-31,0.3418,0.5984,32.214,24.4834,0.01,2.4259,4.4175,0.2603,1.433,48.8533,-0.1401,-0.1401
2021-12-31,0.3414,0.5948,34.7328,26.8831,0.0105,2.5592,4.3143,0.296,1.523,52.1691,3.5581,3.2306
2021-09-30,0.3545,0.625,35.9169,27.2881,0.0112,2.7384,4.4265,0.3216,1.5964,51.6147,-0.1571,-0.1571
2021-06-30,0.3572,0.6383,34.073,25.6246,0.0117,2.6888,4.2441,0.3176,1.5597,51.1968,2.4719,2.4719
2021-03-31,0.3574,0.643,33.5664,24.5491,0.0105,2.4246,3.8429,0.2846,1.3945,50.4712,-0.0243,-0.0243
2020-12-31,0.3583,0.6443,29.9781,22.4333,0.0107,2.1157,3.2081,0.2612,1.2035,52.5679,1.7724,1.6996
2020-09-30,0.3695,0.6753,27.1015,20.7338,0.0103,1.8426,2.7645,0.2286,1.0281,51.9042,0.3072,0.2122
2020-06-30,0.3795,0.6944,22.8566,17.9431,0.01,1.5517,2.4005,0.19,0.8629,51.115,-0.0134,-0.1038
2020-03-31,0.4985,1.1861,27.2785,20.8987,0.0093,1.7295,2.8873,0.21,0.807,49.0263,3.4091,3.0673
2019-12-31,0.3831,0.8948,25.4488,20.3243,0.0073,1.1813,1.9819,0.1535,0.6729,49.59,-0.667,-0.7923
2019-09-30,0.4413,1.1121,36.2439,25.4678,0.0122,2.8312,3.9667,0.3497,1.432,42.1544,2.2876,2.2207
2019-06-30,0.4161,1.0384,38.9896,29.338,0.0124,3.0824,4.3699,0.3833,1.6267,41.4668,1.2064,1.1678
2019-03-31,0.4447,1.0049,35.545,27.3059,0.012,2.8674,4.1341,0.3505,1.4349,40.3215,-0.9624,-1.0064
2018-12-31,0.44,0.9572,36.1489,26.9864,0.0124,2.9677,4.3561,0.3567,1.4939,39.5349,1.742,1.2787
2018-09-30,0.4364,1.096,37.5851,28.2694,0.0125,3.1127,4.6081,0.3764,1.5758,38.9388,1.9927,1.9927
2018-06-30,0.4467,0.9271,37.3178,28.2434,0.0123,3.0696,4.4613,0.3691,1.5247,38.5204,1.4267,1.4267
2018-03-31,0.4411,0.9349,36.688,27.976,0.0121,2.9727,4.335,0.3584,1.4904,38.0403,0.3894,0.3894
2017-12-31,0.4433,0.9627,32.0762,22.4826,0.0123,2.5036,3.6428,0.3009,1.2504,37.9729,2.0446,2.0446
2017-09-30,0.4114,0.964,35.0577,22.2181,0.0122,2.4179,3.513,0.2941,1.2777,37.8403,1.8547,1.8547
2017-06-30,0.4173,0.9186,35.9559,23.1985,0.0123,2.4692,3.5667,0.3047,1.294,37.5563,1.624,1.624
2017-03-31,0.4188,0.7878,20.1368,14.3617,0.0119,1.5794,2.3026,0.1932,0.8246,37.0053,0.192,0.192
2016-12-31,0.4233,0.781,35.7968,22.7868,0.0118,2.3927,3.498,0.2932,1.2391,36.9696,3.0486,3.0486
2016-09-30,0.4308,0.892,34.8439,22.8104,0.0118,2.3744,3.4251,0.2884,1.2144,37.0842,-0.2714,-0.2714
2016-06-30,0.451,0.871,31.8285,20.5235,0.0119,2.1993,3.1918,0.2646,1.0835,36.5169,1.2098,1.2098
2016-03-31,0.447,0.9545,34.5616,22.3211,0.0111,2.2633,3.1381,0.2684,1.1163,36.0938,-0.1645,-0.1645
2015-12-31,0.4651,1.0008,33.1799,21.0042,0.0114,2.1911,3.1464,0.2582,1.0605,35.0361,1.6746,1.6746
2015-09-30,0.4772,1.0073,32.1413,20.9451,0.0112,2.1613,3.0956,0.2553,1.0221,34.9471,2.4273,2.4273
2015-06-30,0.4808,1.0805,26.0072,20.3223,0.0117,2.2238,3.0244,0.2623,1.0351,34.264,0.8407,0.8407
2015-03-31,0.4865,1.0739,35.6561,22.0815,0.0117,2.4712,3.3164,0.2891,1.1354,34.2082,-0.8107,-0.8107
2014-12-31,0.4888,1.1088,38.6983,24.2304,0.0122,2.7694,3.7317,0.3227,1.2644,33.8242,2.3468,2.3468
2014-09-30,0.479,1.0586,32.023,22.6148,0.0121,2.5471,3.4617,0.2957,1.1849,33.7555,0.8564,0.8564
2014-06-30,0.4778,1.081,31.1181,19.0391,0.0118,2.2329,3.0595,0.2537,1.0394,33.304,0.3313,0.3313
2014-03-31,0.4982,1.1322,37.4435,22.4029,0.012,2.7347,3.7752,0.3103,1.2207,32.7851,0.8726,0.8726
2013-12-31,0.4851,1.1237,41.492,22.5482,0.013,2.915,4.0963,0.3218,1.3295,32.279,4.9866,4.9866
2013-09-30,0.4801,1.1413,34.0359,12.0179,0.0123,1.5853,2.2522,0.1707,0.7271,31.3423,-0.7939,-0.7939
2013-06-30,0.4682,1.0254,34.758,23.8552,0.0125,2.9701,4.2167,0.3152,1.3927,31.289,2.6315,2.6315
2013-03-31,0.4632,1.0154,34.2631,9.7629,0.0119,1.3394,1.9656,0.1416,0.6474,30.2649,0.6062,0.6062
2012-12-31,0.4739,1.0356,33.6898,22.549,0.0122,2.8733,4.1848,0.2976,1.361,30.3304,1.4781,0.6892
2012-09-30,0.4835,1.0868,30.5631,21.2988,0.0121,2.6309,3.9576,0.2725,1.2477,29.3507,0.0644,0.9394
2012-06-30,0.5438,1.3609,33.8283,23.6659,0.0121,2.9292,4.7878,0.3014,1.2968,27.0838,1.049,0.9925
2012-03-31,0.5601,1.4654,31.4017,21.3472,0.0116,2.4885,4.1639,0.2546,1.0947,25.6023,2.6478,2.6182
2011-12-31,0.555,1.4513,23.0257,18.6013,0.012,2.2883,3.848,0.2291,1.0183,25.0738,-0.0983,0.1511
2011-09-30,0.5581,1.4883,23.653,19.7198,0.0111,2.115,3.527,0.2213,0.9347,25.1628,0.6966,0.5947
2011-06-30,0.5783,1.6553,23.0557,16.9333,0.0114,1.918,3.3722,0.2053,0.8088,24.4643,2.581,2.5016
2011-03-31,0.5754,1.6663,17.2996,13.5624,0.0106,1.4037,2.5311,0.149,0.596,23.9414,2.8845,2.8164
2010-12-31,0.5684,1.661,14.0351,12.5832,0.0105,1.3153,2.3711,0.1381,0.5676,23.7593,0.7927,2.0889
2010-09-30,0.5684,1.6638,14.873,12.6965,0.0105,1.3046,2.2685,0.1393,0.563,24.2041,0.3854,0.3228
2010-06-30,0.5688,1.6826,14.2367,12.0069,0.0113,1.3381,2.3731,0.1444,0.5769,24.1636,2.0441,1.9557
2010-03-31,0.5645,1.7212,15.2874,11.8762,0.0097,1.1738,2.1563,0.1185,0.5111,23.8889,0.9117,0.5353
2009-12-31,0.5683,1.8153,13.2015,11.7985,0.0095,1.1945,2.2258,0.117,0.5157,23.5462,0.5137,0.4302
2009-09-30,0.5691,1.8383,10.0817,10.3542,0.0089,0.9726,1.8098,0.095,0.4191,23.4811,7.4772,7.4216
2009-06-30,0.5504,2.0782,17.4126,8.4615,0.0094,1.4062,2.54,0.1365,0.6322,22.8248,7.6841,7.6222
2009-03-31,0.526,1.9575,28.7808,18.0546,0.0105,2.428,3.2436,0.2217,0.9315,28.8674,-16.4506,-16.5234
