Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.4902,1.2427,13.3722,13.8213,0.0099,1.618,1.7973,0.1397,0.7367,47.4398,1.8722,1.8722
2022-09-30,0.4672,1.1479,23.471,17.3602,0.01,2.2103,2.4611,0.1864,1.0453,47.0062,3.1384,3.1384
2022-06-30,0.4553,1.0421,21.6744,17.2605,0.0087,1.848,2.0467,0.1569,0.8943,47.4017,1.9873,1.9873
2022-03-31,0.4577,1.0289,24.5334,18.4613,0.0095,2.3523,2.5907,0.196,1.1348,47.9404,0.0514,0.0514
2021-12-31,0.4581,1.0262,38.0608,25.6711,0.0109,3.7629,4.0825,0.3285,1.8241,48.9243,1.1816,1.1816
2021-09-30,0.4603,1.0727,34.238,23.6641,0.0103,3.1645,3.4486,0.2765,1.5266,47.8046,-1.2205,-1.2205
2021-06-30,0.4819,1.1665,38.0353,26.6744,0.0111,3.9139,4.2435,0.3466,1.8091,47.0124,-1.9428,-1.9428
2021-03-31,0.4932,1.2861,28.5547,21.7365,0.01,2.8054,3.0608,0.2393,1.2619,45.4824,-0.8319,-0.8319
2020-12-31,0.5342,1.4644,22.5999,15.7028,0.0098,2.1595,2.34,0.182,0.8915,44.8145,-5.5094,-5.5094
2020-09-30,0.5423,1.4884,17.8897,15.6413,0.0096,2.1133,2.2985,0.1769,0.8551,44.0487,-2.128,-2.128
2020-06-30,0.5618,1.6178,-66.2591,-47.532,0.0044,-2.3883,-2.6093,-0.1929,-0.924,43.7236,3.9565,3.9565
2020-03-31,0.5642,1.798,4.8425,0.3063,0.0069,0.3118,0.3426,0.0255,0.12,44.7538,4.177,4.177
2019-12-31,0.5483,1.7698,25.5945,12.9188,0.0109,1.856,2.0781,0.1603,0.7422,45.468,2.8177,2.8177
2019-09-30,0.5426,1.8237,28.6934,18.9397,0.011,2.7836,3.0934,0.2475,1.1321,45.5398,-2.9169,-2.9169
2019-06-30,0.5469,1.7838,36.2032,27.7406,0.011,3.5805,3.9583,0.3295,1.4355,45.2614,-0.1145,-0.1145
2019-03-31,0.5432,1.7256,32.9802,26.5219,0.011,3.3996,3.7874,0.3161,1.3715,44.0459,1.7345,1.7345
2018-12-31,0.5375,1.6991,34.8013,27.9144,0.0108,3.5398,3.9817,0.3246,1.4442,43.0157,3.0936,3.0936
