Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.4091,0.6925,12.4406,12.4406,35.2524,2.953,2.4095,0.1547,0.7643,0.7668,0.4237,0.4516,42.8322,-0.1313,1.6607
2021-12-31,0.4318,0.7599,15.9054,15.9054,38.1144,3.6007,7.0884,0.1358,2.0137,2.0211,1.0727,1.1442,41.5809,-0.282,-16.0517
2020-12-31,0.4498,0.8174,14.6884,14.6884,37.4801,-0.685,21.2517,0.1418,6.1538,6.1788,3.1981,3.3861,40.4445,-0.5339,11.3908
2019-12-31,0.4747,0.9036,23.5553,23.5553,43.9256,10.6007,24.0648,0.1534,3.5281,3.5428,1.7446,1.8534,40.2349,-0.4173,1.2422
2018-12-31,0.459,0.8486,22.9283,22.9283,43.5658,9.0095,16.1313,0.1549,5.5807,5.3469,2.7347,2.8798,40.6245,0.3344,-8.6078
2017-12-31,0.4401,0.786,21.9672,21.9672,43.7109,6.941,10.7397,0.1545,3.8053,3.6387,1.9346,2.028,40.1511,-0.6635,2.9213
2016-12-31,0.4471,0.8087,29.9585,29.9585,51.2234,16.5668,23.6477,0.1483,5.0299,4.7198,2.4875,2.5978,42.1439,0.5933,7.9093
2015-12-31,0.4608,0.8545,28.6737,28.6737,50.3133,16.4805,21.2016,0.133,4.292,4.0255,2.0954,2.1609,42.7757,0.2568,-2.9212
2014-12-31,0.4444,0.7999,26.1194,26.1194,51.5966,11.4912,13.3614,0.1339,2.8721,2.6711,1.4343,1.4765,40.9777,0.154,7.4099
2013-12-31,0.4754,0.9061,19.585,19.585,50.2215,3.5494,2.7325,0.1248,0.8061,0.7406,0.375,0.3863,40.6001,-0.0748,-0.5243
2012-12-31,0.4478,0.811,30.1864,30.1864,60.5975,10.2996,12.2924,0.0923,1.9034,1.7296,0.9248,0.9489,40.4054,0.248,14.8524
2011-12-31,0.4987,0.9948,30.6283,30.6283,63.9785,8.5444,11.9639,0.088,1.86,1.6169,0.7812,0.803,37.8554,0.5279,-11.7103
2010-12-31,0.4857,0.9444,35.3715,35.3715,72.8528,6.3086,18.4735,0.0612,0.9639,0.9144,0.4529,0.4652,32.1767,-0.4816,-11.6799
2009-12-31,0.388,0.634,51.0509,51.0509,85.1854,27.7438,32.7143,0.0822,4.1211,3.8086,2.2775,2.3308,30.8583,3.3265,0.055
