Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.2954,0.4192,16.5679,16.5679,17.0683,15.4004,12.3679,0.3298,20.4628,21.0395,4.0901,14.4186,25.5841,1.3843,0.6731
2021-12-31,0.3289,0.49,15.1244,15.1244,16.4959,13.5679,10.8138,0.2947,15.4628,15.8665,3.2132,10.3778,25.145,2.0973,1.9584
2020-12-31,0.3011,0.4308,10.5611,10.5611,12.2288,8.7024,6.5524,0.2831,8.4256,8.6578,1.8631,5.8886,23.7154,1.7791,2.9884
2019-12-31,0.3003,0.4292,12.7348,12.7348,14.1697,10.7935,8.6298,0.2964,11.1793,11.4981,2.5654,7.8218,22.239,1.7771,3.0231
2018-12-31,0.3373,0.5091,12.6017,12.6017,14.3063,10.5581,8.3304,0.309,11.8447,12.2309,2.6071,7.8491,19.9635,-0.2894,-1.0387
2017-12-31,0.3142,0.4581,11.9726,11.9726,13.4425,10.0559,7.1452,0.3162,10.1508,10.4953,2.2771,6.9616,19.9378,-0.4902,-0.4891
2016-12-31,0.3287,0.4897,13.5525,13.5525,14.6768,11.7117,7.8639,0.3276,11.877,12.2247,2.5829,7.9727,18.6336,-0.0755,-0.3083
2015-12-31,0.3205,0.4716,11.975,11.975,13.1565,10.158,6.9895,0.3316,10.8803,11.2526,2.3198,7.3936,16.6997,0.5649,-0.7068
2014-12-31,0.3468,0.531,15.1547,15.1547,16.4009,13.3568,9.1021,0.3283,14.0481,14.5221,2.9913,9.1755,16.2145,-0.1451,0.6879
2013-12-31,0.3175,0.4651,12.8277,12.8277,14.4363,10.9056,7.8009,0.3118,11.5646,11.8636,2.4587,7.8933,14.6858,0.4941,0.8766
2012-12-31,0.3279,0.4878,14.2221,14.2221,15.9979,12.0533,8.7677,0.2889,11.7783,12.0219,2.5335,7.9167,14.1663,0.0497,-0.4384
2011-12-31,0.3056,0.4402,12.1334,12.1334,13.8404,9.9513,7.5875,0.2802,9.8751,10.0991,2.1253,6.8569,12.801,0.7516,0.4609
2010-12-31,0.3197,0.4699,14.9422,14.9422,16.6963,12.6778,9.4496,0.2695,12.0405,12.3418,2.5483,8.1914,11.693,0.4501,0.3893
2009-12-31,0.3069,0.4429,10.6116,10.6116,12.3916,8.6259,6.9746,0.2557,8.5809,8.8023,1.7836,5.947,10.2258,0.8433,0.762
