Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.1354,0.297,34.0808,24.6878,0.0382,8.5452,11.9846,0.9922,6.8015,149.5708,6.8067,6.6581
2021-12-31,0.163,0.1973,40.4688,29.2903,0.0391,11.5068,13.9689,1.1984,8.6903,139.1215,14.9451,15.1253
2020-12-31,0.213,0.2744,34.3279,24.8133,0.0361,9.0589,11.6852,0.9489,6.5784,126.1527,-11.4014,-11.4159
2019-12-31,0.3077,0.4485,42.3418,30.7435,0.0502,13.3352,17.3883,1.6093,8.4974,120.3723,3.0355,2.389
2018-12-31,0.3533,0.8307,43.2731,31.6759,0.0483,13.4804,17.7272,1.5971,8.0237,111.6179,-3.7384,-3.8984
2017-12-31,0.3338,0.5118,42.529,24.2946,0.0461,9.3766,12.1551,1.1875,5.7736,108.2782,10.713,10.88
2016-12-31,0.3654,0.5858,40.3142,23.9618,0.0414,8.6208,11.149,1.0653,5.0619,105.561,-5.1459,-5.2348
2015-12-31,0.3971,0.7906,37.235,21.9602,0.0366,7.2258,9.4377,0.8793,4.0245,101.3593,4.3331,4.2923
2014-12-31,0.422,0.7458,37.9121,22.5899,0.0448,9.602,12.1492,1.1028,4.9958,93.2334,1.1422,1.587
2013-12-31,0.3112,0.4749,40.5558,24.4044,0.0511,10.9217,14.7623,1.3368,6.9359,86.6218,3.2383,2.9626
2012-12-31,0.3111,0.5569,38.2227,23.4722,0.0489,11.0342,15.6883,1.2402,6.9512,79.5977,-10.4439,-10.5991
2011-12-31,0.419,0.8055,33.0735,21.113,0.0475,10.2238,15.43,1.103,5.3861,73.7666,0.2996,0.3237
2010-12-31,0.484,1.0514,36.3339,22.4704,0.0442,9.6647,15.6392,1.0823,4.5448,69.8203,3.737,3.6579
2009-12-31,0.5691,1.6359,20.7729,13.281,0.0363,5.4095,9.3896,0.5515,2.1113,65.5787,10.3627,9.8489
