Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-12-31,0.3856,0.6277,14.0934,14.0934,11.5598,11.639,0.1029,2.2189,2.2189,1.2144,1.3632,9.4127,0.5019,-0.0332
2022-09-30,0.382,0.6182,12.4474,12.4474,10.2607,9.5879,0.0977,1.7016,1.7016,0.9534,1.0516,9.5339,0.4842,0.4519
2022-06-30,0.3831,0.6211,23.6785,23.6785,21.651,18.5373,0.1147,3.8337,3.8337,2.1588,2.3649,9.4866,0.6229,0.7679
2022-03-31,0.3922,0.6452,11.3594,11.3594,9.4972,10.8008,0.0908,1.8084,1.8084,0.9975,1.0992,9.1284,0.3645,0.4134
2021-12-31,0.4314,0.7588,7.9158,7.9158,31.3627,32.0641,0.0808,5.0109,5.0109,2.615,2.8491,9.0267,0.3018,0.8447
2021-09-30,0.4751,0.9052,-11.2559,-11.2559,-15.7583,-14.0995,0.0664,-1.9589,-1.9589,-0.944,-1.0282,8.5798,0.1658,0.1287
2021-06-30,0.4705,0.8886,-10.4777,-10.4777,-12.7889,-9.245,0.0507,-0.978,-0.978,-0.4762,-0.5179,8.7365,0.0129,-0.0266
2021-03-31,0.4739,0.9008,-41.604,-41.604,-49.8747,-38.0952,0.0314,-2.4878,-2.4878,-1.2027,-1.3088,8.7098,-0.0694,-0.1105
2020-12-31,0.4669,0.8759,-101.4981,-101.4981,-48.6891,-23.97,0.0207,-1.0433,-1.0433,-0.512,-0.5562,8.968,-0.2023,0.0178
2020-09-30,0.472,0.894,-160.6061,-160.6061,-196.4646,-158.0808,0.0151,-4.9321,-4.9321,-2.4176,-2.604,9.0841,-0.2113,-0.6225
2020-06-30,0.4033,0.6758,-342.7184,-342.7184,-390.2913,-341.7476,0.0084,-5.296,-5.296,-2.9204,-3.1602,9.532,-0.243,-0.1771
2020-03-31,0.4282,0.7489,-1.0456,-1.0456,-3.8023,-0.2852,0.0782,-0.0424,-0.0424,-0.0223,-0.0243,10.0298,0.2217,0.0381
2019-12-31,0.3412,0.518,12.4438,12.4438,6.6717,5.997,0.1084,1.1058,1.1058,0.6583,0.7285,10.2677,0.4505,0.6246
2019-09-30,0.3718,0.5919,10.8558,10.8558,29.794,29.1601,0.0961,4.9567,4.9567,2.8328,3.1138,10.4454,0.4154,0.9123
