Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.3602,0.6852,4.0902,4.0902,3.6796,4.0902,3.3678,0.1049,9.3744,14.219,0.3837,5.9977,35.0238,1.8352,1.8352
2021-12-31,0.1783,0.2686,11.4322,11.4322,11.2057,11.4322,8.9378,0.0936,9.7049,11.2945,0.8655,7.9747,82.0663,1.7429,1.7429
2020-12-31,0.1711,0.2539,10.2105,10.2105,9.9201,10.2105,7.6516,0.0853,7.2417,8.3734,0.6814,6.0023,83.79,-1.8523,-1.8523
2019-12-31,0.1789,0.2688,9.7601,9.7601,9.2301,9.7601,8.2175,0.094,8.9015,10.3532,0.798,7.3094,72.5218,3.0205,3.0205
2018-12-31,0.2078,0.3267,9.2831,9.2831,8.7164,9.2831,7.3328,0.0988,9.6831,11.7788,0.7458,7.6712,55.2444,0.1881,0.1881
2017-12-31,0.2221,0.347,5.675,5.675,5.2754,5.675,6.2705,0.0866,8.5035,10.1583,0.6954,6.615,56.4112,-1.9389,-1.9389
2016-12-31,0.2074,0.312,7.0426,7.0426,6.2892,7.0426,1.2289,0.0676,5.2997,6.1352,0.3992,4.2006,61.799,0.8738,0.8738
2015-12-31,0.2447,0.3721,9.2121,9.2121,8.4818,9.2121,8.5014,0.0699,5.9355,6.8898,0.4626,4.4833,62.3107,-1.8794,-1.8794
2014-12-31,0.2201,0.3277,12.0083,12.0083,12.1474,12.0083,8.4388,0.0813,8.7363,10.112,0.7025,6.8131,64.103,-0.1182,-0.1182
2013-12-31,0.269,0.4222,5.9414,5.9414,6.7435,5.9414,4.7596,0.077,5.461,6.5776,0.383,3.992,55.3426,-1.4838,-1.4838
2012-12-31,0.264,0.5084,2.1159,2.1159,2.3654,2.1159,1.7638,0.0814,2.0267,2.3941,0.157,1.4916,59.3916,6.3174,6.3174
2011-12-31,0.3287,0.738,13.075,13.075,13.3626,13.075,8.7627,0.0882,11.0403,13.9074,0.8027,7.4117,54.7177,0.6418,0.6418
2010-12-31,0.4016,0.9531,7.1373,7.1373,6.1937,7.1373,4.8711,0.0715,5.3454,7.0375,0.3583,3.1986,49.6999,4.3298,4.3298
2009-12-31,0.356,0.9801,-10.7263,-10.7263,-11.8258,-10.7263,-5.8243,0.0754,-6.9738,-8.2106,-0.4331,-4.491,40.9094,4.6465,4.6465
