Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.503,2.4646,37.7463,29.3461,0.0334,14.2212,16.2766,1.0278,6.4053,99.6272,10.2677,10.2677
2021-12-31,0.5058,2.4263,45.5002,35.5242,0.035,18.641,20.3566,1.2911,8.1216,99.9022,51.6819,51.6819
2020-12-31,0.5021,2.5498,34.9514,26.749,0.0303,11.6855,12.894,0.8607,5.1923,91.6085,-27.1493,-27.1493
2019-12-31,0.5273,2.4313,40.7373,31.4541,0.041,15.5464,17.5158,1.3556,6.5899,84.7368,-3.3068,-3.3068
2018-12-31,0.5237,2.6447,39.2294,29.5529,0.0396,14.0917,16.063,1.2383,6.0299,78.3069,7.6005,7.6005
2017-12-31,0.5263,2.4188,37.6251,23.6514,0.0377,10.6439,12.1415,0.9647,4.528,74.6484,-8.9576,-8.9576
2016-12-31,0.5374,2.4864,37.8651,25.0351,0.0366,10.842,12.37,0.9929,4.5015,71.3778,-13.5378,-13.5378
2015-12-31,0.5558,2.4433,34.2213,25.2475,0.0381,11.0345,12.6889,1.0393,4.3856,67.5787,9.8323,9.8323
2014-12-31,0.5695,3.0979,33.3783,21.8292,0.0358,10.2734,12.3937,0.8454,4.0394,62.3796,-18.6616,-18.6616
2013-12-31,0.5835,3.1852,27.4598,17.0441,0.0402,8.9421,11.7776,0.7404,3.5274,56.2226,21.7363,21.7363
2012-12-31,0.5746,3.4451,30.8791,21.2257,0.0397,10.9143,14.5736,0.9022,4.4367,53.6466,-17.9092,-17.9092
2011-12-31,0.6029,3.7344,29.8338,19.594,0.0396,10.7957,15.1863,0.8375,4.1051,48.6584,25.414,25.414
2010-12-31,0.6339,4.3335,28.8873,18.3185,0.0406,10.3205,15.8538,0.8203,3.6106,45.0365,-32.5946,-32.5946
2009-12-31,0.6607,4.5375,23.4832,12.8239,0.0337,7.4116,12.0302,0.5734,2.3905,41.95,31.6512,31.6512
