Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-06-30,0.9936,0.4808,0.9261,42.6493,23.0521,23.0521,32.5761,23.0575,17.874,0.2616,5.2035,70.1447,91.4303,-722.2398,4.6757,47.468,7.7513,0.1349,0.1751
2021-06-30,1.0695,0.3449,0.5264,42.4187,22.156,22.156,32.2557,22.3999,17.3171,0.3077,5.5017,66.3428,45.8281,122.4782,5.3278,30.0228,13.3824,0.2318,0.1898
2020-06-30,1.0477,0.1485,0.3485,42.1164,21.5335,21.5335,31.4391,21.8139,16.9057,0.3725,5.9762,61.0752,42.8793,110.7544,6.2976,36.5137,13.3803,0.8505,0.8715
2019-06-30,1.0526,0.2705,0.3708,43.1504,21.4341,21.4341,30.8819,21.3009,16.2492,0.3369,5.7845,63.0994,42.4601,114.3314,5.4737,30.975,12.4364,0.4695,0.5813
2018-06-30,1.0464,0.2972,0.4228,41.5603,19.266,19.266,28.9577,17.1958,14.1997,0.3417,6.69,54.5594,39.8003,117.366,4.8519,27.9729,10.7928,0.9527,1.0221
2017-06-30,1.0953,0.3349,0.5035,41.4444,19.0244,19.0244,28.6421,21.1518,14.4504,0.3328,7.2623,50.2598,44.9535,110.6449,4.8085,29.8993,8.9371,0.5884,0.3879
2016-06-30,1.1019,0.3094,0.448,41.3746,18.7739,18.7739,22.0539,19.1527,12.7916,0.2672,6.6949,54.5195,33.3229,65.9221,3.4197,23.0133,9.8345,-0.0161,-0.0648
2015-06-30,1.0625,0.0019,0.0019,41.2388,18.412,18.412,21.8695,18.9304,13.2788,0.3304,7.0712,51.6176,28.6264,54.8013,4.1573,28.5717,10.3098,0.3786,0.4243
2014-06-30,1.1376,0.0017,0.3275,40.9274,17.7492,17.7492,21.2792,18.376,14.8234,0.319,6.8231,53.4951,18.6291,28.9266,3.8759,18.5971,13.8905,0.5323,0.4493
2013-06-30,1.0599,0.0024,0.0024,40.9648,17.2082,17.2082,20.7085,18.1116,14.8888,0.2926,5.9186,61.6696,18.1295,44.7537,3.4777,18.0866,12.8262,-0.643,-0.7508
2012-06-30,1.0869,0.0027,0.0027,41.4472,18.2966,18.2966,21.8765,19.836,13.1047,0.3438,7.6133,47.9426,22.4926,58.18,4.4624,22.431,12.627,0.4577,0.6573
2011-06-30,1.0671,0.0057,0.0057,41.9465,18.4074,18.4074,22.1519,19.5058,12.755,0.2872,7.2047,50.6612,20.7141,56.0533,3.6363,20.5969,12.2461,0.0837,-0.0569
2010-06-30,1.1129,0.0072,0.0073,43.6619,19.8327,19.8327,23.9379,20.8699,13.569,0.3324,7.9167,46.1049,22.0354,47.2858,4.4944,21.8765,11.136,0.2501,0.3132
2009-06-30,1.1035,0.008,0.008,45.4347,20.6531,20.6531,24.7941,21.4982,15.0774,0.3486,8.4119,43.3908,24.8957,55.9492,5.2269,24.6976,10.6091,3.0894,2.8282
