Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.6327,1.7774,18.9128,14.6014,0.2219,30.4075,30.4075,3.2905,11.1676,33.2584,9.4926,8.9878
2021-12-31,0.6356,1.8451,24.4047,18.0758,0.2323,36.344,36.344,4.2748,13.2453,29.1419,11.6013,11.473
2020-12-31,0.6514,1.9505,13.7003,9.682,0.1639,13.6399,13.6399,1.6382,4.7546,28.5516,-9.4874,-9.3392
2019-12-31,0.7148,2.7861,21.0815,16.5846,0.2016,29.2965,29.2965,3.4081,8.3541,28.4827,6.0283,5.5714
2018-12-31,0.7238,2.7601,21.9597,18.3502,0.1961,31.0498,31.0498,3.6696,8.5748,26.3164,-4.8864,-5.2127
2017-12-31,0.7534,3.3753,21.7627,7.7554,0.1883,15.0485,15.0485,1.5166,3.7103,21.2584,6.4148,6.6867
2016-12-31,0.6962,2.7015,24.0699,15.7194,0.2103,26.2182,26.2182,3.3828,7.964,22.6781,-1.8066,-1.9402
2015-12-31,0.6992,2.7147,25.7477,16.4223,0.1913,24.9746,24.9746,3.2032,7.5116,21.3344,0.2173,0.0173
2014-12-31,0.7371,3.1494,27.971,18.1651,0.202,28.4671,28.4671,3.6989,7.4846,20.2082,2.6082,2.395
2013-12-31,0.7394,3.313,25.414,17.1145,0.2024,27.4877,27.4877,3.4941,7.1619,18.3233,1.6417,1.6407
2012-12-31,0.7574,3.5417,21.6165,14.8544,0.1949,23.7319,23.7319,2.9267,5.7566,17.0914,-2.0432,-1.9618
2011-12-31,0.7602,3.673,24.1109,16.9047,0.1881,26.0668,26.0668,3.1949,6.2516,16.1461,0.9454,0.6759
2010-12-31,0.8036,4.6487,23.5035,15.7872,0.173,24.9969,24.9969,2.7657,4.9089,13.5589,1.893,1.7749
2009-12-31,0.7842,4.2105,14.9346,11.197,0.152,14.8341,14.8341,1.7076,3.2018,12.0856,5.4116,4.795
