Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-09-30,0.9759,0.3144,0.5472,100.0,19.2857,19.2857,20.8125,18.3768,13.6781,0.1359,1.93,189.118,16.2049,20.1173,1.8641,10.969,43.8447,-31.1381,-31.2104
2021-09-30,0.9867,0.2905,0.4307,100.0,18.0225,18.0225,19.5492,18.3504,14.375,0.1577,1.9971,182.7618,16.8975,18.9058,2.2669,11.9884,40.357,12.1049,12.3443
2020-09-30,0.9772,0.3167,0.5318,100.0,16.6583,16.6583,18.8611,13.1665,10.2378,0.1683,1.8267,199.8135,11.3991,12.4392,1.7228,7.789,35.0331,16.6963,16.7455
2019-09-30,1.1092,0.2933,0.4596,100.0,18.2429,18.2429,19.8708,17.7649,13.3333,0.1993,1.7261,211.4548,15.5653,17.1419,2.6629,11.0,32.1286,-1.2893,-1.3278
2018-09-30,1.1288,0.2947,0.5487,100.0,20.5591,20.5591,22.1643,17.5361,11.45,0.1998,1.461,249.8268,13.2827,14.7428,2.2906,9.3682,29.5336,4.529,4.7927
2017-09-30,1.1572,0.3753,0.7458,100.0,16.7356,16.7356,17.364,14.1762,9.7318,0.1871,1.4307,255.1271,11.1709,12.2304,1.8232,6.9789,26.3404,2.0764,1.7739
2016-09-30,1.1685,0.3532,0.7813,100.0,18.0556,18.0556,18.9137,14.7062,9.565,0.1753,1.2149,300.448,10.6785,11.8566,1.7171,6.9068,23.8463,-6.7501,-6.9732
2015-09-30,1.2252,0.2806,0.6196,99.1949,17.7837,17.7837,18.269,15.342,9.4571,0.2006,1.5979,228.4272,10.8351,11.7614,1.9593,7.795,22.3519,1.7486,1.6894
2014-09-30,1.2468,0.2989,0.6293,99.197,16.7881,16.7881,17.621,14.4186,9.6718,0.2129,1.5502,235.4475,10.1089,10.9868,1.9213,7.0878,20.9309,-0.7731,-0.7067
2013-09-30,1.1692,0.2512,0.5546,99.1241,15.3803,15.3803,15.0697,12.9229,7.9889,0.1982,1.5104,241.6643,9.9261,10.9126,1.7117,7.4323,19.1001,1.1505,1.1969
2012-09-30,1.1592,0.2771,0.6561,98.9886,16.5337,16.5337,16.9438,12.0044,7.4376,0.1842,1.2313,296.4237,7.9414,8.8057,1.3812,5.7407,17.8131,-6.4788,-6.669
2011-09-30,1.1378,0.1965,0.6152,98.8688,17.4012,17.4012,18.2052,13.2577,7.929,0.1888,1.4472,252.2114,9.1987,9.4351,1.4875,7.3915,15.357,14.1519,14.0742
2010-09-30,1.3322,0.5351,1.5605,98.8212,16.7614,16.7614,17.5856,11.9531,7.3393,0.1666,1.317,277.1492,8.5687,8.7803,1.2443,3.9833,13.8831,-7.8205,-7.7427
2009-09-30,1.1443,0.3901,0.9469,98.7221,17.7787,17.7787,18.651,9.0835,5.6257,0.1428,1.2746,286.3572,6.2861,6.4673,0.7702,3.834,12.0973,2.1267,1.9247
