Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.8736,6.911,48.8251,48.8251,73.244,35.6787,40.3708,0.1603,68.6901,67.902,7.4289,8.5832,10.5323,0.4202,0.2168
2021-12-31,0.8679,6.5718,47.1622,47.1622,73.0748,37.9744,43.9005,0.1515,67.3985,66.668,7.6048,8.8048,11.2359,3.5336,3.396
2020-12-31,0.885,7.6961,42.7956,42.7956,72.204,22.8501,24.0744,0.1324,37.237,36.7856,3.6719,4.2302,10.1277,-4.8289,-3.4661
2019-12-31,0.8925,8.3,50.6115,50.6115,74.8361,34.9058,36.4584,0.1843,84.4661,83.2353,7.7588,8.9501,9.0851,0.2512,-0.638
2018-12-31,0.8599,6.138,51.8361,51.8361,75.7459,37.1135,43.1638,0.184,75.1781,74.3317,9.1974,10.4136,11.8499,0.5775,0.9301
2017-12-31,0.8532,5.8112,50.6997,50.6997,75.2567,33.7293,35.182,0.1713,53.505,52.9613,6.9593,7.7756,13.6222,0.7504,0.9009
2016-12-31,0.8225,4.6326,50.0591,50.0591,74.4913,31.7649,33.7715,0.1747,43.4192,43.0392,6.8632,7.6411,15.8426,1.0322,1.7813
2015-12-31,0.8112,4.2974,50.6802,50.6802,74.2121,30.843,34.6439,0.1723,41.3595,41.0127,6.9994,7.7421,16.8585,0.9667,0.3451
2014-12-31,0.778,3.5038,48.9721,48.9721,75.3698,25.9744,28.8504,0.1649,27.4597,27.2564,5.4928,6.0518,19.1497,0.0814,0.2286
2013-12-31,0.7687,3.3228,48.1677,48.1677,77.503,24.3535,28.9689,0.1364,20.1644,20.0332,4.1015,4.6344,21.9653,0.4155,0.3513
2012-12-31,0.7703,3.3531,47.1371,47.1371,77.7117,22.0398,33.6256,0.1306,22.8265,22.6784,4.7972,5.2097,22.2427,1.4575,0.3279
2011-12-31,0.7689,3.3271,45.1221,45.1221,70.9542,22.2836,23.7195,0.1643,22.6559,22.4718,4.7523,5.1933,18.8674,0.8083,0.1705
2010-12-31,0.7562,3.1016,44.1384,44.1384,69.811,9.3252,15.424,0.1592,13.4836,13.375,3.0313,3.2609,19.2303,-0.3842,0.1377
2009-12-31,0.7823,3.5945,37.2612,37.2612,64.0012,9.8519,7.4989,0.1455,7.5383,7.4718,1.4924,1.6262,18.1382,6.4086,5.007
