Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.4902,1.2427,20.7181,16.7015,0.0384,7.9309,8.8099,0.6848,3.611,47.4398,9.8629,9.8629
2021-12-31,0.4581,1.0262,34.8664,24.5091,0.0424,13.6652,14.8257,1.1929,6.6243,48.9243,-3.3097,-3.3097
2020-12-31,0.5342,1.4644,4.1656,2.97,0.0308,2.2251,2.4111,0.1875,0.9186,44.8145,-1.0247,-1.0247
2019-12-31,0.5483,1.7698,30.8598,21.5141,0.0437,12.1405,13.5933,1.0483,4.8552,45.468,-5.9348,-5.9348
2018-12-31,0.5375,1.6991,33.7074,24.4366,0.0447,13.1583,14.8011,1.2066,5.3686,43.0157,3.7446,3.7446
2017-12-31,0.5196,1.5777,31.8853,23.9387,0.044,12.292,13.4941,1.1508,5.1859,42.5379,3.5137,3.5137
2016-12-31,0.5599,1.7549,38.0132,24.1109,0.0438,12.5294,13.8266,1.1422,4.839,39.9706,-2.8554,-2.8554
2015-12-31,0.5072,1.5321,40.2332,25.6772,0.0468,13.558,15.0518,1.3021,5.9162,38.0766,-0.2395,-0.2395
2014-12-31,0.4982,1.3357,40.8851,26.3056,0.0492,14.2175,16.2169,1.3993,6.3943,35.8316,-7.4393,-7.4393
2013-12-31,0.4722,1.2098,40.0498,25.6398,0.0535,14.3621,17.2866,1.4587,6.8591,32.5286,-0.2075,-0.2075
2012-12-31,0.4449,1.1614,36.0991,22.8214,0.0554,13.2632,16.0629,1.3611,6.7652,30.175,8.372,8.372
2011-12-31,0.4694,1.2312,32.3837,20.5684,0.0556,12.4455,15.8062,1.2338,6.0706,26.9233,-0.9997,-0.9997
2010-12-31,0.5511,1.6607,27.3565,16.7471,0.0552,10.6233,14.5163,1.0065,4.4452,24.303,-2.7044,-2.7044
2009-12-31,0.6406,2.1234,26.8555,11.9222,0.0539,11.9642,17.4901,1.0185,3.9806,22.0829,6.2711,6.2711
