Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,1.0101,0.1129,0.1279,100.0,60.0849,60.0849,67.3089,69.5362,52.9386,0.0288,10.3878,35.1373,10.0117,-66.4642,1.545,8.8809,74.8852,1.815,1.8101
2021-12-31,1.0085,0.0896,0.1257,100.0,56.4045,56.4045,64.6225,71.9364,55.8053,0.0238,10.7933,33.8172,9.624,-68.7408,1.34,8.7619,76.4059,-0.8812,-0.5751
2020-12-31,1.0123,0.1156,0.1307,100.0,54.0052,54.0052,63.5146,55.7396,43.1075,0.0392,10.5866,34.4775,7.9935,-32.4666,1.6897,7.0696,73.5843,0.1135,0.2481
2019-12-31,1.0271,0.1252,0.1431,100.0,53.1594,53.1594,62.8821,55.2506,43.4778,0.0647,9.8983,36.8749,8.0881,-30.7699,2.813,7.0757,73.1786,0.3601,0.0141
2018-12-31,1.0149,0.1285,0.1695,100.0,60.5096,60.5096,66.2807,64.4591,45.533,0.0556,7.7885,46.8637,7.5628,-26.129,2.5346,6.5913,72.7672,1.9539,1.8551
2017-12-31,1.027,0.0906,0.0996,100.0,63.3962,63.3962,69.1168,69.3144,111.4879,0.0481,10.1326,36.0223,18.1306,-86.8471,5.3613,16.4878,66.0657,0.0372,0.0674
2016-12-31,1.0279,0.0988,0.1097,100.0,61.2066,61.2066,67.4733,63.6293,42.6708,0.0518,9.8661,36.9954,7.542,-22.4107,2.2115,6.7965,60.1364,0.5743,0.6413
2015-12-31,1.0293,0.0979,0.1085,100.0,59.7782,59.7782,66.6496,58.8193,37.4835,0.0494,9.2979,39.256,6.0676,-18.5279,1.8513,5.4738,60.9953,0.6927,0.7499
2014-12-31,1.0244,0.0915,0.1007,100.0,56.8161,56.8161,64.3084,56.9125,36.2121,0.0431,9.1222,40.0122,5.3858,-17.4491,1.5599,4.8929,62.3735,0.0134,-0.5814
2013-12-31,1.047,0.0906,0.135,100.0,55.7504,55.7504,63.8593,54.5244,33.2664,0.0541,9.7004,37.6275,4.6223,-15.464,1.802,4.2037,63.3823,0.159,0.3383
2012-12-31,1.1445,0.0895,0.1333,100.0,58.0526,58.0526,66.7364,58.1006,30.7521,0.075,10.8957,33.4995,4.232,-14.6929,2.3331,3.8531,64.5649,-0.3628,0.1734
2011-12-31,1.1384,0.089,0.0978,100.0,61.6076,61.6076,69.5483,59.0288,55.2429,0.0805,11.3359,32.1987,8.4187,-26.7402,4.4516,7.669,65.1795,-0.0562,-0.0908
2010-12-31,1.1268,0.095,0.1259,100.0,60.9615,60.9615,70.3965,57.326,31.6743,0.0857,10.0965,36.1513,4.7462,-11.3112,2.7167,4.2955,60.0153,0.8342,0.8276
2009-12-31,1.0269,0.0945,0.1199,100.0,60.8198,60.8198,70.9277,55.0176,31.6059,0.0733,10.5228,34.6867,4.2785,-9.742,2.3163,3.8741,58.0359,3.2551,2.7805
