Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.4018,1.1942,38.7091,28.9518,0.0099,4.411,5.4618,0.3022,2.2642,32.2909,2.3635,2.3635
2022-06-30,0.3747,1.1081,34.3442,25.811,0.0096,3.6298,4.4561,0.2594,1.9547,33.0261,1.5086,1.5086
2022-03-31,0.3893,1.0446,35.8256,26.8646,0.0093,3.473,4.1855,0.2656,1.8416,34.7775,5.7046,5.7046
2021-12-31,0.3671,0.793,37.6896,27.9012,0.0099,3.4234,4.0544,0.2927,1.9175,37.3353,0.447,0.447
2021-09-30,0.3961,0.9518,43.106,32.0889,0.0106,4.2016,4.9787,0.3584,2.2588,36.6752,1.8014,1.8014
2021-06-30,0.4038,0.9273,42.8451,32.2984,0.0106,4.1672,4.9208,0.3557,2.2081,36.2025,3.7524,3.7524
2021-03-31,0.417,0.9466,46.1171,34.6835,0.0113,4.9309,5.8679,0.4129,2.5466,34.9417,0.6234,0.6234
2020-12-31,0.4346,0.9877,36.3361,26.9682,0.0095,3.1943,3.7247,0.2753,1.6049,35.6477,-0.7143,-0.7143
2020-09-30,0.4438,1.0559,36.4442,28.1674,0.0098,3.3594,3.9014,0.2935,1.6583,35.3129,2.1792,2.1792
2020-06-30,0.4479,1.2038,18.6166,15.0601,0.0075,1.4948,1.7323,0.1271,0.7311,34.8393,-0.5537,-0.5537
2020-03-31,0.5007,1.5076,30.2629,22.8812,0.0088,2.5532,2.97,0.2172,1.1287,34.6342,1.5497,1.5497
2019-12-31,0.4335,1.2173,35.1944,26.8293,0.0106,3.2108,3.7697,0.3014,1.6114,34.2097,-0.0491,-0.0491
2019-09-30,0.4325,1.0315,43.1259,32.9414,0.0113,3.9802,4.6157,0.3931,2.009,34.4635,1.9409,1.9409
2019-06-30,0.4337,1.0467,41.9337,32.0626,0.0113,3.8439,4.477,0.3795,1.9334,33.79,0.3891,0.3891
2019-03-31,0.4357,1.0643,40.3248,31.1811,0.0109,3.6572,4.2917,0.359,1.8294,32.9486,0.8075,0.8075
2018-12-31,0.4445,1.074,39.6282,32.7075,0.0116,4.0768,4.7871,0.3984,2.0022,32.1183,1.603,1.603
2018-09-30,0.445,1.2697,42.8464,32.5197,0.0115,4.0468,4.8032,0.3922,1.9826,31.4266,1.9976,1.9976
2018-06-30,0.4252,1.1005,41.6162,31.7563,0.0115,3.9208,4.6984,0.3811,2.0108,30.7179,1.9833,1.9833
2018-03-31,0.3999,1.0219,40.0863,31.3199,0.0111,3.7889,4.5479,0.3656,2.0262,30.2078,0.8654,0.8654
2017-12-31,0.3938,0.9848,25.1632,30.9213,0.0113,3.8104,4.5563,0.3649,2.058,29.998,-0.1122,-0.1122
2017-09-30,0.4115,1.0207,41.8542,28.8014,0.0112,3.5714,4.265,0.3417,1.8708,29.6088,1.1299,1.1299
2017-06-30,0.4358,1.0669,40.8758,28.3337,0.0109,3.4735,4.157,0.326,1.7427,29.1548,0.9524,0.9524
2017-03-31,0.426,0.9938,40.5599,28.3408,0.0109,3.4547,4.1541,0.3306,1.7611,28.6285,1.8754,1.8754
2016-12-31,0.4101,0.9865,41.6752,28.4168,0.011,3.5139,4.2255,0.3343,1.8349,28.2472,1.2082,1.2082
2016-09-30,0.4397,1.109,41.532,28.6056,0.011,3.534,4.1931,0.3338,1.7551,28.3894,0.3364,0.3364
2016-06-30,0.4348,1.1529,40.9862,28.3038,0.0116,3.6117,4.2883,0.3503,1.8077,27.9442,0.827,0.827
2016-03-31,0.4239,1.2375,40.9325,28.5561,0.0109,3.3443,4.0048,0.3268,1.703,27.3631,0.7235,0.7235
2015-12-31,0.4066,1.2806,42.1302,28.9246,0.0115,3.6039,4.3658,0.353,1.8873,26.8263,1.4164,1.4164
2015-09-30,0.4153,1.2983,42.3317,29.5511,0.0116,3.6649,4.524,0.3613,1.9203,26.099,1.6301,1.6301
2015-06-30,0.4301,1.3691,43.021,30.1041,0.0112,3.6986,4.5875,0.3572,1.8861,25.5987,0.9307,0.9307
2015-03-31,0.4384,1.4084,41.9137,29.7515,0.0112,3.5912,4.4337,0.352,1.8034,25.2612,0.9788,0.9788
2014-12-31,0.4221,1.4072,41.8981,29.424,0.012,3.8085,4.7474,0.3729,1.9639,24.732,0.4695,0.4695
2014-09-30,0.4125,1.3875,43.4566,30.3915,0.0118,3.8031,4.7797,0.3798,1.992,24.4194,0.3386,0.3386
2014-06-30,0.3737,1.2675,42.7532,29.6735,0.0124,3.9063,4.927,0.3879,2.1782,23.9859,0.6165,0.6165
2014-03-31,0.3574,1.2763,42.8571,29.8967,0.012,3.7171,4.6884,0.3803,2.1228,23.4687,1.5164,1.5164
2013-12-31,0.3241,1.1399,41.1326,30.4873,0.0125,3.9702,5.0597,0.4041,2.3781,22.9111,1.4932,1.4932
2013-09-30,0.3109,1.08,43.4648,30.8574,0.0126,3.8863,4.944,0.3965,2.3714,22.6855,1.1807,1.1807
2013-06-30,0.3245,1.1182,43.5541,31.0155,0.0128,3.9786,5.0477,0.4086,2.376,22.2607,2.6231,2.6231
2013-03-31,0.3819,1.282,44.0544,30.7588,0.0124,3.8444,4.8198,0.3902,2.0988,21.9786,0.8934,0.8934
2012-12-31,0.3879,1.2869,41.7733,29.2434,0.013,3.8735,4.8385,0.3886,2.0902,21.5397,2.1546,2.1546
2012-09-30,0.3974,1.3589,43.6988,30.2978,0.0132,4.0849,5.0513,0.4065,2.1668,21.1827,0.1312,0.1312
2012-06-30,0.4257,1.5307,42.7471,29.606,0.0129,4.0405,5.061,0.3902,2.0356,20.5518,0.2932,0.2932
2012-03-31,0.4516,1.5671,41.7122,29.2577,0.0129,3.9284,5.2087,0.383,1.9388,19.4225,1.6183,1.6183
2011-12-31,0.4775,1.7849,40.7603,28.8728,0.0134,4.1032,5.6976,0.3904,1.9843,18.3111,0.5514,0.5514
2011-09-30,0.4723,1.8314,41.2992,29.3267,0.0128,3.9615,5.5393,0.3792,1.9311,17.8859,-0.0114,-0.0114
2011-06-30,0.4961,1.8741,40.3004,28.7297,0.0127,3.836,5.5811,0.3674,1.7817,17.3235,1.3363,1.3363
2011-03-31,0.5035,2.004,37.6112,27.0423,0.0119,3.4994,5.4235,0.3304,1.6305,16.2643,3.2303,3.2303
2010-12-31,0.5098,2.1138,33.8392,25.3195,0.0122,3.3671,5.2658,0.3106,1.5455,15.7853,1.2668,1.2668
