Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.385,0.6927,4.6611,4.6611,6.2881,4.6273,3.6939,1.2542,15.0295,-20.1867,4.6869,9.243,150.2799,6.5591,5.8071
2021-12-31,0.3977,0.7144,4.5583,4.5583,6.2374,3.896,3.082,1.1239,11.4895,-16.5177,3.4961,6.9197,145.9368,-7.0052,-7.42
2020-12-31,0.3699,0.6541,5.0829,5.0829,6.8298,6.7755,5.273,1.0318,16.8674,-28.7773,5.4609,10.6281,141.8605,3.1227,2.9175
2019-12-31,0.4129,0.825,5.2596,5.2596,7.6371,4.2783,3.3237,0.9858,11.2915,-14.2937,3.2868,6.6289,121.7187,9.9062,9.2518
2018-12-31,0.4906,1.0352,8.5509,8.5509,9.9794,7.3607,5.4204,0.3175,6.4482,-6.2298,1.7269,3.2846,107.7249,-0.9526,-1.2162
2017-12-31,0.2749,0.3967,9.4293,9.4293,10.7831,8.6256,5.3509,0.6769,16.2789,30.9914,3.614,11.8033,56.2002,0.5133,0.4423
2016-12-31,0.2573,0.3666,7.7514,7.7514,9.2826,7.4778,4.6865,0.6711,13.4261,23.7899,3.1048,9.9713,53.4397,4.2506,4.4321
2015-12-31,0.2942,0.4292,8.7839,8.7839,10.3284,8.7839,5.5286,0.6635,17.2451,34.473,3.6382,12.1718,46.9471,3.2209,3.0249
2014-12-31,0.3158,0.4751,9.4633,9.4633,11.1474,9.4633,6.0205,0.6249,19.4087,43.625,3.748,13.2801,41.612,5.5086,5.5988
2013-12-31,0.3215,0.4959,6.7202,6.7202,8.5639,6.7202,4.5584,0.5959,13.9684,32.4692,2.7201,9.4774,38.4029,-5.591,-6.033
2012-12-31,0.3379,0.531,8.5065,8.5065,10.4296,8.5065,5.5737,0.5419,16.624,43.0998,3.0223,11.0064,34.1778,2.6799,2.8095
2011-12-31,0.3843,0.6372,8.5799,8.5799,10.1578,8.5799,5.7626,0.4313,15.7743,26.1077,2.4873,9.712,27.9968,-0.8949,-1.3439
2010-12-31,0.2556,0.4262,8.529,8.529,9.911,8.529,6.0536,0.4625,19.2556,36.202,2.8085,14.3336,24.5071,3.626,3.6511
2009-12-31,0.3097,0.4679,10.3074,10.3074,11.7628,10.3074,7.0707,0.4281,24.0192,51.0772,3.0316,16.5798,19.7953,2.7056,1.5907
