Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.3686,1.2034,42.4871,32.2971,0.0407,24.0443,22.2158,1.3477,14.028,39.5596,0.1693,0.0637
2021-12-31,0.2615,0.3541,44.4643,34.0197,0.0354,15.5671,14.7904,1.2345,10.923,60.4264,-2.0009,-1.9475
2020-12-31,0.4157,0.7116,26.1474,20.2947,0.0269,6.4916,6.1739,0.5639,3.6072,57.8442,-0.5899,-0.5847
2019-12-31,0.498,1.0018,46.9618,36.4886,0.0446,16.4051,16.4051,1.6376,8.2351,51.5637,-2.2318,-2.275
2018-12-31,0.4626,0.8668,46.1099,36.8579,0.047,16.4513,16.4513,1.7439,8.8404,46.8941,3.3548,3.2161
2017-12-31,0.3673,0.5817,39.8837,23.8526,0.0432,9.3307,9.3307,1.0382,5.9039,46.0667,3.3497,3.4989
2016-12-31,0.3983,0.6651,25.7692,18.1923,0.0356,6.1185,6.1185,0.6536,3.6817,44.4688,-2.0332,-1.9125
2015-12-31,0.288,0.4075,29.1036,19.9845,0.0359,6.8915,6.8915,0.7248,4.9068,43.0259,1.3249,1.0458
2014-12-31,0.2655,0.3771,35.0101,23.5815,0.0359,8.0113,8.0113,0.8571,5.8847,41.3476,-1.0165,-0.8494
2013-12-31,0.3313,0.5309,31.3397,21.252,0.0385,7.5664,7.5664,0.8294,5.0594,39.2202,0.8664,0.7116
2012-12-31,0.4047,0.6958,30.2501,20.4446,0.0387,7.505,7.505,0.8007,4.4675,36.8716,-0.6754,-0.4155
2011-12-31,0.4186,0.7301,23.0335,16.9057,0.0377,5.7222,5.7222,0.6442,3.3271,34.8039,-3.1539,-3.8045
2010-12-31,0.5145,1.082,16.0961,7.8181,0.0365,4.4882,4.4882,0.4845,2.1792,32.8148,6.8228,7.3194
2009-12-31,0.6114,1.6408,-7.4919,-7.6873,0.0259,0.328,0.2276,0.027,0.0885,46.4943,0.6107,0.1141
