Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.2218,0.3224,16.6474,16.6474,17.7455,15.2157,12.3083,0.2168,10.5125,18.4402,2.6679,8.1811,121.9021,1.3902,1.3902
2021-12-31,0.2026,0.2943,25.1642,25.1642,26.6753,23.9631,20.8456,0.2048,14.2998,21.8691,4.2683,11.4031,139.9854,3.5765,3.5765
2020-12-31,0.2009,0.2751,12.9966,12.9966,14.8219,11.563,9.8155,0.1887,5.9437,9.2414,1.8519,4.7494,131.8763,7.7598,7.7598
2019-12-31,0.1968,0.2941,17.0362,17.0362,19.0838,15.3542,13.0287,0.1932,8.0497,13.1108,2.5172,6.4654,122.4213,2.0801,2.0801
2018-12-31,0.1937,0.2785,16.3738,16.3738,19.2194,14.2342,12.1099,0.195,7.8749,13.7103,2.3616,6.3495,109.5637,2.183,2.183
2017-12-31,0.1842,0.2731,14.3876,14.3876,17.3464,11.5436,11.9747,0.193,7.5451,13.2598,2.3117,6.1551,110.3242,-1.801,-1.801
2016-12-31,0.2071,0.3006,19.2157,19.2157,26.5722,15.7298,13.1399,0.1969,8.5655,15.7945,2.5878,6.7915,103.6013,-0.3931,-0.3931
2015-12-31,0.2437,0.3704,19.1131,19.1131,20.8458,17.3593,14.926,0.1856,9.7271,12.0843,2.7701,7.3565,89.7669,-1.5125,-1.5125
2014-12-31,0.1019,0.1997,19.6495,19.6495,20.6301,18.1889,14.8819,0.1951,9.6427,11.9558,2.9039,8.6602,90.0231,1.5763,1.5763
2013-12-31,0.1167,0.198,23.4308,23.4308,24.8222,22.003,19.5109,0.2038,13.0373,16.0454,3.9763,11.5163,84.8308,0.031,0.031
2012-12-31,0.1088,0.1729,17.9862,17.9862,19.2128,16.5923,15.087,0.1938,9.8289,11.9968,2.924,8.7598,80.8969,1.4733,1.4733
2011-12-31,0.1213,0.1895,13.6153,13.6153,14.5182,12.1302,9.1482,0.1928,6.3291,7.8841,1.7636,5.5612,72.2174,-0.2088,-0.2088
2010-12-31,0.1275,0.2028,24.1285,24.1285,25.0344,22.729,19.274,0.192,13.4282,16.8487,3.701,11.7158,68.5908,0.511,0.511
2009-12-31,0.1384,0.1688,21.9038,21.9038,22.2554,20.4113,16.9088,0.1933,12.9608,16.1985,3.2688,11.1676,58.4414,9.8803,9.8803
