Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.9523,0.2673,0.3762,42.3663,11.5798,11.5798,20.8782,10.139,8.8769,0.3947,3.2052,113.8787,6.2582,-17.9444,3.5038,4.5854,62.81,0.1967,0.3303
2021-12-31,1.1625,0.3607,0.5771,44.5676,11.3507,11.3507,20.5098,9.9844,10.14,0.3365,2.9531,123.5999,6.9473,-14.4595,3.4119,4.4414,56.2515,0.2491,-0.3818
2020-12-31,1.9726,,,48.5833,15.486,15.486,23.3164,15.6755,17.4466,0.4283,2.7646,132.027,9.8091,23.8606,7.4722,9.8091,48.9926,2.1997,2.5624
2019-12-31,1.3351,,,47.578,14.3928,14.3928,21.45,14.7123,13.4871,0.4957,2.8547,127.858,9.0613,36.8133,6.6858,9.0613,41.1371,0.1154,-0.2493
2018-12-31,1.224,,,46.9995,16.3044,16.3044,22.9076,16.6656,15.7666,0.5222,3.0805,118.4854,11.1305,50.1101,8.2337,11.1305,34.6139,1.248,1.6616
2017-12-31,1.4021,,,47.4941,19.3552,19.3552,25.705,19.4382,20.1654,0.5219,3.2653,111.782,14.2289,55.7557,10.5235,14.2289,31.4558,0.0635,-0.0653
2016-12-31,0.7827,0.0108,0.0109,47.269,18.1155,18.1155,24.6656,17.8526,14.963,0.5596,3.739,97.6188,12.4192,-5768.493,8.373,12.285,24.9014,1.2494,0.6231
2015-12-31,0.7945,0.0714,0.0768,46.8996,18.2807,18.2807,21.5926,18.3452,10.9757,0.4357,2.9934,121.9339,7.5529,-71.9272,4.7818,7.014,23.355,-0.3599,-0.438
2014-12-31,1.4475,,,47.3272,19.2297,19.2297,22.1916,19.1577,11.9529,0.8654,4.3762,83.4065,17.491,33.0921,10.3438,17.491,10.0682,2.1242,2.6368
2013-12-31,1.1308,,,46.3714,16.1116,16.1116,19.4205,15.7975,9.3848,0.9374,3.5828,101.8767,15.8741,45.2967,8.7969,15.8741,7.501,0.1283,-0.3716
2012-12-31,0.7191,0.1102,0.1239,46.1602,15.5729,15.5729,19.0716,14.8273,9.0817,1.0728,3.647,100.083,22.7077,-153.3747,9.7423,20.2047,4.6375,0.0802,0.1739
2011-12-31,0.7062,0.4373,0.7771,45.8682,15.035,15.035,18.4857,14.258,8.9069,1.0474,3.4372,106.1905,35.2797,-43.3204,9.329,19.8523,2.6061,0.7072,0.4757
2010-12-31,0.7898,0.1985,0.2477,44.4576,14.4272,14.4272,18.1649,13.8237,8.6804,1.0932,3.5259,103.5205,23.4211,-137.9171,9.489,18.771,3.3124,-0.1775,0.021
2009-12-31,0.8486,,,44.3573,15.4275,15.4275,18.6991,15.3773,9.3046,1.0725,3.573,102.1559,20.103,219.0768,9.9789,20.103,3.8257,1.1725,0.8352
