Date,long-term-debt-capital-annual,debt-equity-ratio-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.3453,0.5827,12.5249,12.5249,15.2307,9.8334,7.2059,0.186,7.1262,7.2892,1.461,4.6652,65.5956,3.5415,2.6809
2021-12-31,0.3191,0.4735,17.7799,17.7799,20.7409,14.8871,10.7662,0.1796,8.8814,9.046,2.0863,6.0474,77.1888,3.8557,4.5361
2020-12-31,0.3443,0.527,-7.5419,-7.5419,-2.2411,-11.6348,-7.3989,0.1568,-6.7306,-7.0178,-1.609,-4.4132,71.249,0.4858,0.9231
2019-12-31,0.3431,0.5259,11.4527,11.4527,17.1723,7.4945,6.242,0.1815,3.9717,4.1157,1.0591,2.6089,75.3686,-7.4574,-7.6707
2018-12-31,0.3469,0.5319,10.01,10.01,15.996,5.9292,4.5215,0.1796,3.3012,3.4072,0.9015,2.1561,68.5297,5.5225,5.8205
2017-12-31,0.3142,0.4695,16.2213,16.2213,22.2934,11.518,8.4747,0.1726,5.7478,5.9062,1.7742,3.942,73.9744,1.0145,1.2703
2016-12-31,0.3135,0.4614,11.2324,11.2324,17.4437,7.1423,4.9905,0.1711,3.0649,3.111,0.9348,2.1041,69.3985,-3.1201,-2.2343
2015-12-31,0.2945,0.463,5.6951,5.6951,13.0898,1.8189,1.9381,0.1765,1.2582,1.2779,0.3776,0.8877,67.11,1.9637,2.2687
2014-12-31,0.2954,0.4328,16.1117,16.1117,22.4084,12.6353,4.1257,0.1828,5.4888,5.5734,1.7265,3.8676,66.0973,2.4349,2.3929
2013-12-31,0.2766,0.4153,18.4904,18.4904,28.6389,15.582,4.0717,0.1828,6.5085,6.6031,2.0278,4.708,64.3217,-1.8283,-3.2969
2012-12-31,0.2714,0.3732,17.3963,17.3963,23.4721,14.369,4.0364,0.1759,6.1153,6.3725,1.8858,4.4557,62.9803,-2.573,-2.8178
2011-12-31,0.2775,0.3879,19.4494,19.4494,24.8921,15.7548,7.5165,0.1877,7.3008,7.5981,2.2506,5.2746,58.5438,9.8944,7.4154
2010-12-31,0.2765,0.4102,23.3938,23.3938,28.1697,19.8563,8.8197,0.1916,8.6904,9.0247,2.6325,6.2876,55.7381,-10.7038,-5.3323
2009-12-31,0.31,0.4498,22.7669,22.7669,26.9108,12.2547,3.9952,0.1906,6.5687,6.8466,1.8699,4.5321,49.6036,10.5918,4.9533
