Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.6928,1.6972,-2.4389,74.6094,35.1405,35.1405,63.6173,19.9678,17.5218,0.2488,14.2837,25.5536,-8.7144,-5.7098,4.3439,6.0757,-48.8561,1.0511,0.2932
2021-12-31,0.9969,1.7553,-2.3286,76.3741,33.8914,33.8914,69.3129,10.939,10.292,0.2356,22.6467,16.1171,-4.4976,-2.9385,2.4243,3.3969,-48.4912,0.7786,0.7092
2020-12-31,0.7693,1.7722,-2.2999,77.1245,30.4202,30.4202,78.5151,-0.852,1.1571,0.2275,28.1171,12.9814,-0.4984,-0.3013,0.2626,0.3849,-43.9303,1.4663,1.678
2019-12-31,0.3189,1.5967,-2.8182,75.5277,28.9623,28.9623,64.5734,9.2765,7.2961,0.2064,15.248,23.9375,-4.0165,-2.0193,1.5091,2.3967,-32.807,1.1573,1.0983
2018-12-31,0.3099,1.6009,-2.9432,74.8729,29.1669,29.1669,66.2792,2.7702,2.5433,0.2586,16.8028,21.7226,-1.4052,-0.7073,0.6578,0.8443,-30.0341,0.5375,0.4667
2017-12-31,0.9305,1.3884,-3.5823,74.1669,26.5386,26.5386,66.9087,6.7658,5.9996,0.236,19.0539,19.1562,-3.9881,-1.6726,1.416,1.549,-22.3203,0.8296,0.7332
2016-12-31,0.3716,1.3244,-4.3968,74.2275,23.7158,23.7158,65.661,5.3458,4.6682,0.2219,20.8456,17.5097,-3.8197,-1.3487,1.0357,1.2391,-16.4947,0.2756,0.7902
2015-12-31,1.0753,1.2537,-4.9539,72.8773,19.0699,19.0699,60.5216,-10.1677,-10.7207,0.2241,19.6634,18.5624,10.2955,3.228,-2.402,-2.6116,-13.5685,0.4271,0.4325
2014-12-31,0.9874,1.0922,-11.8959,71.9394,22.0382,22.0382,65.4587,-1.0255,-1.591,0.1947,14.6449,24.9233,3.6766,0.5009,-0.3098,-0.339,-5.1172,1.3363,1.0195
2013-12-31,0.4596,0.9379,16.4627,68.713,17.5991,17.5991,61.4897,-4.385,-4.2847,0.1924,18.2911,19.9551,-15.6623,1.845,-0.8242,-0.972,2.7794,1.0601,0.6799
2012-12-31,0.4502,0.882,8.2024,70.7042,15.4228,15.4228,60.2532,-18.5615,-18.975,0.1442,24.4018,14.9579,-28.13,7.4033,-2.7764,-3.3194,5.1444,0.6025,0.7984
2011-12-31,1.0195,1.0034,-296.516,70.9353,15.8499,15.8499,61.4454,-17.8723,-18.1125,0.1936,31.5914,11.5538,1121.638,7.6853,-3.5185,-3.8012,-0.1032,0.4917,-0.0695
2010-12-31,1.1236,0.8992,8.9163,68.1717,11.853,11.853,57.7862,-30.8666,-31.0674,0.1843,33.3592,10.9415,-61.3103,16.4359,-5.718,-6.1828,2.7615,-0.1595,-0.3421
2009-12-31,1.4921,0.804,4.1488,67.4998,9.8925,9.8925,58.3149,-25.3148,-25.3587,0.1676,28.279,12.9071,-23.5218,16.8875,-4.2587,-4.6112,5.1242,1.8996,1.5059
