Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.5243,1.1024,47.7407,35.8356,0.0794,24.8455,28.7759,2.8844,11.144,29.3759,1.378,1.378
2021-12-31,0.5151,1.0624,58.1344,44.1475,0.0989,32.6678,37.0849,4.4084,14.9883,25.9192,-0.203,-0.203
2020-12-31,0.554,1.242,30.7075,22.9494,0.061,11.5735,13.193,1.4435,4.8637,21.7479,-0.6755,-0.6755
2019-12-31,0.5683,1.3167,53.5151,41.0315,0.0871,26.1042,29.3998,3.5745,10.7198,24.4965,0.8405,0.8405
2018-12-31,0.6205,1.6348,47.0862,36.0512,0.0725,19.008,22.2897,2.6126,7.2141,20.4213,1.7849,1.7849
2017-12-31,0.5937,1.4612,47.0089,27.3653,0.0738,13.5942,15.4874,2.0197,5.5234,18.473,2.8924,2.8924
2016-12-31,0.5866,1.4192,51.1022,32.2216,0.0774,15.8566,17.9577,2.4954,6.5545,17.3683,0.4288,0.4288
2015-12-31,0.6583,1.9263,51.9647,32.5828,0.0809,17.5659,20.2118,2.636,6.0028,15.1158,0.353,0.353
2014-12-31,0.7238,2.6207,53.6354,33.4073,0.0834,20.1279,23.4073,2.7857,5.5591,12.5671,-1.0033,-1.0033
2013-12-31,0.8032,4.0807,55.8479,35.176,0.0952,33.2047,42.0081,3.3494,6.5355,,0.0596,0.0596
2012-12-31,0.8586,6.0705,61.393,38.5343,0.1029,46.2462,62.489,3.9636,6.5407,,7.9923,7.9923
2011-12-31,,,59.9602,37.6494,,,,,,,0.0,0.0
