Date,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,0.5875,1.424,16.0796,16.0796,6.5224,5.7499,0.0353,0.6437,0.6364,0.2266,0.2625,12.1065,0.6047,0.2768
2022-06-30,0.5878,1.4258,13.7434,13.7434,1.5375,1.0767,0.0336,0.1402,0.1386,0.0488,0.0571,11.9102,0.742,0.4134
2022-03-31,0.6176,1.6149,13.4046,13.4046,4.1834,3.5304,0.0334,0.4362,0.4304,0.1367,0.1646,10.656,0.5037,0.1876
2021-12-31,0.6091,1.5579,35.5939,35.5939,36.2714,33.4292,0.0323,3.6782,3.6308,1.1707,1.4194,10.9203,0.5964,0.2557
2021-09-30,0.6387,1.768,10.0585,10.0585,5.9341,5.0559,0.0317,0.6184,0.6096,0.1831,0.2202,10.1319,0.4947,0.19
2021-06-30,0.6603,1.9436,11.4942,11.4942,4.0694,3.4248,0.0314,0.4541,0.4469,0.1264,0.1518,9.4499,0.6935,0.4128
2021-03-31,0.6256,1.6713,24.9037,24.9037,1.2915,0.6794,0.0315,0.1102,0.1085,0.0342,0.0406,10.1623,0.4161,0.2002
2020-12-31,0.6043,1.5272,29.1871,29.1871,9.6629,8.4267,0.0314,0.8884,0.8762,0.2962,0.3467,10.986,0.5012,0.1943
2020-09-30,0.596,1.4752,9.7131,9.7131,-8.7181,-8.4856,0.0325,-0.8276,-0.8165,-0.285,-0.3299,11.3198,0.4735,0.2346
2020-06-30,0.5826,1.3959,29.8699,29.8699,20.7065,18.4566,0.0321,1.8425,1.8184,0.6492,0.759,11.5734,0.6154,0.3581
2020-03-31,0.5841,1.4044,12.1171,12.1171,1.7743,1.2925,0.0332,0.1614,0.1593,0.0572,0.0662,11.7959,0.4589,0.2606
2019-12-31,0.5814,1.3889,14.6914,14.6914,34.5252,31.6937,0.0316,3.1479,3.105,1.0921,1.2997,11.5053,0.6271,0.391
2019-09-30,0.5461,1.203,19.9246,19.9246,10.4677,8.8604,0.034,0.9121,0.8993,0.3383,0.4082,11.1685,0.5644,0.3776
2019-06-30,0.566,1.3041,23.0797,23.0797,13.6658,12.2954,0.0343,1.3114,1.291,0.4674,0.5603,10.4838,0.5188,0.3556
2019-03-31,0.5479,1.2118,19.3939,19.3939,10.6453,8.6791,0.034,0.9122,0.898,0.3344,0.406,10.5126,0.4948,0.3476
2018-12-31,0.5483,1.2138,47.1537,47.1537,33.5062,30.3243,0.0347,3.1153,3.0661,1.1621,1.385,10.6072,0.5678,0.3769
2018-09-30,0.5938,1.4616,20.6697,20.6697,7.671,6.6276,0.0347,0.7909,0.7769,0.2638,0.3156,9.7152,0.5641,0.3363
2018-06-30,0.5754,1.3552,21.2437,21.2437,8.7306,7.5575,0.0337,0.8244,0.8106,0.2912,0.3442,10.344,0.4574,0.1768
