Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.431,1.1923,20.3697,14.4571,0.0403,7.1303,11.8027,0.6309,3.5756,50.3943,15.179,14.9614
2021-12-31,0.3816,1.0112,28.7588,21.9775,0.0364,9.8224,16.5926,0.8485,5.3941,53.7589,-2.3307,-2.3407
2020-12-31,0.3643,0.9505,28.878,22.1238,0.0329,8.7578,14.2554,0.7721,5.0167,51.8109,5.5429,5.4568
2019-12-31,0.4032,1.1615,33.8873,25.9113,0.0432,11.742,21.1787,1.1709,6.4103,46.1705,-5.8517,-6.0574
2018-12-31,0.4429,1.2777,31.6528,24.8125,0.0452,11.4364,21.0918,1.1723,5.8171,42.4176,1.4673,1.5406
2017-12-31,0.4272,1.2806,29.6139,24.8731,0.0419,10.8192,19.9786,1.1066,5.6687,41.0157,-1.3598,-1.8015
2016-12-31,0.3901,1.0042,30.9877,22.462,0.0457,9.8866,19.1628,1.064,5.4884,37.6415,2.1364,1.9677
2015-12-31,0.3627,1.0722,28.1695,20.0213,0.0382,8.8949,18.6081,0.8182,5.2954,35.726,-0.2324,-0.5915
2014-12-31,0.3536,1.0384,22.6366,15.5718,0.0409,7.1819,16.0881,0.688,4.4537,34.4062,4.4981,4.8445
2013-12-31,0.3491,0.9722,25.0414,13.2732,0.0403,5.9508,13.8686,0.5834,3.7155,33.5128,-1.9384,-1.9178
2012-12-31,0.3482,0.9621,22.8523,16.2628,0.0409,6.9483,17.4896,0.7006,4.3989,32.0278,-0.4255,-0.4593
2011-12-31,0.3934,1.0695,24.557,16.8375,0.0453,7.5366,23.2889,0.7898,4.5717,28.1786,-1.5222,-1.8589
2010-12-31,0.3695,0.9647,26.6446,17.9963,0.0561,8.0054,28.38,1.0705,5.0477,26.6325,0.1228,0.2098
2009-12-31,0.3791,0.947,-30.1557,-18.6698,0.0345,-2.8032,-11.3452,-0.3831,-1.7404,24.0124,3.2072,2.9426
