Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.4165,1.1006,34.455,26.6286,0.0401,11.6349,24.017,1.1287,6.0411,45.6253,2.4303,2.3364
2021-12-31,0.3414,0.5948,34.5883,26.1067,0.0427,10.2831,17.3355,1.1893,6.1198,52.1691,0.3733,0.6458
2020-12-31,0.3583,0.6443,26.8679,20.54,0.04,7.1456,10.8351,0.8821,4.0648,52.5679,3.6107,3.2855
2019-12-31,0.3831,0.8948,33.6234,25.3326,0.0253,5.2672,8.8365,0.6842,3.0001,49.59,-3.6862,-3.4977
2018-12-31,0.44,0.9572,36.936,27.8657,0.0487,12.0074,17.6245,1.4431,6.0441,39.5349,-0.1645,-0.6278
2017-12-31,0.4433,0.9627,30.8821,20.6128,0.0486,9.0646,13.1895,1.0896,4.5273,37.9729,1.8928,1.8928
2016-12-31,0.4233,0.781,34.2432,22.1016,0.0466,9.0872,13.2847,1.1137,4.706,36.9696,-0.3094,-0.3094
2015-12-31,0.4651,1.0008,31.7652,21.0824,0.0437,8.5823,12.3244,1.0112,4.1539,35.0361,-0.2752,-0.2752
2014-12-31,0.4888,1.1088,34.8257,22.0849,0.0481,10.1314,13.6518,1.1807,4.6258,33.8242,-3.0233,-3.0233
2013-12-31,0.4851,1.1237,36.2362,17.2517,0.0495,8.5618,12.0314,0.9453,3.905,32.279,2.1911,2.1911
2012-12-31,0.4739,1.0356,32.3898,22.2274,0.0467,10.6139,15.4585,1.0992,5.0276,30.3304,-0.8245,-0.8245
2011-12-31,0.555,1.4513,21.9112,17.3486,0.0426,7.6201,12.8139,0.763,3.3908,25.0738,1.9299,1.1611
2010-12-31,0.5684,1.661,14.5956,12.291,0.0423,5.1764,9.3313,0.5437,2.234,23.7593,4.9095,5.9521
2009-12-31,0.5683,1.8153,17.3622,12.2172,0.036,5.3999,10.062,0.5291,2.3314,23.5462,-0.7756,-1.0494
