Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-04-30,1.0293,0.3462,0.5517,33.7634,12.7993,12.7993,18.5388,10.549,7.8748,0.4982,4.8639,15.2447,23.9427,7.7603,-17.9058,3.9346,5.0736,76.463,-3.4421,-4.5731
2021-04-30,0.6771,0.3021,0.5848,39.2205,17.3292,17.3292,22.9835,14.6438,10.9038,0.4914,5.0672,14.9948,24.3419,10.7855,-22.2411,5.3813,7.5273,74.9942,2.9079,2.5443
2020-04-30,1.243,0.3961,0.6863,38.4823,15.6788,15.6788,21.4024,13.1611,9.9359,0.4597,5.3602,14.1476,25.7994,9.5167,-17.1598,4.5933,5.7467,71.804,0.9751,1.7816
2019-04-30,0.6941,0.3703,0.7416,37.1995,11.8474,11.8474,18.7905,8.9513,6.5297,0.469,5.4073,15.5578,23.461,6.4538,-10.1676,3.0782,4.0642,70.0753,-0.6886,-1.1398
2018-04-30,1.5042,0.3727,0.6123,38.5492,14.1904,14.1904,21.7763,11.703,18.1022,0.4808,5.2914,19.0796,19.1304,16.9634,-33.7383,8.7483,10.6415,69.4804,1.6179,0.5478
2017-04-30,0.8959,0.3936,0.7881,38.3548,14.1039,14.1039,19.7719,11.8826,7.9745,0.4727,5.0315,16.8505,21.6611,8.6465,-11.0159,3.7872,5.2436,60.3861,-3.1164,-3.1176
2016-04-30,1.2971,0.4234,0.7748,37.9942,14.6623,14.6623,20.1685,12.5192,8.7784,0.4887,5.3851,17.3544,21.0322,9.8266,-12.3489,4.3087,5.6662,60.2586,5.1046,5.8244
2015-04-30,1.9401,0.4562,0.8707,34.5829,13.5612,13.5612,18.255,9.1872,6.02,0.3387,3.2004,13.2358,27.5768,4.8667,-5.8706,2.0522,2.6466,59.2664,-1.0964,-0.8783
2014-04-30,1.7375,0.2714,0.4407,36.1993,16.3797,16.3797,20.9496,15.1446,9.9936,0.6193,3.8449,18.1338,20.1282,11.2375,-51.7156,6.2383,8.1881,49.4567,0.338,-0.3755
2013-04-30,2.6729,0.2765,0.3919,34.3795,15.4365,15.4365,19.6907,13.8579,9.1476,0.653,4.0932,18.8005,19.4144,10.5695,-54.776,6.0254,7.6469,48.3514,1.4204,1.9441
2012-04-30,2.6641,0.2813,0.401,33.3925,14.0848,14.0848,18.5548,12.6896,8.2432,0.6062,3.8276,15.9016,22.9537,8.903,-42.6359,5.0432,6.399,46.8187,3.1671,2.2484
2011-04-30,3.3915,0.1977,0.2464,37.2692,16.2526,16.2526,21.2177,14.8621,9.839,0.5797,3.5054,14.0115,26.05,9.0602,-104.1502,5.76,7.2691,46.3543,-2.7007,-3.0302
2010-04-30,2.5551,0.1445,0.1708,38.7965,17.1739,17.1739,21.2074,15.8677,10.636,0.5775,4.3036,19.2797,18.9318,9.2773,-97.2857,6.1962,7.9363,44.7143,0.8192,0.9242
2009-04-30,1.3182,0.1556,0.3111,33.301,12.0352,12.0352,15.1825,10.5394,7.0254,0.4587,4.1503,14.1256,25.8396,5.3837,-27.9822,3.2464,4.5463,41.7146,5.2251,3.9614
