Date,long-term-debt-capital-annual,debt-equity-ratio-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,0.4374,1.3867,32.877,24.7715,0.0329,13.1416,18.4141,0.8651,6.4111,33.4636,7.5496,7.5496
2021-12-31,0.3671,0.793,42.5463,31.8281,0.0417,16.2906,19.2935,1.3929,9.1245,37.3353,4.1633,4.1633
2020-12-31,0.4346,0.9877,31.1586,23.7951,0.0351,10.4415,12.1755,0.9,5.2462,35.6477,-0.6275,-0.6275
2019-12-31,0.4335,1.2173,40.1983,30.7919,0.0432,14.938,17.5382,1.402,7.497,34.2097,-3.3609,-3.3609
2018-12-31,0.4445,1.074,41.0463,32.0878,0.0452,15.5978,18.3155,1.5243,7.6605,32.1183,2.6038,2.6038
2017-12-31,0.3938,0.9848,37.0168,29.118,0.044,14.132,16.8982,1.3533,7.6326,29.998,0.7504,0.7504
2016-12-31,0.4101,0.9865,41.2846,28.4688,0.044,14.0083,16.8452,1.3328,7.3152,28.2472,-1.8609,-1.8609
2015-12-31,0.4066,1.2806,42.3501,29.5765,0.0449,14.3601,17.3958,1.4064,7.5201,26.8263,2.015,2.015
2014-12-31,0.4221,1.4072,42.7312,29.8397,0.0465,14.9904,18.6862,1.4677,7.7302,24.732,-3.2494,-3.2494
2013-12-31,0.3241,1.1399,43.0425,30.7795,0.0496,15.4706,19.7159,1.5746,9.2667,22.9111,1.9931,1.9931
2012-12-31,0.3879,1.2869,42.4926,29.6062,0.0514,15.4657,19.3187,1.5515,8.3456,21.5397,-0.9093,-0.9093
2011-12-31,0.4775,1.7849,40.0786,28.5429,0.0486,14.7938,20.5423,1.4077,7.1544,18.3111,2.3783,2.3783
2010-12-31,0.5098,2.1138,30.921,24.5307,0.0441,11.4997,17.984,1.0608,5.2781,15.7853,-1.3599,-1.3599
2009-12-31,0.55,2.3965,24.118,16.5216,0.0388,8.8907,15.7049,0.7956,3.7761,13.9372,4.0882,4.0882
