Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,1.2753,0.3394,0.5138,42.3468,13.9436,13.9436,18.7296,12.232,8.7906,0.3496,0.7374,495.0142,11.9315,29.2256,3.073,7.8818,17.8468,0.132,0.288
2021-12-31,1.2218,0.2703,0.3705,46.9867,16.7987,16.7987,21.7847,16.1562,16.4322,0.3347,0.6868,531.4518,19.1881,46.6279,5.4998,14.0012,18.6019,-0.3514,-0.4843
2020-12-31,1.3264,0.3082,0.4455,46.616,15.3305,15.3305,20.8726,23.6087,19.5861,0.3048,0.6311,578.3619,20.944,42.5304,5.9705,14.4887,17.1186,1.8125,1.7623
2019-12-31,1.43,0.2268,0.2933,44.9415,15.2994,15.2994,20.431,16.8692,13.8364,0.3462,0.774,471.5918,14.5254,24.7409,4.7903,11.2314,14.4322,-1.1285,-1.0251
2018-12-31,1.2725,,0.1299,46.5277,14.1997,14.1997,19.2221,15.3777,13.3131,0.3566,0.7583,481.32,13.3693,24.852,4.7471,13.3693,13.1056,2.4824,2.347
2017-12-31,1.4279,,0.0625,48.8697,16.2441,16.2441,22.3919,16.8016,13.7086,0.3211,0.7068,516.3911,11.223,15.6264,4.4023,11.223,13.3283,-0.5199,-0.5169
2016-12-31,1.5246,,,47.4175,14.6283,14.6283,21.306,15.0434,12.922,0.3275,0.7438,490.7402,9.5228,13.417,4.2322,9.5228,12.1889,0.5212,0.5382
2015-12-31,1.5163,,,51.0273,15.798,15.798,22.3724,16.09,13.2786,0.3202,0.7459,489.3242,8.9251,13.159,4.2519,8.9251,11.241,0.2579,0.0935
2014-12-31,1.3224,,0.1325,52.5608,15.8006,15.8006,22.2305,15.7134,5.2212,0.3662,0.7516,485.6205,5.08,8.5458,1.9118,5.08,6.7718,0.1854,0.103
2013-12-31,1.2983,,0.1493,51.1372,16.2182,16.2182,22.9523,16.1142,14.1965,0.3511,0.7211,506.1818,12.9229,24.2079,4.9843,12.9229,,1.6283,1.3088
2012-12-31,,,,52.3667,15.5422,15.5422,22.2889,15.7365,13.7407,,,,,,,,,0.0,0.0
