Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,2.1709,0.0493,0.0525,35.9275,15.2769,15.2769,18.2057,15.524,11.7871,1.0883,5.118,71.3167,18.6043,42.1654,12.8277,17.6875,24.1827,0.2226,0.1113
2021-12-31,2.0805,0.0496,0.0554,37.2994,15.2699,15.2699,18.3714,15.2753,11.547,1.0367,5.203,70.1521,17.8217,41.471,11.9707,16.9375,22.84,-1.3726,-1.1653
2020-12-31,1.9353,0.0577,0.0647,35.9176,12.6952,12.6952,16.0521,12.5871,8.3594,0.984,5.3942,67.6649,12.8461,29.2498,8.2255,12.1054,20.4453,1.6355,1.5998
2019-12-31,2.5515,0.0597,0.067,36.6383,14.616,14.616,17.7501,15.1522,10.9754,1.0357,5.1545,70.8121,16.712,30.6898,11.3676,15.714,20.1131,0.0241,-0.0303
2018-12-31,3.1771,0.0605,0.0652,38.9892,17.3705,17.3705,20.4589,17.3457,13.0295,1.0176,5.0549,72.2078,18.3911,30.9289,13.2589,17.278,19.799,0.393,0.2247
2017-12-31,3.2092,0.0614,0.0818,38.2039,16.7522,16.7522,19.7434,17.9271,10.1553,0.973,4.5965,79.4078,14.0969,21.5349,9.8811,13.2313,18.1446,1.3487,1.3632
2016-12-31,3.5567,0.0692,0.0818,39.8829,16.9719,16.9719,19.782,17.4761,11.5148,0.9457,4.6427,78.6183,14.4761,21.5008,10.8891,13.4751,17.6447,-0.871,-0.9174
2015-12-31,2.9141,0.0864,0.1383,40.0773,17.2519,17.2519,19.9098,17.4291,13.0799,0.9506,4.7353,77.0804,17.5038,27.0261,12.434,15.9921,15.2348,1.1648,1.0652
2014-12-31,2.477,0.108,0.2116,40.1637,18.367,18.367,20.3937,18.747,14.0212,0.8941,4.4752,81.5604,18.5913,32.9072,12.5359,16.5827,12.7014,0.0677,0.1509
2013-12-31,3.4646,,,40.4571,18.9739,18.9739,21.0082,19.087,13.8932,1.0871,4.7157,77.4012,20.0235,22.096,15.1032,20.0235,10.0963,0.4183,0.5361
2012-12-31,3.4954,,,41.7647,18.5327,18.5327,20.6641,18.8879,14.3098,1.1265,4.8056,75.9538,21.656,23.583,16.1198,21.656,8.0456,0.507,0.4245
2011-12-31,3.3773,,,42.1903,18.5662,18.5662,20.5949,19.1001,14.4355,1.1113,4.6419,78.6313,22.3538,24.7755,16.0426,22.3537,6.5206,0.1731,0.0089
2010-12-31,3.7801,,,42.1963,18.767,18.767,21.166,19.1312,15.973,1.002,4.5278,80.6133,20.4646,22.3959,16.0054,20.4646,5.8966,0.1204,-0.0524
2009-12-31,3.5687,,,43.5916,18.8641,18.8641,21.5899,19.4272,16.3165,0.9822,4.6228,78.9568,20.1631,22.4299,16.0253,20.1631,4.4632,1.1164,0.9891
