Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-06-30,1.1282,0.0768,0.0833,41.9104,24.4286,24.4286,33.5709,24.3075,18.6792,0.7912,5.3687,67.9872,26.2674,192.459,14.7793,24.249,18.9578,0.7589,0.4804
2021-06-30,1.0439,0.0705,0.0759,39.5186,22.6774,22.6774,32.6731,22.6208,17.715,0.7526,5.2203,69.9197,23.6088,199.9556,13.3325,21.9441,17.8278,-0.5279,-0.2846
2020-06-30,1.3521,0.0001,0.0002,40.5761,22.4285,22.4285,32.5522,22.455,17.4812,0.6988,5.2705,69.2539,19.1437,74.5653,12.2162,19.1412,20.223,0.0,0.0872
2019-06-30,1.2117,,,40.5761,22.4285,22.4285,32.5522,22.455,17.4812,0.7768,5.1756,70.5231,20.7603,95.4121,13.5785,20.7603,18.5615,1.3239,2.4444
2018-06-30,1.0506,,,41.9949,24.3068,24.3068,34.6403,24.2153,24.8188,0.7234,4.6115,79.1502,27.5946,157.858,17.9549,27.5946,17.1417,0.746,-0.4894
2017-06-30,1.1037,0.0462,0.0484,41.9534,24.6142,24.6142,34.6832,24.5604,16.5355,0.7273,4.6735,78.1005,22.2432,217.711,12.0255,21.2154,13.33,-0.0295,0.1177
2016-06-30,0.9734,,0.0002,42.8891,26.6977,26.6977,36.2683,26.6148,18.3714,0.7462,5.0254,72.6308,24.9814,305.5423,13.7078,24.9814,12.6591,0.0149,0.9507
2015-06-30,1.1125,0.0481,0.0531,42.6571,25.3039,25.3039,34.7767,25.1905,16.8144,0.6839,5.0624,72.0999,21.3025,226.1833,11.4992,20.2778,12.2634,0.5798,-0.001
2014-06-30,0.874,0.0038,0.0094,42.0911,24.5742,24.5742,33.7605,24.5122,15.9154,0.698,5.0573,72.1735,19.301,202.9951,11.1093,19.2269,11.7068,0.4315,0.5263
2013-06-30,1.0505,0.0072,0.0151,41.66,22.6412,22.6412,31.7012,22.1268,15.1338,0.6622,4.6658,78.2286,16.5,86.6802,10.0222,16.3813,11.9171,0.5386,0.2949
2012-06-30,1.1651,0.0975,0.1339,41.1552,22.7572,22.7572,32.0548,22.3084,14.9401,0.6284,4.4874,81.3381,15.4661,94.5464,9.3881,13.9586,11.4269,0.2607,0.0649
2011-06-30,0.9302,0.127,0.1751,41.3006,22.3723,22.3723,31.7336,21.4617,14.2178,0.6421,4.3045,84.7955,15.6257,300.878,9.1295,13.6419,10.1873,0.2087,0.4536
2010-06-30,0.8846,0.2666,0.5047,41.2534,21.7853,21.7853,30.3329,21.6112,14.0894,0.5361,3.8841,93.974,15.7082,-111.2632,7.5531,11.5208,8.7864,0.1261,-0.1374
2009-06-30,1.0442,,0.1013,40.1558,21.1759,21.1759,29.7794,21.0986,13.8282,0.7096,3.8152,95.669,16.4567,53.7051,9.8127,16.4567,7.4928,2.4353,1.7728
