Date,current-ratio-annual,long-term-debt-capital-annual,debt-equity-ratio-annual,gross-margin-annual,operating-margin-annual,ebit-margin-annual,ebitda-margin-annual,pre-tax-profit-margin-annual,net-profit-margin-annual,asset-turnover-annual,inventory-turnover-annual,receiveable-turnover-annual,days-sales-in-receivables-annual,roe-annual,return-on-tangible-equity-annual,roa-annual,roi-annual,book-value-per-share-annual,operating-cash-flow-per-share-annual,free-cash-flow-per-share-annual
2022-12-31,1.4143,0.9107,10.6378,75.6639,36.3408,36.3408,49.3219,27.9072,24.8908,0.4042,1.2994,4.7318,77.1377,178.9675,-23.4435,10.0613,15.9746,6.8558,1.8063,1.612
2021-12-31,1.591,0.8322,4.9715,75.1569,29.4045,29.4045,42.4843,25.7939,22.6837,0.4247,1.5795,5.3073,68.7738,87.9552,-25.2139,9.6346,14.7613,12.0007,-1.6292,-2.1345
2020-12-31,1.8145,0.7776,3.5058,75.7749,35.9464,35.9464,50.1101,31.9895,28.5714,0.4039,1.5821,5.6186,64.9632,77.2027,-33.219,11.5397,17.171,16.2701,2.7669,2.7511
2019-12-31,1.4367,0.7359,3.0914,81.3543,41.4091,41.4091,50.8518,39.1148,33.5673,0.3913,1.2154,5.7584,63.3852,81.071,-32.0828,13.1341,21.4128,16.3561,-1.9619,-1.8668
2018-12-31,2.789,0.7025,2.7143,82.7305,43.2181,43.2181,51.4128,40.1946,35.3476,0.3575,1.3949,6.6332,55.0259,67.152,-87.0566,12.6385,19.981,19.8539,1.7797,1.5733
2017-12-31,5.4851,0.5753,1.4002,82.1918,43.6474,43.6474,52.2036,42.0018,8.6612,0.2858,1.4358,7.0587,51.7093,7.8404,105.7723,2.4752,3.3299,34.9502,1.4747,1.5501
2016-12-31,4.1066,0.5026,1.158,81.8973,42.5993,42.5993,51.755,39.8547,33.5871,0.2962,1.5162,7.2641,50.2468,25.8477,159.3808,9.9477,12.8554,40.4701,1.0284,0.4674
2015-12-31,4.4454,0.5096,1.1191,80.4866,39.1007,39.1007,48.8321,36.8295,32.0331,0.3032,1.7359,7.2327,50.4651,24.7089,419.2749,9.7118,12.1174,37.2454,1.0777,1.5885
2014-12-31,4.9533,0.5396,1.1915,77.9594,30.8578,30.8578,41.285,27.8373,25.709,0.2907,1.6706,7.8802,46.3186,20.0093,-302.8773,7.4744,9.2119,33.9006,3.4025,3.3536
2013-12-31,3.4437,0.5728,1.454,82.084,31.4147,31.4147,38.3005,28.1913,27.206,0.2824,1.1083,6.9247,52.7096,22.9951,-82.8334,7.6839,9.8242,29.2817,0.7495,0.7453
2012-12-31,3.8102,0.5577,1.3919,81.4712,32.3024,32.3024,38.6041,29.0125,25.1665,0.318,1.1658,6.8566,53.2331,22.7964,178.8066,8.0021,10.0826,25.2016,1.8611,1.6073
2011-12-31,4.7954,0.5287,1.1261,82.621,27.673,27.673,34.4757,26.6333,23.6363,0.3188,1.0902,5.3805,67.8373,19.3547,78.4452,7.5362,9.1224,23.9178,-0.384,-0.4047
2010-12-31,3.5204,0.3123,0.5581,85.2521,36.8365,36.8365,43.5926,35.3219,30.7381,0.3462,1.0979,6.4467,56.6183,19.3243,44.5761,10.6402,13.2891,25.6882,-0.2088,-0.2907
2009-12-31,4.8882,0.166,0.1991,85.7192,37.6042,37.6042,44.7685,35.5416,31.4506,0.3695,0.9419,6.9426,52.5738,20.3159,52.5385,11.6203,16.9432,22.7809,6.2057,5.6866
